USA;USL League Two - Great Forest;Erie Sports Center;Steel City FC;7;1;0;17;-21;11;5;26;11;0;7;7;7;6;5;26;7;2;11;0
USA;USL League Two - South Florida;Fort Lauderdale United;Weston FC;1;2;21;10;14;0;16;2;8;8;8;6;8;4;16;2;6;3;8;8
USA;USL League Two - South Atlantic;Hickory FC;Tobacco Road FC;2;9;21;8;10;-4;20;10;19;23;9;9;9;8;20;10;9;7;19;23
USA;USL League Two - Great Lakes;Kalamazoo FC;Midwest United FC;3;4;12;12;6;8;21;15;16;8;7;8;7;6;21;15;8;5;16;8
USA;USL League Two - South Florida;Miami AC;FC Miami City;4;6;11;4;-1;-12;12;13;11;23;8;7;8;5;12;13;7;7;11;23
USA;USL League Two - Chesapeake;Patuxent FA;Loudoun United FC 2;11;9;0;10;-32;-8;2;34;17;25;8;9;8;6;2;34;9;8;17;25
USA;USL League Two - Mid-Atlantic;Real Central NJ;LVU Rush;3;2;14;24;3;13;17;14;23;10;9;9;9;6;17;14;9;8;23;10
USA;USL League Two - Chesapeake;Bethesda SC;Annapolis Blues FC;8;7;10;12;-4;6;16;20;18;12;8;9;8;8;16;20;9;5;18;12
USA;USL League Two - Metropolitan;Ironbound SC;FC Motown STA;2;1;17;22;8;21;18;10;27;6;7;8;7;5;18;10;8;7;27;6
USA;USL League Two - Metropolitan;Morris Elite SC;New Jersey Copa FC;10;7;3;7;-16;-7;4;20;11;18;7;7;7;5;4;20;7;6;11;18
USA;USL League Two - Metropolitan;Westchester Flames;Hudson Valley Hammers;9;5;4;10;-15;1;13;28;17;16;8;7;8;7;13;28;7;7;17;16
USA;USL League Two - Chesapeake;Northern Virginia FC;Hill City FC;5;6;15;12;9;6;26;17;24;18;10;9;10;8;26;17;9;7;24;18
USA;USL League Two - Chesapeake;Charlottesville Blues FC;Lionsbridge FC;2;1;23;25;14;25;21;7;35;10;11;10;10;5;21;6;10;7;35;10
USA;USL League Two - Nor Cal;Davis Legacy SC;Project 51O;5;2;8;19;-3;10;13;16;20;10;8;8;8;6;13;16;8;5;20;10
USA;USL League Two - Lone Star;GFI;Twin City Toucans;2;7;17;6;14;-7;24;10;11;18;7;8;7;4;24;10;8;6;11;18
USA;USL League Two - Lone Star;AC Houston Sur;AHFC Royals;9;4;1;13;-17;10;9;26;21;11;7;8;7;7;9;26;8;6;21;11
USA;USL League Two - Ranger;Lubbock Matadors SC;McKinney Chupacabras FC;4;1;10;19;2;9;12;10;18;9;8;8;8;5;12;10;8;6;18;9
USA;USL League Two - Heartland;Minneapolis City SC;RKC Third Coast;1;5;21;10;24;0;27;3;8;8;7;8;7;6;27;3;8;3;8;8
USA;USL League Two - Mid South;Mississippi Brilla FC;Memphis FC;4;6;8;8;-1;-5;9;10;10;15;6;8;6;4;9;10;8;4;10;15
USA;USL League Two - Heartland;Rockford Raptors FC;Edgewater Castle FC;7;9;9;6;-8;-14;12;20;12;26;8;8;8;6;12;20;8;8;12;26
USA;USL League Two - Great Plains;Santafe Wanderers FC;Sunflower State FC;2;4;11;9;4;-4;11;7;10;14;7;7;7;3;11;7;7;5;10;14
USA;USL League Two - Heartland;Sueno FC;River Light FC;2;4;18;11;21;8;29;8;18;10;9;7;9;8;29;8;7;6;18;10
USA;USL League Two - Ranger;West Texas FC;Fort Worth Vaqueros FC;5;6;5;0;-2;-27;8;10;2;29;6;8;6;4;8;10;8;5;2;29
USA;USL League Two - Lone Star;Lonestar SC;San Antonio FC II;3;5;12;12;3;-5;12;9;17;22;7;8;7;4;12;9;8;8;17;22
USA;USL League Two - Nor Cal;Marin FC Legends;San Juan SC;6;8;7;4;-11;-16;17;28;8;24;8;9;8;8;17;28;9;7;8;24
USA;USL League Two - Nor Cal;Academica SC;San Francisco City FC;7;1;6;22;-6;19;14;20;27;8;8;8;8;5;14;20;8;6;27;8
USA;USL League Two - Southwest;Ventura County Fusion;Southern California Eagles;1;7;15;8;12;-8;16;4;10;18;7;9;7;4;16;4;9;6;10;18
USA;USL League Two - Southwest;Stars FC;City SC;3;4;8;12;1;0;8;7;16;16;5;8;5;3;8;7;8;7;16;16
