LeagueId;Home;Away
Australia_TasmaniaNorthernChampionship;Burnie Utd.;Riverside Olympic U21
Australia_TasmaniaNorthernChampionship;Devonport U21;Launceston United U21
Australia_TasmaniaNorthernChampionship;Ulverstone U21;Northern Rangers
Australia_TasmaniaSouthernChampionship;Taroona;Hobart Utd.
Australia_TasmaniaSouthernChampionship;Hobart City;University of Tasmania
Australia_TasmaniaSouthernChampionship;New Town;Olympia Warriors
Australia_VictoriaPremierLeague;Langwarrin;Eltham Redbacks
Australia_VictoriaPremierLeague;North Sunshine Eagles;Manningham United Blues
Australia_VictoriaPremierLeague;North Geelong;Port Melbourne Sharks
Australia_VictoriaPremierLeague2;Bayside Argonauts;Essendon Royals SC
Australia_VictoriaPremierLeague2;Werribee City;Altona City
Australia_VictoriaPremierLeague2;Goulburn Valley Suns;Moreland City
Australia_VictoriaPremierLeague2;Malvern;Eastern Lions
Australia_WAStateLeague;Curtin Univ;Cockburn City
Australia_WAStateLeague;Inglewood;Subiaco
Australia_WAStateLeague;Joondalup;Quinns
Australia_WAStateLeague;Kingsley Westside;Nedlands
Australia_WAStateLeague;Mandurah City;Gwelup Croatia
Australia_WAStateLeague;Murdoch Melville;Floreat Athena
Australia_NPL_NSW_U20;UNSW U20;Sydney FC U20
Australia_NPL_NSW_U20;WS Wanderers U20;Sydney Olympic U20
Australia_NPL_NSW_U20;Manly Utd U20;SD Raiders U20
Australia_NPL_NSW_U20;Sutherland U20;APIA Leichhardt U20
Belarus_VysshayaLiga;Vitebsk;Dnepr Mogilev
Belarus_VysshayaLiga;Neman;Arsenal Dzerzhinsk
Belarus_PershayaLiga;Soligorsk;Din. Minsk 2
Belarus_PershayaLiga;Niva Dolbizno;BATE 2
Belarus_PershayaLiga;BumProm Gomel;Orsha
Belarus_PershayaLiga;SKA-1938;FC Slonim
Belarus_PershayaLiga;Slutsk;Ostrovets
Estonia_Meistriliiga;Narva;Levadia
Estonia_Meistriliiga;Paide;Parnu JK Vaprus
Estonia_Esiliiga;FC Tallinn;Nomme Utd U21
Finland_Veikkausliiga;Lahti;Gnistan
Finland_Veikkausliiga;Jaro;Ilves
Finland_Veikkausliiga;SJK;TPS Turku
Finland_Veikkausliiga;VPS;Mariehamn
Finland_Ykkosliiga;Ekenas;PK-35
Finland_Ykkonen;SalPa;VJS
Finland_Ykkonen;KuPS Akatemia;Tampere Utd
Finland_Ykkonen;OLS Oulu;Inter Turku 2
Finland_Kakkonen_GroupB;Honka;MuSa
Finland_Kakkonen_GroupB;P-Iirot Rauma;HJS
Finland_Kakkonen_GroupC;Hercules;Vaajakoski
Finland_Kakkonen_GroupC;Narpes Kraft;Jaro 2
Finland_Kakkonen_GroupC;TP-47;GBK Kokkola
Iceland_BestaDeildKarla;Akranes;Breidablik
Iceland_BestaDeildKarla;Vestmannaeyjar;Valur
Iceland_Division_1;Grindavik;Vestri
Iceland_Division_1;Leiknir;Volsungur
Iceland_Division_2;Fjolnir;Kormakur/Hvot
Iceland_Division_2;KFA;Olafsvik
Iceland_Division_2;Magni;Throttur Vogar
FaroeIslands_PremierLeague;B36 Torshavn;Vikingur
FaroeIslands_PremierLeague;Argir;Streymur
FaroeIslands_PremierLeague;Skala Itrottarfelag;Toftir
FaroeIslands_1Deild;Runavik 2;FC Suduroy
FaroeIslands_1Deild;Sandur;HB Torshavn 2
FaroeIslands_1Deild;TB Tvoroyri;Streymur 2
FaroeIslands_1Deild;Fuglafjordur;Vikingur 2
Kazakhstan_PremierLeague;Altai;Tobol
Kazakhstan_PremierLeague;Kyzylzhar;Yelimay Semey
Kyrgyzstan_PremierLiga;Bishkek City;Toktogul
Kyrgyzstan_PremierLiga;Ozgon;Alay Osh
Latvia_Virsliga;BFC Daugavpils;FK Liepaja
Latvia_Virsliga;RFS;Auda
Lithuania_Toplyga;FK Panevezys;Hegelmann
Norway_OBOSLigaen;Egersund;Moss
Norway_OBOSLigaen;Hodd;Strömsgodset
Norway_OBOSLigaen;Bryne;Sandnes
Sweden_Allsvenskan;Degerfors;Malmo FF
Sweden_Allsvenskan;Halmstad;Västerås SK
USA_USLChampionship;Loudoun;Sporting Jax
USA_USLChampionship;Indy Eleven;Charleston
USA_USLLeagueOne;FC Naples;Portland Hearts of Pine
USA_USLLeagueOne;Richmond Kickers;Sarasota Paradise
USA_USLLeagueTwo_Southeast;Inter Gainesville;Nona
USA_USLLeagueTwo_GreatLakes;Ann Arbor;Oakland County
USA_USLLeagueTwo_GreatForest;Buffalo;Lorain County Leviathan
USA_USLLeagueTwo_GreatLakes;Kalamazoo FC;Flint City
USA_USLLeagueTwo_Southeast;Sporting Jax 2;Brave SC
USA_USLLeagueTwo_MidAtlantic;West Chester Utd;Delaware
USA_USLLeagueTwo_Northeast;Western Mass Pioneers;Black Rock
USA_USLLeagueTwo_SouthAtlantic;Hickory;Appalachian
USA_USLLeagueTwo_LoneStar;Houston FC;Hill Country Lobos
USA_USLLeagueTwo_Chesapeake;Lionsbridge;Hill City
USA_USLLeagueTwo_GreatPlains;Menace;Santafe Wanderers
USA_USLLeagueTwo_Ranger;Fort Worth Vaqueros;West Texas
USA_USLLeagueTwo_Northwest;Midlakes United;Portland Bangers
USA_USLLeagueTwo_Northwest;Tacoma Stars;Snohomish United
USA_USLLeagueTwo_Southwest;Tucson;Stars FC
USA_USLLeagueTwo_Southwest;Ventura;AMSG FC
