LeagueId;Home;Away
Bhutan_PremierLeague;Tsirang;RTC
Belarus_VysshayaLiga;Baranovici;Zhodino
Belarus_VysshayaLiga;Dynamo Brest;Slavia Mozyr
Belarus_VysshayaLiga;Gomel;Neman
Belarus_PershayaLiga;Orsha;Smorgon
Belarus_PershayaLiga;Din. Minsk 2;Slutsk
Belarus_PershayaLiga;Molodechno;Minsk 2
Belarus_PershayaLiga;BATE 2;Lida
Belarus_PershayaLiga;Uni X Labs;Osipovichi
Bolivia_DivisionProfesional;Real Oruro;GV San Jose
Estonia_Meistriliiga;Parnu JK Vaprus;Tammeka
Estonia_Meistriliiga;Nomme Utd;Kuressaare
Estonia_Esiliiga;FC Tallinn;Elva
Estonia_Esiliiga;Levadia U21;Tallinna Kalev
Estonia_Esiliiga;Viimsi JK;Nomme Kalju U21
Estonia_EsiliigaB;Tabasalu;Tulevik
Finland_Veikkausliiga;Lahti;HJK
Finland_Veikkausliiga;Gnistan;Mariehamn
Finland_Veikkausliiga;TPS Turku;Oulu
Finland_Ykkosliiga;Haka;Ekenas
Finland_Ykkosliiga;SJK Akatemia;Mikkeli
Finland_Ykkosliiga;Klubi 04;Jippo
Finland_Ykkonen;Keski-Uusimaa;Jazz Pori
Finland_Ykkonen;JJK Jyvaskyla;KuPS Akatemia
Finland_Ykkonen;KPV;TPV
Finland_Ykkonen;VJS;OLS Oulu
Finland_Kakkonen_GroupB;EPS;P-Iirot Rauma
Finland_Kakkonen_GroupB;NJS;EBK
Finland_Kakkonen_GroupC;Huima / Urho;Hercules
Iceland_Division_1;Volsungur;Afturelding
Iceland_Division_2;Selfoss;Hviti
Kazakhstan_PremierLeague;Ertis Pavlodar;Zhenis
Kazakhstan_PremierLeague;Ulytau;Kaisar
Kazakhstan_PremierLeague;Zhetysu;Altai
Kazakhstan_PremierLeague;Kaspij Aktau;Ordabasy
Lithuania_Toplyga;Kauno Zalgiris;FK Panevezys
Norway_Eliteserien;Fredrikstad;Lilleström
Norway_Eliteserien;Aalesund;Molde
Norway_Eliteserien;Tromsø;Vålerenga
Somalia_NationalLeague;Elman;Horseed
Somalia_NationalLeague;Raadsan;Heegan
Sweden_Allsvenskan;Mjallby;AIK Stockholm
Sweden_Allsvenskan;Orgryte;Hacken
USA_USLLeagueTwo_MidSouth;Hattiesburg;Little Rock Rangers
USA_USLLeagueTwo_SouthFlorida;Miami City;Lakeland United
USA_USLLeagueTwo_GreatLakes;Oakland County;Midwest United
USA_USLLeagueTwo_Northeast;Western Mass Pioneers;Vermont Green
USA_USLLeagueTwo_Metropolitan;Motown 2;Long Island
USA_USLLeagueTwo_GreatPlains;Santafe Wanderers;Sunflower State
USA_USLLeagueTwo_Southwest;Tucson;Capo
USA_USLLeagueTwo_Northwest;West Seattle Junction;Snohomish United
USA_USLLeagueTwo_Metropolitan;New Jersey Copa;Westchester Flames
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;RC New Jersey
USA_USLLeagueTwo_GreatForest;Buffalo;Akron City
USA_USLLeagueTwo_NorCal;San Francisco City;Project 51O
USA_USLLeagueTwo_Heartland;Sueno;Chicago Dutch Lions
USA_USLLeagueTwo_SouthCentral;Birmingham 2;Montgomery United
USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;AC Connecticut
