MatchId;PredictionDate;MatchDate;LeagueId;Round;Home;Away;Score;Band;Outcome;HG;AG;Goals;AlgorithmVersion;ResolvedResultFile;ResolvedMatchDate;HomeRecentMatches;HomeRecentPoints;HomeRecentPPG5;HomeRecentWins5;HomeRecentDraws5;HomeRecentLosses5;HomeRecentGF5;HomeRecentGA5;HomeRecentOver25Rate5;AwayRecentMatches;AwayRecentPoints;AwayRecentPPG5;AwayRecentWins5;AwayRecentDraws5;AwayRecentLosses5;AwayRecentGF5;AwayRecentGA5;AwayRecentOver25Rate5;WorstRecentPPG5;AverageRecentPPG5;BothBelow080;BothWinless5;RecentFormBucket;ProposedPenalty;SimulatedScore;SimulatedBand;WouldLeaveAlta
365;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;18;Carolina Core;Chattanooga;63.99;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\USA_MLSNextPro_EasternConference_SoutheastDivision.csv;2026-07-12;5;8;1.6000;2;2;1;6;4;0.2000;5;8;1.6000;2;2;1;13;11;0.8000;1.6000;1.6000;0;0;>=1.20;0;63.99;MEDIA;0
366;2026-07-12;2026-07-12;Norway_Eliteserien;19;KFUM Oslo;Bodo/Glimt;62.05;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-12;5;5;1.0000;1;2;2;5;6;0.4000;5;10;2.0000;3;1;1;14;5;0.8000;1.0000;1.5000;0;0;0.80-1.19;1;61.05;MEDIA;0
367;2026-07-12;2026-07-12;Somalia_NationalLeague;19;Jubba;Dekedaha;61.82;MEDIA;OK;1;7;8;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-12;5;3;0.6000;1;0;4;4;20;0.8000;5;13;2.6000;4;1;0;14;6;0.4000;0.6000;1.6000;0;0;0.40-0.79;2;59.82;BASSA;0
369;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;21;Lubbock Matadors;West Texas;60.61;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Ranger.csv;2026-07-12;5;4;0.8000;1;1;3;4;6;0.4000;5;10;2.0000;3;1;1;16;9;0.8000;0.8000;1.4000;0;0;0.80-1.19;1;59.61;BASSA;0
370;2026-07-12;2026-07-12;Kazakhstan_PremierLeague;27;Tobol;Okzhetpes;60.01;MEDIA;OK;3;1;4;2.5.0;data\storico\risultati\Kazakhstan_PremierLeague.csv;2026-07-12;5;7;1.4000;2;1;2;7;5;0.4000;5;5;1.0000;1;2;2;7;13;1.0000;1.0000;1.2000;0;0;0.80-1.19;1;59.01;BASSA;0
386;2026-07-12;2026-07-13;USA_USLLeagueTwo_NorCal;29;San Juan;Marin;86.07;ALTA;OK;4;1;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-13;5;5;1.0000;1;2;2;11;16;1.0000;5;2;0.4000;0;2;3;7;13;0.6000;0.4000;0.7000;0;0;0.40-0.79;2;84.07;ALTA;0
387;2026-07-12;2026-07-13;Iceland_BestaDeildKarla;19;Breidablik;Keflavik;84.74;ALTA;OK;2;1;3;2.5.0;data\storico\risultati\Iceland_BestaDeildKarla.csv;2026-07-13;5;7;1.4000;2;1;2;13;14;1.0000;5;5;1.0000;1;2;2;7;12;0.6000;1.0000;1.2000;0;0;0.80-1.19;1;83.74;ALTA;0
388;2026-07-12;2026-07-13;USA_USLLeagueTwo_SouthAtlantic;37;Appalachian;SC United Bantams;80.49;ALTA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthAtlantic.csv;2026-07-13;5;9;1.8000;2;3;0;7;3;0.4000;5;5;1.0000;1;2;2;6;10;0.6000;1.0000;1.4000;0;0;0.80-1.19;1;79.49;ALTA;0
389;2026-07-12;2026-07-13;USA_USLLeagueTwo_Northwest;34;Bigfoot;Midlakes United;77.67;ALTA;OK;1;4;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northwest.csv;2026-07-13;5;4;0.8000;1;1;3;6;12;0.8000;5;3;0.6000;1;0;4;6;12;0.8000;0.6000;0.7000;0;0;0.40-0.79;2;75.67;ALTA;0
390;2026-07-12;2026-07-13;USA_MLSNextPro_EasternConference_NortheastDivision;19;Connecticut FC;Toronto FC II;75.3;ALTA;OK;3;2;5;2.5.0;data\storico\risultati\USA_MLSNextPro_EasternConference_NortheastDivision.csv;2026-07-13;5;9;1.8000;3;0;2;13;9;1.0000;5;6;1.2000;2;0;3;7;14;1.0000;1.2000;1.5000;0;0;>=1.20;0;75.30;ALTA;0
393;2026-07-12;2026-07-13;Estonia_Esiliiga;21;Maardu;Tartu Welco;71.95;MEDIA;OK;1;8;9;2.5.0;data\storico\risultati\Estonia_Esiliiga.csv;2026-07-13;5;10;2.0000;3;1;1;12;10;0.8000;5;13;2.6000;4;1;0;16;5;0.8000;2.0000;2.3000;0;0;>=1.20;0;71.95;MEDIA;0
395;2026-07-12;2026-07-13;USA_MLSNextPro_WesternConference_CentralDivision;19;Austin FC II;Minnesota 2;71.06;MEDIA;OK;2;3;5;2.5.0;data\storico\risultati\USA_MLSNextPro_WesternConference_CentralDivision.csv;2026-07-13;5;15;3.0000;5;0;0;12;4;0.6000;5;7;1.4000;2;1;2;12;14;1.0000;1.4000;2.2000;0;0;>=1.20;0;71.06;MEDIA;0
396;2026-07-12;2026-07-13;USA_USLLeagueTwo_NorCal;29;Academica SC;Glens SC;69.37;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_NorCal.csv;2026-07-13;5;6;1.2000;2;0;3;12;15;1.0000;5;4;0.8000;1;1;3;4;8;0.4000;0.8000;1.0000;0;0;0.80-1.19;1;68.37;MEDIA;0
397;2026-07-12;2026-07-13;Bhutan_PremierLeague;10;Ugyen Academy;Transport United;68.78;MEDIA;KO;0;1;1;2.5.0;data\storico\risultati\Bhutan_PremierLeague.csv;2026-07-13;5;3;0.6000;1;0;4;4;23;0.6000;5;9;1.8000;3;0;2;9;9;0.8000;0.6000;1.2000;0;0;0.40-0.79;2;66.78;MEDIA;0
398;2026-07-12;2026-07-13;Finland_Kakkonen_GroupB;13;Honka;HJS;68.46;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupB.csv;2026-07-13;5;15;3.0000;5;0;0;19;3;0.6000;5;5;1.0000;1;2;2;6;8;0.8000;1.0000;2.0000;0;0;0.80-1.19;1;67.46;MEDIA;0
399;2026-07-12;2026-07-13;USA_USLLeagueTwo_Northwest;34;Ballard;Snohomish United;67.88;MEDIA;OK;4;0;4;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Northwest.csv;2026-07-13;5;15;3.0000;5;0;0;19;4;1.0000;5;13;2.6000;4;1;0;16;6;1.0000;2.6000;2.8000;0;0;>=1.20;0;67.88;MEDIA;0
400;2026-07-12;2026-07-13;USA_USLLeagueTwo_Southeast;25;Brave SC;Shark Coast;67.3;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLLeagueTwo_Southeast.csv;2026-07-13;5;10;2.0000;3;1;1;10;5;0.6000;5;3;0.6000;0;3;2;6;9;0.4000;0.6000;1.3000;0;0;0.40-0.79;2;65.30;MEDIA;0
401;2026-07-12;2026-07-13;Somalia_NationalLeague;19;Gaadiidka;Jeenyo;66.91;MEDIA;KO;2;0;2;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-13;5;11;2.2000;3;2;0;15;5;0.8000;5;6;1.2000;1;3;1;7;7;0.4000;1.2000;1.7000;0;0;>=1.20;0;66.91;MEDIA;0
402;2026-07-12;2026-07-13;Bolivia_DivisionProfesional;13;Tomayapo;Independiente;66.28;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\Bolivia_DivisionProfesional.csv;2026-07-13;5;3;0.6000;1;0;4;4;14;0.6000;5;11;2.2000;3;2;0;9;5;0.8000;0.6000;1.4000;0;0;0.40-0.79;2;64.28;MEDIA;0
403;2026-07-12;2026-07-13;Sweden_Allsvenskan;18;Djurgarden;Halmstad;65.89;MEDIA;OK;3;0;3;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-13;5;9;1.8000;3;0;2;17;9;1.0000;5;4;0.8000;1;1;3;6;11;0.4000;0.8000;1.3000;0;0;0.80-1.19;1;64.89;MEDIA;0
404;2026-07-12;2026-07-13;Iceland_Division_1;20;Vestri;Fylkir;65.05;MEDIA;OK;2;5;7;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-13;5;8;1.6000;2;2;1;6;4;0.2000;5;9;1.8000;3;0;2;10;8;0.4000;1.6000;1.7000;0;0;>=1.20;0;65.05;MEDIA;0
405;2026-07-12;2026-07-13;USA_USLLeagueTwo_SouthFlorida;19;Weston;Miami;61.37;MEDIA;OK;4;1;5;2.5.0;data\storico\risultati\USA_USLLeagueTwo_SouthFlorida.csv;2026-07-13;5;6;1.2000;2;0;3;12;9;0.8000;5;4;0.8000;1;1;3;7;12;0.6000;0.8000;1.0000;0;0;0.80-1.19;1;60.37;MEDIA;0
410;2026-07-13;2026-07-14;Iceland_Division_1;21;Kopavogur;IR Reykjavik;82.64;ALTA;OK;5;1;6;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-14;5;7;1.4000;2;1;2;9;9;0.6000;5;2;0.4000;0;2;3;7;10;0.6000;0.4000;0.9000;0;0;0.40-0.79;2;80.64;ALTA;0
411;2026-07-13;2026-07-14;Finland_Kakkonen_GroupB;13;Ilves 2;GrIFK;71.82;MEDIA;OK;6;2;8;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupB.csv;2026-07-14;5;11;2.2000;3;2;0;16;7;0.6000;5;8;1.6000;2;2;1;9;7;0.6000;1.6000;1.9000;0;0;>=1.20;0;71.82;MEDIA;0
412;2026-07-13;2026-07-14;Somalia_NationalLeague;20;Mogadishu City;Badbaado;68.91;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-14;5;11;2.2000;3;2;0;9;2;0.4000;5;4;0.8000;1;1;3;8;10;1.0000;0.8000;1.5000;0;0;0.80-1.19;1;67.91;MEDIA;0
413;2026-07-13;2026-07-14;Iceland_Division_1;21;Grotta;Grindavik;68.52;MEDIA;OK;1;2;3;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-14;5;7;1.4000;2;1;2;8;10;0.8000;5;4;0.8000;0;4;1;6;7;0.4000;0.8000;1.1000;0;0;0.80-1.19;1;67.52;MEDIA;0
414;2026-07-13;2026-07-14;Bhutan_PremierLeague;10;BFF Academy U19;Drukpa;67.26;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\Bhutan_PremierLeague.csv;2026-07-14;5;3;0.6000;1;0;4;7;13;0.6000;5;2;0.4000;0;2;3;4;7;0.4000;0.4000;0.5000;1;0;0.40-0.79;3;64.26;MEDIA;0
415;2026-07-13;2026-07-14;Kyrgyzstan_PremierLiga;17;Muras United;Bars;66.39;MEDIA;OK;3;2;5;2.5.0;data\storico\risultati\Kyrgyzstan_PremierLiga.csv;2026-07-14;5;10;2.0000;3;1;1;17;7;0.8000;5;12;2.4000;4;0;1;22;9;1.0000;2.0000;2.2000;0;0;>=1.20;0;66.39;MEDIA;0
417;2026-07-14;2026-07-14;Finland_Kakkonen_GroupC;14;GBK Kokkola;Narpes Kraft;85.04;ALTA;OK;6;2;8;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-15;5;12;2.4000;4;0;1;17;7;0.6000;5;9;1.8000;3;0;2;18;9;1.0000;1.8000;2.1000;0;0;>=1.20;0;85.04;ALTA;0
419;2026-07-14;2026-07-14;Bolivia_DivisionProfesional;13;Real Oruro;Always Ready;76.31;ALTA;OK;0;6;6;2.5.0;data\storico\risultati\Bolivia_DivisionProfesional.csv;2026-07-15;5;10;2.0000;3;1;1;12;7;0.8000;5;10;2.0000;3;1;1;8;4;0.6000;2.0000;2.0000;0;0;>=1.20;0;76.31;ALTA;0
420;2026-07-14;2026-07-14;Bolivia_DivisionProfesional;13;Blooming;GV San Jose;74.69;MEDIA;KO;1;1;2;2.5.0;data\storico\risultati\Bolivia_DivisionProfesional.csv;2026-07-15;5;5;1.0000;1;2;2;5;7;0.4000;5;4;0.8000;1;1;3;6;11;0.8000;0.8000;0.9000;0;0;0.80-1.19;1;73.69;MEDIA;0
426;2026-07-15;2026-07-16;Bolivia_DivisionProfesional;13;Academia del Balompie;Independiente;83.41;ALTA;OK;3;1;4;2.5.0;data\storico\risultati\Bolivia_DivisionProfesional.csv;2026-07-16;5;9;1.8000;3;0;2;11;11;1.0000;5;8;1.6000;2;2;1;8;6;0.8000;1.6000;1.7000;0;0;>=1.20;0;83.41;ALTA;0
427;2026-07-15;2026-07-16;Kazakhstan_FirstLeague;23;Taraz;Aktobe 2;79.72;ALTA;KO;1;1;2;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-16;5;0;0.0000;0;0;5;3;11;0.6000;5;7;1.4000;2;1;2;14;16;1.0000;0.0000;0.7000;0;0;<0.40;3;76.72;ALTA;0
428;2026-07-15;2026-07-16;Finland_Kakkonen_GroupA;13;HIFK;PPJ;78.18;ALTA;OK;1;2;3;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupA.csv;2026-07-16;5;10;2.0000;3;1;1;10;5;0.6000;5;5;1.0000;1;2;2;10;12;1.0000;1.0000;1.5000;0;0;0.80-1.19;1;77.18;ALTA;0
429;2026-07-15;2026-07-16;Somalia_NationalLeague;23;Raadsan;Jubba;75.32;ALTA;OK;8;2;10;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-16;5;0;0.0000;0;0;5;6;23;0.8000;5;3;0.6000;1;0;4;4;20;0.8000;0.0000;0.3000;1;0;<0.40;4;71.32;MEDIA;1
432;2026-07-15;2026-07-16;Kazakhstan_FirstLeague;23;Arys;Turan;69.03;MEDIA;OK;0;4;4;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-16;5;7;1.4000;2;1;2;8;9;0.8000;5;10;2.0000;3;1;1;12;3;0.8000;1.4000;1.7000;0;0;>=1.20;0;69.03;MEDIA;0
433;2026-07-15;2026-07-16;Estonia_Esiliiga;22;Viimsi JK;Elva;66.63;MEDIA;OK;1;3;4;2.5.0;data\storico\risultati\Estonia_Esiliiga.csv;2026-07-16;5;5;1.0000;1;2;2;5;7;0.4000;5;7;1.4000;2;1;2;9;9;0.8000;1.0000;1.2000;0;0;0.80-1.19;1;65.63;MEDIA;0
434;2026-07-15;2026-07-16;Somalia_NationalLeague;23;Jeenyo;Heegan;66.55;MEDIA;KO;0;0;0;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-16;5;5;1.0000;1;2;2;6;8;0.4000;5;9;1.8000;3;0;2;12;7;1.0000;1.0000;1.4000;0;0;0.80-1.19;1;65.55;MEDIA;0
436;2026-07-15;2026-07-16;USA_MLSNextPro_EasternConference_NortheastDivision;21;New England Revolution II;Columbus Crew 2;64.95;MEDIA;OK;2;2;4;2.5.0;data\storico\risultati\USA_MLSNextPro_EasternConference_NortheastDivision.csv;2026-07-16;5;9;1.8000;3;0;2;7;8;0.8000;5;13;2.6000;4;1;0;11;7;0.8000;1.8000;2.2000;0;0;>=1.20;0;64.95;MEDIA;0
437;2026-07-15;2026-07-16;Iceland_Division_1;22;Afturelding;Leiknir;64.64;MEDIA;OK;3;2;5;2.5.0;data\storico\risultati\Iceland_Division_1.csv;2026-07-16;5;15;3.0000;5;0;0;19;2;0.4000;5;7;1.4000;2;1;2;6;6;0.4000;1.4000;2.2000;0;0;>=1.20;0;64.64;MEDIA;0
438;2026-07-15;2026-07-16;Kazakhstan_FirstLeague;23;Khan Tengri;Yelimay Semey 2;64.22;MEDIA;KO;0;1;1;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-16;5;3;0.6000;1;0;4;5;16;0.8000;5;4;0.8000;1;1;3;5;9;0.6000;0.6000;0.7000;0;0;0.40-0.79;2;62.22;MEDIA;0
439;2026-07-15;2026-07-16;USA_USLLeagueOne;23;Forward Madison;Richmond Kickers;64.1;MEDIA;OK;4;0;4;2.5.0;data\storico\risultati\USA_USLLeagueOne.csv;2026-07-16;5;10;2.0000;3;1;1;10;4;0.4000;5;1;0.2000;0;1;4;2;10;0.4000;0.2000;1.1000;0;0;<0.40;3;61.10;MEDIA;0
440;2026-07-15;2026-07-16;USA_USLLeagueOne;23;Chattanooga Red Wolves;AV Alta;63.35;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\USA_USLLeagueOne.csv;2026-07-16;5;9;1.8000;3;0;2;8;6;0.6000;5;8;1.6000;2;2;1;5;5;0.4000;1.6000;1.7000;0;0;>=1.20;0;63.35;MEDIA;0
441;2026-07-15;2026-07-16;USA_USLChampionship;23;Sporting Jax;Pittsburgh;62.63;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\USA_USLChampionship.csv;2026-07-16;5;2;0.4000;0;2;3;9;17;1.0000;5;10;2.0000;3;1;1;5;2;0.0000;0.4000;1.2000;0;0;0.40-0.79;2;60.63;MEDIA;0
442;2026-07-15;2026-07-16;Norway_Eliteserien;20;Vålerenga;Aalesund;60.77;MEDIA;OK;6;1;7;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-16;5;6;1.2000;2;0;3;6;10;0.6000;5;9;1.8000;2;3;0;10;8;0.8000;1.2000;1.5000;0;0;>=1.20;0;60.77;MEDIA;0
450;2026-07-16;2026-07-17;Estonia_Meistriliiga;21;Flora;Nomme Utd;88.55;ALTA;OK;1;2;3;2.5.0;data\storico\risultati\Estonia_Meistriliiga.csv;2026-07-17;5;9;1.8000;3;0;2;11;6;1.0000;5;9;1.8000;3;0;2;10;9;1.0000;1.8000;1.8000;0;0;>=1.20;0;88.55;ALTA;0
451;2026-07-16;2026-07-17;Iceland_Division_2;24;KFG Gardabaer;Kari;88.29;ALTA;OK;1;5;6;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-17;5;3;0.6000;1;0;4;6;17;0.8000;5;6;1.2000;1;3;1;10;10;0.8000;0.6000;0.9000;0;0;0.40-0.79;2;86.29;ALTA;0
452;2026-07-16;2026-07-17;Finland_Kakkonen_GroupC;15;Vaajakoski;Huima / Urho;88.06;ALTA;KO;0;1;1;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupC.csv;2026-07-17;5;10;2.0000;3;1;1;11;9;0.8000;5;10;2.0000;3;1;1;14;7;0.8000;2.0000;2.0000;0;0;>=1.20;0;88.06;ALTA;0
453;2026-07-16;2026-07-17;Iceland_Division_2;24;Haukar;Throttur Vogar;81.13;ALTA;OK;2;1;3;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-17;5;11;2.2000;3;2;0;14;7;0.8000;5;6;1.2000;2;0;3;13;14;1.0000;1.2000;1.7000;0;0;>=1.20;0;81.13;ALTA;0
456;2026-07-16;2026-07-17;Kazakhstan_FirstLeague;23;Tobol 2;Akademiya Ontustik;78.1;ALTA;OK;2;3;5;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-17;5;2;0.4000;0;2;3;9;18;0.8000;5;7;1.4000;2;1;2;8;6;0.6000;0.4000;0.9000;0;0;0.40-0.79;2;76.10;ALTA;0
460;2026-07-16;2026-07-17;Somalia_NationalLeague;23;Badbaado;Dekedaha;73.65;MEDIA;OK;1;3;4;2.5.0;data\storico\risultati\Somalia_NationalLeague.csv;2026-07-17;5;4;0.8000;1;1;3;9;9;1.0000;5;13;2.6000;4;1;0;20;7;0.6000;0.8000;1.7000;0;0;0.80-1.19;1;72.65;MEDIA;0
463;2026-07-16;2026-07-17;Norway_Eliteserien;20;Bodo/Glimt;Fredrikstad;70.42;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\Norway_Eliteserien.csv;2026-07-17;5;13;2.6000;4;1;0;16;4;0.8000;5;7;1.4000;2;1;2;6;7;0.6000;1.4000;2.0000;0;0;>=1.20;0;70.42;MEDIA;0
464;2026-07-16;2026-07-17;Kazakhstan_FirstLeague;23;Kairat Almaty 2;Kaspij Aktau 2;69.63;MEDIA;OK;6;0;6;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-17;5;15;3.0000;5;0;0;23;5;1.0000;5;9;1.8000;3;0;2;6;11;0.8000;1.8000;2.4000;0;0;>=1.20;0;69.63;MEDIA;0
467;2026-07-16;2026-07-17;Sweden_Allsvenskan;18;Mjallby;Västerås SK;68.59;MEDIA;KO;0;0;0;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-17;5;3;0.6000;0;3;2;7;9;0.4000;5;10;2.0000;3;1;1;13;9;0.6000;0.6000;1.3000;0;0;0.40-0.79;2;66.59;MEDIA;0
468;2026-07-16;2026-07-17;Sweden_Allsvenskan;18;Göteborg;Brommapojkarna;67.83;MEDIA;OK;2;1;3;2.5.0;data\storico\risultati\Sweden_Allsvenskan.csv;2026-07-17;5;7;1.4000;2;1;2;10;13;0.8000;5;8;1.6000;2;2;1;7;6;0.6000;1.4000;1.5000;0;0;>=1.20;0;67.83;MEDIA;0
470;2026-07-16;2026-07-17;Finland_Kakkonen_GroupB;14;GrIFK;Abo;66.92;MEDIA;KO;0;1;1;2.5.0;data\storico\risultati\Finland_Kakkonen_GroupB.csv;2026-07-17;5;7;1.4000;2;1;2;10;12;0.8000;5;10;2.0000;3;1;1;11;4;0.4000;1.4000;1.7000;0;0;>=1.20;0;66.92;MEDIA;0
474;2026-07-16;2026-07-17;Kazakhstan_FirstLeague;23;FC Astana 2;Jaiyq;64.59;MEDIA;KO;1;0;1;2.5.0;data\storico\risultati\Kazakhstan_FirstLeague.csv;2026-07-17;5;7;1.4000;2;1;2;12;8;0.8000;5;7;1.4000;2;1;2;4;6;0.4000;1.4000;1.4000;0;0;>=1.20;0;64.59;MEDIA;0
477;2026-07-16;2026-07-17;Iceland_Division_2;24;Hviti;Olafsvik;63.83;MEDIA;KO;0;2;2;2.5.0;data\storico\risultati\Iceland_Division_2.csv;2026-07-17;5;6;1.2000;1;3;1;10;13;0.8000;5;7;1.4000;2;1;2;4;5;0.4000;1.2000;1.3000;0;0;>=1.20;0;63.83;MEDIA;0
