LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Australia_NSWLeagueOne_2026;22;Hills United;Northern Tigers;Hills United - Northern Tigers;67.7;MEDIA;1.6;10.41;3.9;9.6;4.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_SAStateLeague_2026;17;Blue Eagles;South Adelaide;Blue Eagles - South Adelaide;67.59;MEDIA;2.73;9.45;10.0;8.4;4.8;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over trasferta positivo
Australia_NPLTasmania_2026;14;Glenorchy Knights;Clarence Zebras;Glenorchy Knights - Clarence Zebras;67.27;MEDIA;0.67;7.27;6.99;8.4;7.2;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Sweden_Allsvenskan_2026;16;Halmstad;Västerås SK;Halmstad - Västerås SK;67.24;MEDIA;1.6;5.32;10.0;4.8;8.4;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Finland_Ykkonen_2026;15;KuPS Akatemia;Tampere Utd;KuPS Akatemia - Tampere Utd;67.12;MEDIA;4.91;8.86;2.27;9.6;6.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo
Australia_NPLNSW_2026;23;Sutherland;APIA Leichhardt;Sutherland - APIA Leichhardt;66.97;MEDIA;1.6;9.0;4.98;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NSWLeagueOne_2026;22;Bulls Academy;Western City Rangers;Bulls Academy - Western City Rangers;66.91;MEDIA;3.6;10.41;9.31;7.2;4.8;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, profilo over trasferta positivo, alta tendenza BTTS
Latvia_Virsliga_2026;21;RFS;Auda;RFS - Auda;66.76;MEDIA;0.67;13.0;5.56;9.6;6.0;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo
Kazakhstan_PremierLeague_2026;26;Kyzylzhar;Yelimay Semey;Kyzylzhar - Yelimay Semey;66.44;MEDIA;3.2;6.28;5.76;7.2;8.4;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Finland_Kakkonen_GroupB_2026;12;P-Iirot Rauma;HJS;P-Iirot Rauma - HJS;66.41;MEDIA;0.67;10.64;5.45;7.2;6.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo
Australia_NPLNSW_2026;23;WS Wanderers U21;Sydney Olympic;WS Wanderers U21 - Sydney Olympic;66.21;MEDIA;2.8;11.26;9.74;8.4;6.0;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, profilo over trasferta positivo
Iceland_Division_1_2026;18;Leiknir;Volsungur;Leiknir - Volsungur;65.81;MEDIA;3.27;7.52;9.92;7.2;8.4;difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
USA_USLLeagueTwo_Southeast_2026;20260630;Inter Gainesville;Nona;Inter Gainesville - Nona;65.38;MEDIA;4.8;5.91;3.03;7.5;6.67;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over trasferta positivo
Australia_QueenslandPremierLeague_2026;18;Capalaba;St. George Willawong;Capalaba - St. George Willawong;64.6;MEDIA;0.55;6.28;10.0;10.8;7.2;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Iceland_Division_2_2026;22;Magni;Throttur Vogar;Magni - Throttur Vogar;64.3;MEDIA;0.55;7.09;8.64;8.4;7.2;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS
Australia_WAStateLeague_2026;15;Inglewood;Subiaco;Inglewood - Subiaco;63.54;MEDIA;2.73;4.64;10.0;4.8;9.6;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo
Australia_WAStateLeague_2026;15;Curtin Univ;Cockburn City;Curtin Univ - Cockburn City;63.45;MEDIA;2.18;3.38;9.09;4.8;9.6;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo
USA_USLLeagueTwo_Ranger_2026;20260630;Fort Worth Vaqueros;West Texas;Fort Worth Vaqueros - West Texas;62.94;MEDIA;1.2;1.97;8.08;8.0;8.0;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Australia_NPLVictoria_2026;19;George Cross;Oakleigh;George Cross - Oakleigh;62.54;MEDIA;3.23;7.88;4.29;7.2;6.0;buon attacco trasferta, trend over recente casa
Australia_NPLVictoria_2026;19;Altona Magic;Melbourne City U21;Altona Magic - Melbourne City U21;61.67;MEDIA;2.31;6.89;5.35;6.0;6.0;buon attacco trasferta, difesa casa vulnerabile, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueOne_2026;22;FC Naples;Portland Hearts of Pine;FC Naples - Portland Hearts of Pine;61.44;MEDIA;0.38;6.3;7.14;6.0;9.6;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo
Estonia_Meistriliiga_2026;19;Paide;Parnu JK Vaprus;Paide - Parnu JK Vaprus;61.06;MEDIA;1.33;9.04;8.29;6.0;7.2;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Norway_OBOSLigaen_2026;15;Bryne;Sandnes;Bryne - Sandnes;60.87;MEDIA;1.6;8.18;6.64;7.2;4.8;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo
Belarus_PershayaLiga_2026;14;SKA-1938;FC Slonim;SKA-1938 - FC Slonim;60.46;MEDIA;0.35;13.0;3.85;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta
Australia_NPLVictoria_2026;19;Avondale FC;Preston Lions;Avondale FC - Preston Lions;59.81;BASSA;0.46;13.0;3.48;10.8;2.4;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo
Australia_VictoriaPremierLeague2_2026;19;Werribee City;Altona City;Werribee City - Altona City;59.54;BASSA;0.92;8.21;6.82;6.0;3.6;difesa casa vulnerabile, difesa trasferta vulnerabile, profilo over casa positivo, profilo over trasferta positivo
Kyrgyzstan_PremierLiga_2026;15;Ozgon;Alay Osh;Ozgon - Alay Osh;59.38;BASSA;0.4;11.36;4.9;7.2;6.0;buon attacco casa, trend over recente casa, profilo over casa positivo, alta tendenza BTTS
USA_USLLeagueOne_2026;22;Richmond Kickers;Sarasota Paradise;Richmond Kickers - Sarasota Paradise;58.76;BASSA;1.12;5.45;7.95;8.4;8.4;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta
FaroeIslands_PremierLeague_2026;16;Skala Itrottarfelag;Toftir;Skala Itrottarfelag - Toftir;58.69;BASSA;0.67;5.52;10.0;7.2;4.8;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo
USA_USLLeagueTwo_Southwest_2026;20260630;Tucson;Stars FC;Tucson - Stars FC;58.07;BASSA;1.71;7.88;5.68;5.33;6.0;buon attacco trasferta, alta tendenza BTTS
Lithuania_Toplyga_2026;23;FK Panevezys;Hegelmann;FK Panevezys - Hegelmann;57.22;BASSA;1.33;6.57;6.82;8.4;6.0;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa
Iceland_Division_1_2026;18;Grindavik;Vestri;Grindavik - Vestri;57.2;BASSA;3.27;5.32;7.58;4.8;7.2;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta
FaroeIslands_PremierLeague_2026;16;B36 Torshavn;Vikingur;B36 Torshavn - Vikingur;56.72;BASSA;0.67;10.64;4.85;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta
Australia_NPLNSW_2026;23;UNSW;Sydney FC U23;UNSW - Sydney FC U23;56.42;BASSA;3.2;7.6;6.28;4.8;4.8;difesa casa vulnerabile
FaroeIslands_PremierLeague_2026;16;Argir;Streymur;Argir - Streymur;56.27;BASSA;0.67;8.27;6.67;6.0;3.6;difesa casa vulnerabile, difesa trasferta vulnerabile, profilo over trasferta positivo
Belarus_VysshayaLiga_2026;15;Neman;Arsenal Dzerzhinsk;Neman - Arsenal Dzerzhinsk;54.94;BASSA;1.2;6.82;6.44;7.2;6.0;trend over recente casa
Australia_NSWLeagueOne_2026;22;Macarthur Rams;Inter Lions;Macarthur Rams - Inter Lions;54.4;BASSA;2.8;7.32;8.01;2.4;8.4;difesa trasferta vulnerabile, trend over recente trasferta
Finland_Veikkausliiga_2026;16;VPS;Mariehamn;VPS - Mariehamn;52.89;BASSA;3.82;8.18;8.74;4.8;4.8;difesa trasferta vulnerabile
Finland_Veikkausliiga_2026;16;SJK;TPS Turku;SJK - TPS Turku;51.75;BASSA;1.64;6.82;4.55;6.0;4.8;difesa casa vulnerabile
Latvia_Virsliga_2026;21;BFC Daugavpils;FK Liepaja;BFC Daugavpils - FK Liepaja;51.07;BASSA;0.67;6.7;7.32;2.4;8.4;difesa trasferta vulnerabile, trend over recente trasferta
Australia_NPLNSW_2026;23;Manly Utd;SD Raiders;Manly Utd - SD Raiders;50.9;BASSA;0.4;6.19;7.58;4.8;4.8;difesa trasferta vulnerabile
Finland_Ykkosliiga_2026;13;Ekenas;PK-35;Ekenas - PK-35;48.28;BASSA;0.67;9.85;2.73;7.2;2.4;buon attacco casa, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo
USA_USLLeagueTwo_Southeast_2026;20260630;Sporting Jax 2;Brave SC;Sporting Jax 2 - Brave SC;47.74;BASSA;3.6;2.36;3.54;1.2;8.0;buon attacco trasferta, trend over recente trasferta, profilo over trasferta positivo
Finland_Veikkausliiga_2026;16;Lahti;Gnistan;Lahti - Gnistan;47.58;BASSA;1.64;6.82;5.94;4.8;3.6;buon attacco trasferta
Belarus_VysshayaLiga_2026;15;Vitebsk;Dnepr Mogilev;Vitebsk - Dnepr Mogilev;47.48;BASSA;0.8;5.45;6.64;4.8;4.8;difesa trasferta vulnerabile
Kazakhstan_PremierLeague_2026;26;Altai;Tobol;Altai - Tobol;47.48;BASSA;1.2;3.94;6.97;3.6;7.2;difesa trasferta vulnerabile, trend over recente trasferta
Kyrgyzstan_PremierLiga_2026;15;Bishkek City;Toktogul;Bishkek City - Toktogul;47.28;BASSA;2.0;5.91;7.69;3.6;6.0;difesa trasferta vulnerabile
