Rule1;Rule2;Rule3;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaTotal;AltaHitRate;MediaTotal;MediaHitRate;PrimaryUse
AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;80;14;53;24;94;0.851064;77;0.688312;REDUCE_ALTA_KO
AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;80;14;53;24;94;0.851064;77;0.688312;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.667;177;31;57;25;208;0.850962;82;0.695122;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.714;57;10;9;8;67;0.850746;17;0.529412;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;225;40;83;38;265;0.849057;121;0.68595;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;163;29;74;33;192;0.848958;107;0.691589;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;163;29;74;33;192;0.848958;107;0.691589;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;100;18;40;12;118;0.847458;52;0.769231;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;100;18;40;12;118;0.847458;52;0.769231;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.667;50;9;10;8;59;0.847458;18;0.555556;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;177;32;83;26;209;0.84689;109;0.761468;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;177;32;83;26;209;0.84689;109;0.761468;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;248;45;97;46;293;0.846416;143;0.678322;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;198;36;86;42;234;0.846154;128;0.671875;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;198;36;86;42;234;0.846154;128;0.671875;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;99;18;22;10;117;0.846154;32;0.6875;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;152;28;68;20;180;0.844444;88;0.772727;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;152;28;68;20;180;0.844444;88;0.772727;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;179;33;62;34;212;0.84434;96;0.645833;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;179;33;62;34;212;0.84434;96;0.645833;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;162;30;59;32;192;0.84375;91;0.648352;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;162;30;59;32;192;0.84375;91;0.648352;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;205;38;88;42;243;0.843621;130;0.676923;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;205;38;88;42;243;0.843621;130;0.676923;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;176;33;75;37;209;0.842105;112;0.669643;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;176;33;75;37;209;0.842105;112;0.669643;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;176;33;80;32;209;0.842105;112;0.714286;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;176;33;80;32;209;0.842105;112;0.714286;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;85;16;31;16;101;0.841584;47;0.659574;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;100;19;40;13;119;0.840336;53;0.754717;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;100;19;40;13;119;0.840336;53;0.754717;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;63;12;12;10;75;0.84;22;0.545455;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;224;43;91;46;267;0.838951;137;0.664234;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;224;43;91;46;267;0.838951;137;0.664234;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;208;40;105;45;248;0.83871;150;0.7;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;208;40;105;45;248;0.83871;150;0.7;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;26;5;2;6;31;0.83871;8;0.25;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;26;5;2;6;31;0.83871;8;0.25;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;138;27;64;27;165;0.836364;91;0.703297;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;138;27;64;27;165;0.836364;91;0.703297;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=2.0;61;12;12;9;73;0.835616;21;0.571429;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.714;76;15;21;10;91;0.835165;31;0.677419;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;197;39;70;38;236;0.834746;108;0.648148;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;197;39;70;38;236;0.834746;108;0.648148;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;151;30;68;21;181;0.834254;89;0.764045;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;151;30;68;21;181;0.834254;89;0.764045;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;205;41;82;40;246;0.833333;122;0.672131;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;205;41;82;40;246;0.833333;122;0.672131;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;248;50;102;53;298;0.832215;155;0.658065;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;248;50;102;53;298;0.832215;155;0.658065;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;104;21;44;20;125;0.832;64;0.6875;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;104;21;44;20;125;0.832;64;0.6875;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;83;17;44;18;100;0.83;62;0.709677;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;83;17;44;18;100;0.83;62;0.709677;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;78;16;25;12;94;0.829787;37;0.675676;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;73;15;31;11;88;0.829545;42;0.738095;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;73;15;31;11;88;0.829545;42;0.738095;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;68;14;14;7;82;0.829268;21;0.666667;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;68;14;14;7;82;0.829268;21;0.666667;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;114;24;39;19;138;0.826087;58;0.672414;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;114;24;39;19;138;0.826087;58;0.672414;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;213;45;116;45;258;0.825581;161;0.720497;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;213;45;116;45;258;0.825581;161;0.720497;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;70;15;17;9;85;0.823529;26;0.653846;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;256;55;123;57;311;0.823151;180;0.683333;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;256;55;123;57;311;0.823151;180;0.683333;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;37;8;4;1;45;0.822222;5;0.8;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;37;8;4;1;45;0.822222;5;0.8;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;37;8;4;1;45;0.822222;5;0.8;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;37;8;4;1;45;0.822222;5;0.8;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;179;39;91;32;218;0.821101;123;0.739837;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;HomeMatchesSinceRestart>=3.0;179;39;91;32;218;0.821101;123;0.739837;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;89;20;30;13;109;0.816514;43;0.697674;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;89;20;30;13;109;0.816514;43;0.697674;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;35;8;8;6;43;0.813953;14;0.571429;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=1.667;35;8;8;6;43;0.813953;14;0.571429;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=2.0;33;8;8;6;41;0.804878;14;0.571429;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;HomeGFAvgSinceRestart>=2.0;33;8;8;6;41;0.804878;14;0.571429;REDUCE_ALTA_KO
