Driver;Operator;Threshold;Occurrences;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaHit;MediaHit
AwayAttackScore;<=;0.0;5;0;0;0;0;;
AwayAttackScore;<=;1.07;6;0;0;0;0;;
AwayAttackScore;<=;1.48;7;0;0;1;0;;1.0
AwayAttackScore;<=;1.97;8;0;0;1;1;;0.5
AwayAttackScore;<=;2.22;9;0;0;2;1;;0.6667
AwayAttackScore;<=;2.27;10;0;0;2;1;;0.6667
AwayAttackScore;<=;2.53;11;0;0;2;1;;0.6667
AwayAttackScore;<=;3.13;12;0;0;2;1;;0.6667
AwayAttackScore;<=;3.18;14;1;0;2;1;1.0;0.6667
AwayAttackScore;<=;3.45;17;3;0;2;1;1.0;0.6667
AwayAttackScore;<=;3.61;18;4;0;2;1;1.0;0.6667
AwayAttackScore;<=;3.73;19;4;0;3;1;1.0;0.75
AwayAttackScore;<=;4.06;20;4;0;3;1;1.0;0.75
AwayAttackScore;<=;4.09;21;4;1;3;1;0.8;0.75
AwayAttackScore;<=;4.17;22;5;1;3;1;0.8333;0.75
AwayAttackScore;<=;4.22;23;6;1;3;1;0.8571;0.75
AwayAttackScore;<=;4.3;24;6;1;4;1;0.8571;0.8
AwayAttackScore;<=;4.43;25;6;1;5;1;0.8571;0.8333
AwayAttackScore;<=;4.52;26;6;1;5;1;0.8571;0.8333
AwayAttackScore;<=;4.55;27;6;1;5;2;0.8571;0.7143
AwayAttackScore;<=;4.73;28;7;1;5;2;0.875;0.7143
AwayAttackScore;<=;4.8;30;8;1;5;2;0.8889;0.7143
AwayAttackScore;<=;4.83;31;9;1;5;2;0.9;0.7143
AwayAttackScore;<=;5.0;35;11;1;5;2;0.9167;0.7143
AwayAttackScore;<=;5.02;36;11;1;5;2;0.9167;0.7143
AwayAttackScore;<=;5.06;38;11;2;6;2;0.8462;0.75
AwayAttackScore;<=;5.12;40;11;2;6;2;0.8462;0.75
AwayAttackScore;<=;5.25;41;11;2;6;3;0.8462;0.6667
AwayAttackScore;<=;5.29;43;11;2;7;4;0.8462;0.6364
AwayAttackScore;<=;5.37;47;12;2;8;4;0.8571;0.6667
AwayAttackScore;<=;5.42;48;12;2;8;4;0.8571;0.6667
AwayAttackScore;<=;5.45;50;12;2;8;4;0.8571;0.6667
AwayAttackScore;<=;5.49;51;12;2;8;4;0.8571;0.6667
AwayAttackScore;<=;5.58;53;12;2;9;4;0.8571;0.6923
AwayAttackScore;<=;5.6;54;12;2;9;4;0.8571;0.6923
AwayAttackScore;<=;5.64;56;13;2;9;4;0.8667;0.6923
AwayAttackScore;<=;5.91;73;14;4;16;6;0.7778;0.7273
AwayAttackScore;<=;6.26;74;14;4;16;7;0.7778;0.6957
AwayAttackScore;<=;6.33;79;14;4;17;10;0.7778;0.6296
AwayAttackScore;<=;6.36;81;15;4;18;10;0.7895;0.6429
AwayAttackScore;<=;6.4;84;16;4;18;10;0.8;0.6429
AwayAttackScore;<=;6.45;86;16;4;18;11;0.8;0.6207
AwayAttackScore;<=;6.5;89;16;4;19;12;0.8;0.6129
AwayAttackScore;<=;6.53;90;16;4;20;12;0.8;0.625
AwayAttackScore;<=;6.6;91;16;4;20;12;0.8;0.625
AwayAttackScore;<=;6.65;93;16;4;20;13;0.8;0.6061
AwayAttackScore;<=;6.68;94;16;4;20;13;0.8;0.6061
AwayAttackScore;<=;6.82;97;16;4;22;13;0.8;0.6286
AwayAttackScore;<=;6.89;98;16;5;22;13;0.7619;0.6286
AwayAttackScore;<=;6.98;100;16;5;22;14;0.7619;0.6111
AwayAttackScore;<=;7.02;101;16;5;22;14;0.7619;0.6111
AwayAttackScore;<=;7.09;111;18;5;29;14;0.7826;0.6744
AwayAttackScore;<=;7.15;112;18;5;29;14;0.7826;0.6744
AwayAttackScore;<=;7.18;113;18;5;29;15;0.7826;0.6591
AwayAttackScore;<=;7.22;114;18;5;29;15;0.7826;0.6591
AwayAttackScore;<=;7.25;115;18;5;30;15;0.7826;0.6667
AwayAttackScore;<=;7.27;117;18;6;30;15;0.75;0.6667
AwayAttackScore;<=;7.3;118;19;6;30;15;0.76;0.6667
AwayAttackScore;<=;7.32;119;19;6;30;15;0.76;0.6667
AwayAttackScore;<=;7.39;123;19;6;30;15;0.76;0.6667
AwayAttackScore;<=;7.46;124;19;6;30;16;0.76;0.6522
AwayAttackScore;<=;7.48;125;19;6;30;17;0.76;0.6383
AwayAttackScore;<=;7.52;136;21;6;33;21;0.7778;0.6111
AwayAttackScore;<=;7.68;139;21;7;33;22;0.75;0.6
AwayAttackScore;<=;7.73;147;23;9;35;23;0.7188;0.6034
AwayAttackScore;<=;7.76;148;23;9;36;23;0.7188;0.6102
AwayAttackScore;<=;7.78;149;23;9;36;23;0.7188;0.6102
AwayAttackScore;<=;7.88;151;23;9;36;23;0.7188;0.6102
AwayAttackScore;<=;8.02;153;24;9;36;23;0.7273;0.6102
AwayAttackScore;<=;8.06;159;27;9;37;24;0.75;0.6066
AwayAttackScore;<=;8.12;162;28;9;37;24;0.7568;0.6066
AwayAttackScore;<=;8.18;163;29;9;37;24;0.7632;0.6066
AwayAttackScore;<=;8.27;165;30;9;37;24;0.7692;0.6066
AwayAttackScore;<=;8.33;166;30;9;38;24;0.7692;0.6129
AwayAttackScore;<=;8.34;167;31;9;38;24;0.775;0.6129
AwayAttackScore;<=;8.37;171;32;9;39;24;0.7805;0.619
AwayAttackScore;<=;8.44;172;32;9;39;24;0.7805;0.619
AwayAttackScore;<=;8.49;173;32;9;39;25;0.7805;0.6094
AwayAttackScore;<=;8.54;175;32;9;40;25;0.7805;0.6154
AwayAttackScore;<=;8.6;181;33;10;42;27;0.7674;0.6087
AwayAttackScore;<=;8.64;183;33;10;42;27;0.7674;0.6087
AwayAttackScore;<=;8.69;184;33;11;42;27;0.75;0.6087
AwayAttackScore;<=;8.71;185;34;11;42;27;0.7556;0.6087
AwayAttackScore;<=;8.86;199;38;11;44;30;0.7755;0.5946
AwayAttackScore;<=;9.06;200;38;11;44;30;0.7755;0.5946
AwayAttackScore;<=;9.09;208;43;12;46;30;0.7818;0.6053
AwayAttackScore;<=;9.13;212;43;13;46;32;0.7679;0.5897
AwayAttackScore;<=;9.16;213;43;13;46;33;0.7679;0.5823
AwayAttackScore;<=;9.19;215;43;13;46;34;0.7679;0.575
AwayAttackScore;<=;9.23;216;43;13;46;34;0.7679;0.575
AwayAttackScore;<=;9.29;219;44;13;48;34;0.7719;0.5854
AwayAttackScore;<=;9.39;220;45;13;48;34;0.7759;0.5854
AwayAttackScore;<=;9.4;221;45;13;48;34;0.7759;0.5854
AwayAttackScore;<=;9.45;225;46;13;49;35;0.7797;0.5833
AwayAttackScore;<=;9.52;226;46;14;49;35;0.7667;0.5833
AwayAttackScore;<=;9.55;228;46;15;49;36;0.7541;0.5765
AwayAttackScore;<=;9.6;231;47;15;51;36;0.7581;0.5862
AwayAttackScore;<=;9.64;232;47;15;52;36;0.7581;0.5909
AwayAttackScore;<=;9.67;235;47;15;53;37;0.7581;0.5889
AwayAttackScore;<=;9.71;238;48;16;53;37;0.75;0.5889
AwayAttackScore;<=;9.73;239;48;16;53;37;0.75;0.5889
AwayAttackScore;<=;9.85;245;49;18;54;38;0.7313;0.587
AwayAttackScore;<=;10.0;247;50;18;55;38;0.7353;0.5914
AwayAttackScore;<=;10.05;249;50;18;55;38;0.7353;0.5914
AwayAttackScore;<=;10.08;250;50;18;56;38;0.7353;0.5957
AwayAttackScore;<=;10.13;252;50;18;56;39;0.7353;0.5895
AwayAttackScore;<=;10.21;259;53;19;57;40;0.7361;0.5876
AwayAttackScore;<=;10.26;260;53;19;57;41;0.7361;0.5816
AwayAttackScore;<=;10.28;261;53;19;57;41;0.7361;0.5816
AwayAttackScore;<=;10.34;269;55;19;60;41;0.7432;0.5941
AwayAttackScore;<=;10.43;272;56;19;61;42;0.7467;0.5922
AwayAttackScore;<=;10.45;276;56;21;62;42;0.7273;0.5962
AwayAttackScore;<=;10.48;277;56;21;63;42;0.7273;0.6
AwayAttackScore;<=;10.51;279;57;21;63;42;0.7308;0.6
AwayAttackScore;<=;10.55;281;58;21;63;42;0.7342;0.6
AwayAttackScore;<=;10.64;286;59;21;64;42;0.7375;0.6038
AwayAttackScore;<=;10.74;290;61;21;65;42;0.7439;0.6075
AwayAttackScore;<=;10.78;292;62;21;65;42;0.747;0.6075
AwayAttackScore;<=;10.83;300;62;21;68;46;0.747;0.5965
AwayAttackScore;<=;10.91;302;63;21;69;46;0.75;0.6
AwayAttackScore;<=;10.97;305;63;21;70;48;0.75;0.5932
AwayAttackScore;<=;11.01;306;63;21;71;48;0.75;0.5966
AwayAttackScore;<=;11.08;312;65;21;71;48;0.7558;0.5966
AwayAttackScore;<=;11.12;315;66;23;71;48;0.7416;0.5966
AwayAttackScore;<=;11.23;317;67;23;71;48;0.7444;0.5966
AwayAttackScore;<=;11.28;321;68;23;72;49;0.7473;0.595
AwayAttackScore;<=;11.33;330;75;23;74;49;0.7653;0.6016
AwayAttackScore;<=;11.36;334;76;23;75;50;0.7677;0.6
AwayAttackScore;<=;11.42;335;76;23;75;51;0.7677;0.5952
AwayAttackScore;<=;11.45;337;77;23;75;51;0.77;0.5952
AwayAttackScore;<=;11.47;339;78;23;75;52;0.7723;0.5906
AwayAttackScore;<=;11.49;340;79;23;75;52;0.7745;0.5906
AwayAttackScore;<=;11.51;341;79;23;75;52;0.7745;0.5906
AwayAttackScore;<=;11.52;342;79;23;75;52;0.7745;0.5906
AwayAttackScore;<=;11.55;343;79;23;76;52;0.7745;0.5938
AwayAttackScore;<=;11.82;358;82;26;79;54;0.7593;0.594
AwayAttackScore;<=;12.21;359;82;26;79;54;0.7593;0.594
AwayAttackScore;<=;12.24;362;82;26;80;56;0.7593;0.5882
AwayAttackScore;<=;12.27;363;82;26;81;56;0.7593;0.5912
AwayAttackScore;<=;12.31;364;83;26;81;56;0.7615;0.5912
AwayAttackScore;<=;12.33;365;83;26;81;56;0.7615;0.5912
AwayAttackScore;<=;12.36;367;84;26;82;56;0.7636;0.5942
AwayAttackScore;<=;12.41;369;85;27;82;56;0.7589;0.5942
AwayAttackScore;<=;12.47;370;86;27;82;56;0.7611;0.5942
AwayAttackScore;<=;12.51;371;86;28;82;56;0.7544;0.5942
AwayAttackScore;<=;12.56;372;86;28;82;56;0.7544;0.5942
AwayAttackScore;<=;12.66;374;86;29;82;57;0.7478;0.5899
AwayAttackScore;<=;12.73;377;88;29;83;57;0.7521;0.5929
AwayAttackScore;<=;12.8;378;89;29;83;57;0.7542;0.5929
AwayAttackScore;<=;12.86;380;90;30;83;57;0.75;0.5929
AwayAttackScore;<=;12.89;386;93;30;84;58;0.7561;0.5915
AwayAttackScore;<=;13.0;490;138;40;98;71;0.7753;0.5799
AwayAttackScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
AwayAttackScore;>=;1.07;485;138;40;98;71;0.7753;0.5799
AwayAttackScore;>=;1.48;484;138;40;98;71;0.7753;0.5799
AwayAttackScore;>=;1.97;483;138;40;97;71;0.7753;0.5774
AwayAttackScore;>=;2.22;482;138;40;97;70;0.7753;0.5808
AwayAttackScore;>=;2.27;481;138;40;96;70;0.7753;0.5783
AwayAttackScore;>=;2.53;480;138;40;96;70;0.7753;0.5783
AwayAttackScore;>=;3.13;479;138;40;96;70;0.7753;0.5783
AwayAttackScore;>=;3.18;478;138;40;96;70;0.7753;0.5783
AwayAttackScore;>=;3.45;476;137;40;96;70;0.774;0.5783
AwayAttackScore;>=;3.61;473;135;40;96;70;0.7714;0.5783
AwayAttackScore;>=;3.73;472;134;40;96;70;0.7701;0.5783
AwayAttackScore;>=;4.06;471;134;40;95;70;0.7701;0.5758
AwayAttackScore;>=;4.09;470;134;40;95;70;0.7701;0.5758
AwayAttackScore;>=;4.17;469;134;39;95;70;0.7746;0.5758
AwayAttackScore;>=;4.22;468;133;39;95;70;0.7733;0.5758
AwayAttackScore;>=;4.3;467;132;39;95;70;0.7719;0.5758
AwayAttackScore;>=;4.43;466;132;39;94;70;0.7719;0.5732
AwayAttackScore;>=;4.52;465;132;39;93;70;0.7719;0.5706
AwayAttackScore;>=;4.55;464;132;39;93;70;0.7719;0.5706
AwayAttackScore;>=;4.73;463;132;39;93;69;0.7719;0.5741
AwayAttackScore;>=;4.8;462;131;39;93;69;0.7706;0.5741
AwayAttackScore;>=;4.83;460;130;39;93;69;0.7692;0.5741
AwayAttackScore;>=;5.0;459;129;39;93;69;0.7679;0.5741
AwayAttackScore;>=;5.02;455;127;39;93;69;0.7651;0.5741
AwayAttackScore;>=;5.06;454;127;39;93;69;0.7651;0.5741
AwayAttackScore;>=;5.12;452;127;38;92;69;0.7697;0.5714
AwayAttackScore;>=;5.25;450;127;38;92;69;0.7697;0.5714
AwayAttackScore;>=;5.29;449;127;38;92;68;0.7697;0.575
AwayAttackScore;>=;5.37;447;127;38;91;67;0.7697;0.5759
AwayAttackScore;>=;5.42;443;126;38;90;67;0.7683;0.5732
AwayAttackScore;>=;5.45;442;126;38;90;67;0.7683;0.5732
AwayAttackScore;>=;5.49;440;126;38;90;67;0.7683;0.5732
AwayAttackScore;>=;5.58;439;126;38;90;67;0.7683;0.5732
AwayAttackScore;>=;5.6;437;126;38;89;67;0.7683;0.5705
AwayAttackScore;>=;5.64;436;126;38;89;67;0.7683;0.5705
AwayAttackScore;>=;5.91;434;125;38;89;67;0.7669;0.5705
AwayAttackScore;>=;6.26;417;124;36;82;65;0.775;0.5578
AwayAttackScore;>=;6.33;416;124;36;82;64;0.775;0.5616
AwayAttackScore;>=;6.36;411;124;36;81;61;0.775;0.5704
AwayAttackScore;>=;6.4;409;123;36;80;61;0.7736;0.5674
AwayAttackScore;>=;6.45;406;122;36;80;61;0.7722;0.5674
AwayAttackScore;>=;6.5;404;122;36;80;60;0.7722;0.5714
AwayAttackScore;>=;6.53;401;122;36;79;59;0.7722;0.5725
AwayAttackScore;>=;6.6;400;122;36;78;59;0.7722;0.5693
AwayAttackScore;>=;6.65;399;122;36;78;59;0.7722;0.5693
AwayAttackScore;>=;6.68;397;122;36;78;58;0.7722;0.5735
AwayAttackScore;>=;6.82;396;122;36;78;58;0.7722;0.5735
AwayAttackScore;>=;6.89;393;122;36;76;58;0.7722;0.5672
AwayAttackScore;>=;6.98;392;122;35;76;58;0.7771;0.5672
AwayAttackScore;>=;7.02;390;122;35;76;57;0.7771;0.5714
AwayAttackScore;>=;7.09;389;122;35;76;57;0.7771;0.5714
AwayAttackScore;>=;7.15;379;120;35;69;57;0.7742;0.5476
AwayAttackScore;>=;7.18;378;120;35;69;57;0.7742;0.5476
AwayAttackScore;>=;7.22;377;120;35;69;56;0.7742;0.552
AwayAttackScore;>=;7.25;376;120;35;69;56;0.7742;0.552
AwayAttackScore;>=;7.27;375;120;35;68;56;0.7742;0.5484
AwayAttackScore;>=;7.3;373;120;34;68;56;0.7792;0.5484
AwayAttackScore;>=;7.32;372;119;34;68;56;0.7778;0.5484
AwayAttackScore;>=;7.39;371;119;34;68;56;0.7778;0.5484
AwayAttackScore;>=;7.46;367;119;34;68;56;0.7778;0.5484
AwayAttackScore;>=;7.48;366;119;34;68;55;0.7778;0.5528
AwayAttackScore;>=;7.52;365;119;34;68;54;0.7778;0.5574
AwayAttackScore;>=;7.68;354;117;34;65;50;0.7748;0.5652
AwayAttackScore;>=;7.73;351;117;33;65;49;0.78;0.5702
AwayAttackScore;>=;7.76;343;115;31;63;48;0.7877;0.5676
AwayAttackScore;>=;7.78;342;115;31;62;48;0.7877;0.5636
AwayAttackScore;>=;7.88;341;115;31;62;48;0.7877;0.5636
AwayAttackScore;>=;8.02;339;115;31;62;48;0.7877;0.5636
AwayAttackScore;>=;8.06;337;114;31;62;48;0.7862;0.5636
AwayAttackScore;>=;8.12;331;111;31;61;47;0.7817;0.5648
AwayAttackScore;>=;8.18;328;110;31;61;47;0.7801;0.5648
AwayAttackScore;>=;8.27;327;109;31;61;47;0.7786;0.5648
AwayAttackScore;>=;8.33;325;108;31;61;47;0.777;0.5648
AwayAttackScore;>=;8.34;324;108;31;60;47;0.777;0.5607
AwayAttackScore;>=;8.37;323;107;31;60;47;0.7754;0.5607
AwayAttackScore;>=;8.44;319;106;31;59;47;0.7737;0.5566
AwayAttackScore;>=;8.49;318;106;31;59;47;0.7737;0.5566
AwayAttackScore;>=;8.54;317;106;31;59;46;0.7737;0.5619
AwayAttackScore;>=;8.6;315;106;31;58;46;0.7737;0.5577
AwayAttackScore;>=;8.64;309;105;30;56;44;0.7778;0.56
AwayAttackScore;>=;8.69;307;105;30;56;44;0.7778;0.56
AwayAttackScore;>=;8.71;306;105;29;56;44;0.7836;0.56
AwayAttackScore;>=;8.86;305;104;29;56;44;0.782;0.56
AwayAttackScore;>=;9.06;291;100;29;54;41;0.7752;0.5684
AwayAttackScore;>=;9.09;290;100;29;54;41;0.7752;0.5684
AwayAttackScore;>=;9.13;282;95;28;52;41;0.7724;0.5591
AwayAttackScore;>=;9.16;278;95;27;52;39;0.7787;0.5714
AwayAttackScore;>=;9.19;277;95;27;52;38;0.7787;0.5778
AwayAttackScore;>=;9.23;275;95;27;52;37;0.7787;0.5843
AwayAttackScore;>=;9.29;274;95;27;52;37;0.7787;0.5843
AwayAttackScore;>=;9.39;271;94;27;50;37;0.7769;0.5747
AwayAttackScore;>=;9.4;270;93;27;50;37;0.775;0.5747
AwayAttackScore;>=;9.45;269;93;27;50;37;0.775;0.5747
AwayAttackScore;>=;9.52;265;92;27;49;36;0.7731;0.5765
AwayAttackScore;>=;9.55;264;92;26;49;36;0.7797;0.5765
AwayAttackScore;>=;9.6;262;92;25;49;35;0.7863;0.5833
AwayAttackScore;>=;9.64;259;91;25;47;35;0.7845;0.5732
AwayAttackScore;>=;9.67;258;91;25;46;35;0.7845;0.5679
AwayAttackScore;>=;9.71;255;91;25;45;34;0.7845;0.5696
AwayAttackScore;>=;9.73;252;90;24;45;34;0.7895;0.5696
AwayAttackScore;>=;9.85;251;90;24;45;34;0.7895;0.5696
AwayAttackScore;>=;10.0;245;89;22;44;33;0.8018;0.5714
AwayAttackScore;>=;10.05;243;88;22;43;33;0.8;0.5658
AwayAttackScore;>=;10.08;241;88;22;43;33;0.8;0.5658
AwayAttackScore;>=;10.13;240;88;22;42;33;0.8;0.56
AwayAttackScore;>=;10.21;238;88;22;42;32;0.8;0.5676
AwayAttackScore;>=;10.26;231;85;21;41;31;0.8019;0.5694
AwayAttackScore;>=;10.28;230;85;21;41;30;0.8019;0.5775
AwayAttackScore;>=;10.34;229;85;21;41;30;0.8019;0.5775
AwayAttackScore;>=;10.43;221;83;21;38;30;0.7981;0.5588
AwayAttackScore;>=;10.45;218;82;21;37;29;0.7961;0.5606
AwayAttackScore;>=;10.48;214;82;19;36;29;0.8119;0.5538
AwayAttackScore;>=;10.51;213;82;19;35;29;0.8119;0.5469
AwayAttackScore;>=;10.55;211;81;19;35;29;0.81;0.5469
AwayAttackScore;>=;10.64;209;80;19;35;29;0.8081;0.5469
AwayAttackScore;>=;10.74;204;79;19;34;29;0.8061;0.5397
AwayAttackScore;>=;10.78;200;77;19;33;29;0.8021;0.5323
AwayAttackScore;>=;10.83;198;76;19;33;29;0.8;0.5323
AwayAttackScore;>=;10.91;190;76;19;30;25;0.8;0.5455
AwayAttackScore;>=;10.97;188;75;19;29;25;0.7979;0.537
AwayAttackScore;>=;11.01;185;75;19;28;23;0.7979;0.549
AwayAttackScore;>=;11.08;184;75;19;27;23;0.7979;0.54
AwayAttackScore;>=;11.12;178;73;19;27;23;0.7935;0.54
AwayAttackScore;>=;11.23;175;72;17;27;23;0.809;0.54
AwayAttackScore;>=;11.28;173;71;17;27;23;0.8068;0.54
AwayAttackScore;>=;11.33;169;70;17;26;22;0.8046;0.5417
AwayAttackScore;>=;11.36;160;63;17;24;22;0.7875;0.5217
AwayAttackScore;>=;11.42;156;62;17;23;21;0.7848;0.5227
AwayAttackScore;>=;11.45;155;62;17;23;20;0.7848;0.5349
AwayAttackScore;>=;11.47;153;61;17;23;20;0.7821;0.5349
AwayAttackScore;>=;11.49;151;60;17;23;19;0.7792;0.5476
AwayAttackScore;>=;11.51;150;59;17;23;19;0.7763;0.5476
AwayAttackScore;>=;11.52;149;59;17;23;19;0.7763;0.5476
AwayAttackScore;>=;11.55;148;59;17;23;19;0.7763;0.5476
AwayAttackScore;>=;11.82;147;59;17;22;19;0.7763;0.5366
AwayAttackScore;>=;12.21;132;56;14;19;17;0.8;0.5278
AwayAttackScore;>=;12.24;131;56;14;19;17;0.8;0.5278
AwayAttackScore;>=;12.27;128;56;14;18;15;0.8;0.5455
AwayAttackScore;>=;12.31;127;56;14;17;15;0.8;0.5312
AwayAttackScore;>=;12.33;126;55;14;17;15;0.7971;0.5312
AwayAttackScore;>=;12.36;125;55;14;17;15;0.7971;0.5312
AwayAttackScore;>=;12.41;123;54;14;16;15;0.7941;0.5161
AwayAttackScore;>=;12.47;121;53;13;16;15;0.803;0.5161
AwayAttackScore;>=;12.51;120;52;13;16;15;0.8;0.5161
AwayAttackScore;>=;12.56;119;52;12;16;15;0.8125;0.5161
AwayAttackScore;>=;12.66;118;52;12;16;15;0.8125;0.5161
AwayAttackScore;>=;12.73;116;52;11;16;14;0.8254;0.5333
AwayAttackScore;>=;12.8;113;50;11;15;14;0.8197;0.5172
AwayAttackScore;>=;12.86;112;49;11;15;14;0.8167;0.5172
AwayAttackScore;>=;12.89;110;48;10;15;14;0.8276;0.5172
AwayAttackScore;>=;13.0;104;45;10;14;13;0.8182;0.5185
AwayDefenseWeaknessScore;<=;0.0;5;0;0;0;0;;
AwayDefenseWeaknessScore;<=;1.24;7;0;0;0;1;;0.0
AwayDefenseWeaknessScore;<=;1.65;8;0;0;0;1;;0.0
AwayDefenseWeaknessScore;<=;1.75;9;0;0;0;1;;0.0
AwayDefenseWeaknessScore;<=;1.82;10;1;0;0;1;1.0;0.0
AwayDefenseWeaknessScore;<=;2.45;11;1;0;1;1;1.0;0.5
AwayDefenseWeaknessScore;<=;2.48;12;1;0;1;2;1.0;0.3333
AwayDefenseWeaknessScore;<=;2.56;13;1;0;1;2;1.0;0.3333
AwayDefenseWeaknessScore;<=;2.65;15;1;0;2;3;1.0;0.4
AwayDefenseWeaknessScore;<=;2.73;17;3;0;2;3;1.0;0.4
AwayDefenseWeaknessScore;<=;2.78;18;3;0;2;3;1.0;0.4
AwayDefenseWeaknessScore;<=;2.8;19;3;0;3;3;1.0;0.5
AwayDefenseWeaknessScore;<=;2.84;20;4;0;3;3;1.0;0.5
AwayDefenseWeaknessScore;<=;2.89;21;5;0;3;3;1.0;0.5
AwayDefenseWeaknessScore;<=;3.03;22;5;0;3;3;1.0;0.5
AwayDefenseWeaknessScore;<=;3.18;23;5;0;4;3;1.0;0.5714
AwayDefenseWeaknessScore;<=;3.31;24;5;0;4;4;1.0;0.5
AwayDefenseWeaknessScore;<=;3.41;26;5;0;4;4;1.0;0.5
AwayDefenseWeaknessScore;<=;3.5;29;6;0;5;4;1.0;0.5556
AwayDefenseWeaknessScore;<=;3.64;30;6;0;5;4;1.0;0.5556
AwayDefenseWeaknessScore;<=;3.69;32;6;0;5;4;1.0;0.5556
AwayDefenseWeaknessScore;<=;3.74;34;6;0;5;5;1.0;0.5
AwayDefenseWeaknessScore;<=;3.79;35;6;0;5;6;1.0;0.4545
AwayDefenseWeaknessScore;<=;3.85;38;6;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;3.9;41;6;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;3.94;42;6;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;3.98;44;6;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;4.01;45;7;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;4.13;47;7;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;4.17;49;8;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;4.2;51;9;0;6;6;1.0;0.5
AwayDefenseWeaknessScore;<=;4.24;53;9;1;6;6;0.9;0.5
AwayDefenseWeaknessScore;<=;4.26;54;9;1;6;6;0.9;0.5
AwayDefenseWeaknessScore;<=;4.55;71;13;1;6;13;0.9286;0.3158
AwayDefenseWeaknessScore;<=;4.81;72;13;1;7;13;0.9286;0.35
AwayDefenseWeaknessScore;<=;4.85;75;13;1;8;14;0.9286;0.3636
AwayDefenseWeaknessScore;<=;4.87;76;13;1;8;15;0.9286;0.3478
AwayDefenseWeaknessScore;<=;4.9;81;13;1;9;16;0.9286;0.36
AwayDefenseWeaknessScore;<=;4.92;85;13;1;9;16;0.9286;0.36
AwayDefenseWeaknessScore;<=;5.08;86;13;1;9;16;0.9286;0.36
AwayDefenseWeaknessScore;<=;5.11;92;13;1;9;18;0.9286;0.3333
AwayDefenseWeaknessScore;<=;5.15;93;14;1;9;18;0.9333;0.3333
AwayDefenseWeaknessScore;<=;5.19;96;14;2;9;18;0.875;0.3333
AwayDefenseWeaknessScore;<=;5.24;97;14;2;10;18;0.875;0.3571
AwayDefenseWeaknessScore;<=;5.26;98;14;2;10;18;0.875;0.3571
AwayDefenseWeaknessScore;<=;5.3;101;14;2;11;19;0.875;0.3667
AwayDefenseWeaknessScore;<=;5.35;103;15;2;11;19;0.8824;0.3667
AwayDefenseWeaknessScore;<=;5.37;105;15;2;12;19;0.8824;0.3871
AwayDefenseWeaknessScore;<=;5.4;108;15;2;12;19;0.8824;0.3871
AwayDefenseWeaknessScore;<=;5.45;113;15;3;15;19;0.8333;0.4412
AwayDefenseWeaknessScore;<=;5.49;114;15;3;15;19;0.8333;0.4412
AwayDefenseWeaknessScore;<=;5.52;116;15;3;15;19;0.8333;0.4412
AwayDefenseWeaknessScore;<=;5.59;119;15;3;16;20;0.8333;0.4444
AwayDefenseWeaknessScore;<=;5.68;121;15;3;18;20;0.8333;0.4737
AwayDefenseWeaknessScore;<=;5.74;122;15;3;19;20;0.8333;0.4872
AwayDefenseWeaknessScore;<=;5.79;129;19;3;20;20;0.8636;0.5
AwayDefenseWeaknessScore;<=;5.81;130;19;3;21;20;0.8636;0.5122
AwayDefenseWeaknessScore;<=;5.84;134;19;3;23;20;0.8636;0.5349
AwayDefenseWeaknessScore;<=;5.88;135;19;4;23;20;0.8261;0.5349
AwayDefenseWeaknessScore;<=;5.91;137;19;4;25;20;0.8261;0.5556
AwayDefenseWeaknessScore;<=;5.94;145;20;5;27;21;0.8;0.5625
AwayDefenseWeaknessScore;<=;5.97;147;21;5;28;21;0.8077;0.5714
AwayDefenseWeaknessScore;<=;5.98;148;22;5;28;21;0.8148;0.5714
AwayDefenseWeaknessScore;<=;6.06;154;23;5;30;22;0.8214;0.5769
AwayDefenseWeaknessScore;<=;6.13;155;23;5;30;22;0.8214;0.5769
AwayDefenseWeaknessScore;<=;6.14;156;23;5;30;23;0.8214;0.566
AwayDefenseWeaknessScore;<=;6.15;158;24;5;31;23;0.8276;0.5741
AwayDefenseWeaknessScore;<=;6.17;159;24;5;32;23;0.8276;0.5818
AwayDefenseWeaknessScore;<=;6.2;165;25;6;32;26;0.8065;0.5517
AwayDefenseWeaknessScore;<=;6.22;166;25;6;32;26;0.8065;0.5517
AwayDefenseWeaknessScore;<=;6.25;168;25;6;32;27;0.8065;0.5424
AwayDefenseWeaknessScore;<=;6.29;173;26;6;34;27;0.8125;0.5574
AwayDefenseWeaknessScore;<=;6.31;174;26;6;34;28;0.8125;0.5484
AwayDefenseWeaknessScore;<=;6.36;182;27;6;36;30;0.8182;0.5455
AwayDefenseWeaknessScore;<=;6.4;185;27;6;38;30;0.8182;0.5588
AwayDefenseWeaknessScore;<=;6.42;186;28;6;38;30;0.8235;0.5588
