Driver;Operator;Threshold;Occurrences;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaHit;MediaHit
BTTSProfileScore;<=;3.86;10;0;0;1;0;;1.0
BTTSProfileScore;<=;3.91;11;0;0;1;0;;1.0
BTTSProfileScore;<=;4.15;12;0;0;1;0;;1.0
BTTSProfileScore;<=;4.24;13;0;0;1;0;;1.0
BTTSProfileScore;<=;4.29;15;0;0;1;1;;0.5
BTTSProfileScore;<=;4.36;17;0;0;1;1;;0.5
BTTSProfileScore;<=;4.5;19;0;0;1;1;;0.5
BTTSProfileScore;<=;4.57;20;0;0;1;1;;0.5
BTTSProfileScore;<=;4.58;21;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.62;22;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.64;24;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.71;25;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.73;26;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.75;27;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.85;28;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.88;30;0;0;2;1;;0.6667
BTTSProfileScore;<=;4.91;32;0;0;2;2;;0.5
BTTSProfileScore;<=;5.0;33;0;0;3;2;;0.6
BTTSProfileScore;<=;5.05;35;0;0;5;2;;0.7143
BTTSProfileScore;<=;5.08;39;0;0;6;2;;0.75
BTTSProfileScore;<=;5.18;41;0;0;6;2;;0.75
BTTSProfileScore;<=;5.2;42;0;0;7;2;;0.7778
BTTSProfileScore;<=;5.23;43;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.24;44;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.25;46;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.31;47;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.33;48;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.34;49;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.37;50;1;0;7;2;1.0;0.7778
BTTSProfileScore;<=;5.45;55;1;0;8;4;1.0;0.6667
BTTSProfileScore;<=;5.46;56;1;0;8;4;1.0;0.6667
BTTSProfileScore;<=;5.5;60;1;0;9;5;1.0;0.6429
BTTSProfileScore;<=;5.53;61;1;0;9;6;1.0;0.6
BTTSProfileScore;<=;5.54;66;1;0;12;7;1.0;0.6316
BTTSProfileScore;<=;5.57;68;1;0;13;7;1.0;0.65
BTTSProfileScore;<=;5.65;71;1;0;15;7;1.0;0.6818
BTTSProfileScore;<=;5.67;73;2;0;15;8;1.0;0.6522
BTTSProfileScore;<=;5.7;75;2;0;15;9;1.0;0.625
BTTSProfileScore;<=;5.73;77;2;0;16;9;1.0;0.64
BTTSProfileScore;<=;5.77;79;3;0;16;9;1.0;0.64
BTTSProfileScore;<=;5.79;80;3;0;16;10;1.0;0.6154
BTTSProfileScore;<=;5.8;82;3;0;17;10;1.0;0.6296
BTTSProfileScore;<=;5.81;84;3;0;17;11;1.0;0.6071
BTTSProfileScore;<=;5.82;86;3;0;17;11;1.0;0.6071
BTTSProfileScore;<=;5.84;87;3;0;17;12;1.0;0.5862
BTTSProfileScore;<=;5.9;88;3;0;17;12;1.0;0.5862
BTTSProfileScore;<=;5.96;89;3;0;18;12;1.0;0.6
BTTSProfileScore;<=;6.0;113;6;0;24;14;1.0;0.6316
BTTSProfileScore;<=;6.14;114;6;0;24;15;1.0;0.6154
BTTSProfileScore;<=;6.15;115;6;0;24;16;1.0;0.6
BTTSProfileScore;<=;6.2;118;6;0;25;17;1.0;0.5952
BTTSProfileScore;<=;6.22;119;6;0;26;17;1.0;0.6047
BTTSProfileScore;<=;6.23;122;6;0;27;18;1.0;0.6
BTTSProfileScore;<=;6.26;124;6;0;27;19;1.0;0.587
BTTSProfileScore;<=;6.27;128;7;0;30;19;1.0;0.6122
BTTSProfileScore;<=;6.29;129;7;0;30;19;1.0;0.6122
BTTSProfileScore;<=;6.31;130;7;0;31;19;1.0;0.62
BTTSProfileScore;<=;6.32;134;8;0;32;19;1.0;0.6275
BTTSProfileScore;<=;6.33;137;8;0;35;19;1.0;0.6481
BTTSProfileScore;<=;6.35;139;9;0;35;19;1.0;0.6481
BTTSProfileScore;<=;6.38;140;9;0;35;19;1.0;0.6481
BTTSProfileScore;<=;6.4;142;9;0;35;19;1.0;0.6481
BTTSProfileScore;<=;6.43;143;9;0;35;20;1.0;0.6364
BTTSProfileScore;<=;6.44;144;9;0;35;20;1.0;0.6364
BTTSProfileScore;<=;6.46;147;10;0;36;20;1.0;0.6429
BTTSProfileScore;<=;6.47;148;10;0;37;20;1.0;0.6491
BTTSProfileScore;<=;6.49;149;11;0;37;20;1.0;0.6491
BTTSProfileScore;<=;6.5;152;11;0;38;21;1.0;0.6441
BTTSProfileScore;<=;6.55;155;11;0;39;22;1.0;0.6393
BTTSProfileScore;<=;6.59;157;11;1;39;22;0.9167;0.6393
BTTSProfileScore;<=;6.6;162;11;1;42;23;0.9167;0.6462
BTTSProfileScore;<=;6.63;164;11;1;42;23;0.9167;0.6462
BTTSProfileScore;<=;6.67;165;12;1;42;23;0.9231;0.6462
BTTSProfileScore;<=;6.69;166;12;1;42;23;0.9231;0.6462
BTTSProfileScore;<=;6.7;167;12;1;42;23;0.9231;0.6462
BTTSProfileScore;<=;6.71;170;13;1;44;23;0.9286;0.6567
BTTSProfileScore;<=;6.73;175;15;2;45;24;0.8824;0.6522
BTTSProfileScore;<=;6.75;179;15;2;45;24;0.8824;0.6522
BTTSProfileScore;<=;6.76;181;15;2;45;26;0.8824;0.6338
BTTSProfileScore;<=;6.77;182;15;2;45;26;0.8824;0.6338
BTTSProfileScore;<=;6.79;183;15;2;45;26;0.8824;0.6338
BTTSProfileScore;<=;6.8;185;16;2;45;26;0.8889;0.6338
BTTSProfileScore;<=;6.82;189;17;3;47;26;0.85;0.6438
BTTSProfileScore;<=;6.83;190;17;3;47;27;0.85;0.6351
BTTSProfileScore;<=;6.86;192;17;3;47;27;0.85;0.6351
BTTSProfileScore;<=;6.87;194;19;3;47;27;0.8636;0.6351
BTTSProfileScore;<=;6.92;202;22;4;49;28;0.8462;0.6364
BTTSProfileScore;<=;6.93;205;22;4;50;29;0.8462;0.6329
BTTSProfileScore;<=;6.95;207;23;4;51;29;0.8519;0.6375
BTTSProfileScore;<=;7.0;216;26;4;51;32;0.8667;0.6145
BTTSProfileScore;<=;7.04;217;26;4;51;32;0.8667;0.6145
BTTSProfileScore;<=;7.06;219;26;4;51;33;0.8667;0.6071
BTTSProfileScore;<=;7.07;220;26;4;52;33;0.8667;0.6118
BTTSProfileScore;<=;7.09;230;29;5;52;37;0.8529;0.5843
BTTSProfileScore;<=;7.12;231;29;5;53;37;0.8529;0.5889
BTTSProfileScore;<=;7.15;233;29;5;53;38;0.8529;0.5824
BTTSProfileScore;<=;7.16;234;29;5;53;39;0.8529;0.5761
BTTSProfileScore;<=;7.18;235;29;5;53;40;0.8529;0.5699
BTTSProfileScore;<=;7.19;236;30;5;53;40;0.8571;0.5699
BTTSProfileScore;<=;7.2;245;32;6;55;40;0.8421;0.5789
BTTSProfileScore;<=;7.23;246;32;6;55;40;0.8421;0.5789
BTTSProfileScore;<=;7.25;247;32;6;55;41;0.8421;0.5729
BTTSProfileScore;<=;7.26;248;32;6;55;41;0.8421;0.5729
BTTSProfileScore;<=;7.27;250;33;6;55;41;0.8462;0.5729
BTTSProfileScore;<=;7.28;252;34;6;56;41;0.85;0.5773
BTTSProfileScore;<=;7.29;254;35;6;56;42;0.8537;0.5714
BTTSProfileScore;<=;7.3;255;35;6;56;42;0.8537;0.5714
BTTSProfileScore;<=;7.32;256;35;6;57;42;0.8537;0.5758
BTTSProfileScore;<=;7.33;257;35;6;57;43;0.8537;0.57
BTTSProfileScore;<=;7.36;260;37;6;58;43;0.8605;0.5743
BTTSProfileScore;<=;7.38;265;38;8;60;43;0.8261;0.5825
BTTSProfileScore;<=;7.39;266;38;8;60;43;0.8261;0.5825
BTTSProfileScore;<=;7.42;267;38;8;60;44;0.8261;0.5769
BTTSProfileScore;<=;7.44;268;38;8;60;45;0.8261;0.5714
BTTSProfileScore;<=;7.49;269;38;8;60;45;0.8261;0.5714
BTTSProfileScore;<=;7.5;280;41;9;65;46;0.82;0.5856
BTTSProfileScore;<=;7.55;282;41;10;66;46;0.8039;0.5893
BTTSProfileScore;<=;7.57;283;41;10;66;46;0.8039;0.5893
BTTSProfileScore;<=;7.58;284;42;10;66;46;0.8077;0.5893
BTTSProfileScore;<=;7.6;288;43;11;66;48;0.7963;0.5789
BTTSProfileScore;<=;7.61;289;43;11;66;49;0.7963;0.5739
BTTSProfileScore;<=;7.62;290;44;11;66;49;0.8;0.5739
BTTSProfileScore;<=;7.64;296;48;11;67;49;0.8136;0.5776
BTTSProfileScore;<=;7.67;298;48;11;67;50;0.8136;0.5726
BTTSProfileScore;<=;7.68;300;49;11;67;50;0.8167;0.5726
BTTSProfileScore;<=;7.69;301;50;11;67;50;0.8197;0.5726
BTTSProfileScore;<=;7.71;304;51;12;68;50;0.8095;0.5763
BTTSProfileScore;<=;7.73;305;51;12;68;51;0.8095;0.5714
BTTSProfileScore;<=;7.75;306;51;12;68;51;0.8095;0.5714
BTTSProfileScore;<=;7.76;309;51;14;68;52;0.7846;0.5667
BTTSProfileScore;<=;7.77;312;52;14;69;53;0.7879;0.5656
BTTSProfileScore;<=;7.8;321;53;15;73;55;0.7794;0.5703
BTTSProfileScore;<=;7.82;323;54;15;74;55;0.7826;0.5736
BTTSProfileScore;<=;7.84;324;54;15;75;55;0.7826;0.5769
BTTSProfileScore;<=;7.85;329;55;16;77;55;0.7746;0.5833
BTTSProfileScore;<=;7.88;330;55;16;78;55;0.7746;0.5865
BTTSProfileScore;<=;7.89;331;55;17;78;55;0.7639;0.5865
BTTSProfileScore;<=;7.91;335;57;17;80;55;0.7703;0.5926
BTTSProfileScore;<=;7.93;336;57;17;81;55;0.7703;0.5956
BTTSProfileScore;<=;7.94;337;57;18;81;55;0.76;0.5956
BTTSProfileScore;<=;7.98;339;59;18;81;55;0.7662;0.5956
BTTSProfileScore;<=;7.99;341;61;18;81;55;0.7722;0.5956
BTTSProfileScore;<=;8.0;348;63;19;82;56;0.7683;0.5942
BTTSProfileScore;<=;8.01;349;64;19;82;56;0.7711;0.5942
BTTSProfileScore;<=;8.02;353;66;20;82;57;0.7674;0.5899
BTTSProfileScore;<=;8.03;354;67;20;82;57;0.7701;0.5899
BTTSProfileScore;<=;8.07;356;68;20;83;57;0.7727;0.5929
BTTSProfileScore;<=;8.08;357;68;21;83;57;0.764;0.5929
BTTSProfileScore;<=;8.09;358;68;21;83;57;0.764;0.5929
BTTSProfileScore;<=;8.12;363;71;22;83;57;0.7634;0.5929
BTTSProfileScore;<=;8.14;364;71;22;83;58;0.7634;0.5887
BTTSProfileScore;<=;8.15;365;71;22;83;59;0.7634;0.5845
BTTSProfileScore;<=;8.18;377;74;23;87;62;0.7629;0.5839
BTTSProfileScore;<=;8.2;378;75;23;87;62;0.7653;0.5839
BTTSProfileScore;<=;8.21;379;76;23;87;62;0.7677;0.5839
BTTSProfileScore;<=;8.22;380;76;23;87;63;0.7677;0.58
BTTSProfileScore;<=;8.23;382;78;23;87;63;0.7723;0.58
BTTSProfileScore;<=;8.27;383;79;23;87;63;0.7745;0.58
BTTSProfileScore;<=;8.31;385;80;23;87;64;0.7767;0.5762
BTTSProfileScore;<=;8.32;387;82;23;87;64;0.781;0.5762
BTTSProfileScore;<=;8.33;388;82;23;88;64;0.781;0.5789
BTTSProfileScore;<=;8.34;389;83;23;88;64;0.783;0.5789
BTTSProfileScore;<=;8.36;390;84;23;88;64;0.785;0.5789
BTTSProfileScore;<=;8.38;392;86;23;88;64;0.789;0.5789
BTTSProfileScore;<=;8.4;394;87;23;88;65;0.7909;0.5752
BTTSProfileScore;<=;8.41;395;88;23;88;65;0.7928;0.5752
BTTSProfileScore;<=;8.45;396;89;23;88;65;0.7946;0.5752
BTTSProfileScore;<=;8.46;397;90;23;88;65;0.7965;0.5752
BTTSProfileScore;<=;8.47;399;91;24;88;65;0.7913;0.5752
BTTSProfileScore;<=;8.49;400;92;24;88;65;0.7931;0.5752
BTTSProfileScore;<=;8.5;402;92;24;88;65;0.7931;0.5752
BTTSProfileScore;<=;8.55;403;92;24;89;65;0.7931;0.5779
BTTSProfileScore;<=;8.57;405;93;24;90;65;0.7949;0.5806
BTTSProfileScore;<=;8.62;412;95;24;91;65;0.7983;0.5833
BTTSProfileScore;<=;8.65;413;95;24;91;65;0.7983;0.5833
BTTSProfileScore;<=;8.67;414;96;24;91;65;0.8;0.5833
BTTSProfileScore;<=;8.69;415;96;25;91;65;0.7934;0.5833
BTTSProfileScore;<=;8.73;421;99;26;91;66;0.792;0.5796
BTTSProfileScore;<=;8.74;422;100;26;91;66;0.7937;0.5796
BTTSProfileScore;<=;8.76;423;101;26;91;66;0.7953;0.5796
BTTSProfileScore;<=;8.77;426;103;26;91;67;0.7984;0.5759
BTTSProfileScore;<=;8.8;428;105;26;91;67;0.8015;0.5759
BTTSProfileScore;<=;8.82;430;106;27;91;67;0.797;0.5759
BTTSProfileScore;<=;8.9;432;107;27;91;68;0.7985;0.5723
BTTSProfileScore;<=;9.0;442;111;28;93;70;0.7986;0.5706
BTTSProfileScore;<=;9.04;443;111;29;93;70;0.7929;0.5706
BTTSProfileScore;<=;9.08;444;111;29;94;70;0.7929;0.5732
BTTSProfileScore;<=;9.09;445;111;30;94;70;0.7872;0.5732
BTTSProfileScore;<=;9.11;446;111;30;95;70;0.7872;0.5758
BTTSProfileScore;<=;9.15;447;112;30;95;70;0.7887;0.5758
BTTSProfileScore;<=;9.16;449;113;30;96;70;0.7902;0.5783
BTTSProfileScore;<=;9.18;450;113;31;96;70;0.7847;0.5783
BTTSProfileScore;<=;9.2;451;114;31;96;70;0.7862;0.5783
BTTSProfileScore;<=;9.22;452;114;31;97;70;0.7862;0.5808
BTTSProfileScore;<=;9.23;454;115;32;97;70;0.7823;0.5808
BTTSProfileScore;<=;9.27;457;117;32;97;71;0.7852;0.5774
BTTSProfileScore;<=;9.3;458;118;32;97;71;0.7867;0.5774
BTTSProfileScore;<=;9.33;459;119;32;97;71;0.7881;0.5774
BTTSProfileScore;<=;9.36;460;120;32;97;71;0.7895;0.5774
BTTSProfileScore;<=;9.41;462;122;32;97;71;0.7922;0.5774
BTTSProfileScore;<=;9.49;463;122;33;97;71;0.7871;0.5774
BTTSProfileScore;<=;9.5;464;123;33;97;71;0.7885;0.5774
BTTSProfileScore;<=;9.53;465;123;33;97;71;0.7885;0.5774
BTTSProfileScore;<=;9.6;469;125;34;97;71;0.7862;0.5774
BTTSProfileScore;<=;9.62;471;127;34;97;71;0.7888;0.5774
BTTSProfileScore;<=;9.69;473;127;36;97;71;0.7791;0.5774
BTTSProfileScore;<=;9.71;474;128;36;97;71;0.7805;0.5774
BTTSProfileScore;<=;9.75;475;129;36;97;71;0.7818;0.5774
BTTSProfileScore;<=;9.82;478;131;37;97;71;0.7798;0.5774
BTTSProfileScore;<=;9.85;479;131;37;98;71;0.7798;0.5799
BTTSProfileScore;<=;9.9;480;131;38;98;71;0.7751;0.5799
BTTSProfileScore;<=;10.08;481;132;38;98;71;0.7765;0.5799
BTTSProfileScore;<=;10.19;482;133;38;98;71;0.7778;0.5799
BTTSProfileScore;<=;10.22;483;133;39;98;71;0.7733;0.5799
BTTSProfileScore;<=;10.24;484;133;39;98;71;0.7733;0.5799
BTTSProfileScore;<=;10.36;485;134;39;98;71;0.7746;0.5799
BTTSProfileScore;<=;10.59;486;135;39;98;71;0.7759;0.5799
BTTSProfileScore;<=;10.65;487;135;40;98;71;0.7714;0.5799
BTTSProfileScore;<=;10.67;488;136;40;98;71;0.7727;0.5799
BTTSProfileScore;<=;10.91;489;137;40;98;71;0.774;0.5799
BTTSProfileScore;<=;11.25;490;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;2.14;489;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;2.31;488;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;3.09;487;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;3.5;486;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;3.66;485;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;3.75;484;138;40;98;71;0.7753;0.5799
BTTSProfileScore;>=;3.86;481;138;40;97;71;0.7753;0.5774
BTTSProfileScore;>=;3.91;480;138;40;97;71;0.7753;0.5774
BTTSProfileScore;>=;4.15;479;138;40;97;71;0.7753;0.5774
BTTSProfileScore;>=;4.24;478;138;40;97;71;0.7753;0.5774
BTTSProfileScore;>=;4.29;477;138;40;97;71;0.7753;0.5774
BTTSProfileScore;>=;4.36;475;138;40;97;70;0.7753;0.5808
BTTSProfileScore;>=;4.5;473;138;40;97;70;0.7753;0.5808
BTTSProfileScore;>=;4.57;471;138;40;97;70;0.7753;0.5808
BTTSProfileScore;>=;4.58;470;138;40;97;70;0.7753;0.5808
BTTSProfileScore;>=;4.62;469;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.64;468;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.71;466;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.73;465;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.75;464;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.85;463;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.88;462;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;4.91;460;138;40;96;70;0.7753;0.5783
BTTSProfileScore;>=;5.0;458;138;40;96;69;0.7753;0.5818
BTTSProfileScore;>=;5.05;457;138;40;95;69;0.7753;0.5793
BTTSProfileScore;>=;5.08;455;138;40;93;69;0.7753;0.5741
BTTSProfileScore;>=;5.18;451;138;40;92;69;0.7753;0.5714
BTTSProfileScore;>=;5.2;449;138;40;92;69;0.7753;0.5714
BTTSProfileScore;>=;5.23;448;138;40;91;69;0.7753;0.5687
BTTSProfileScore;>=;5.24;447;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.25;446;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.31;444;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.33;443;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.34;442;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.37;441;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.45;440;137;40;91;69;0.774;0.5687
BTTSProfileScore;>=;5.46;435;137;40;90;67;0.774;0.5732
BTTSProfileScore;>=;5.5;434;137;40;90;67;0.774;0.5732
BTTSProfileScore;>=;5.53;430;137;40;89;66;0.774;0.5742
BTTSProfileScore;>=;5.54;429;137;40;89;65;0.774;0.5779
BTTSProfileScore;>=;5.57;424;137;40;86;64;0.774;0.5733
BTTSProfileScore;>=;5.65;422;137;40;85;64;0.774;0.5705
BTTSProfileScore;>=;5.67;419;137;40;83;64;0.774;0.5646
BTTSProfileScore;>=;5.7;417;136;40;83;63;0.7727;0.5685
BTTSProfileScore;>=;5.73;415;136;40;83;62;0.7727;0.5724
BTTSProfileScore;>=;5.77;413;136;40;82;62;0.7727;0.5694
BTTSProfileScore;>=;5.79;411;135;40;82;62;0.7714;0.5694
BTTSProfileScore;>=;5.8;410;135;40;82;61;0.7714;0.5734
BTTSProfileScore;>=;5.81;408;135;40;81;61;0.7714;0.5704
BTTSProfileScore;>=;5.82;406;135;40;81;60;0.7714;0.5745
BTTSProfileScore;>=;5.84;404;135;40;81;60;0.7714;0.5745
BTTSProfileScore;>=;5.9;403;135;40;81;59;0.7714;0.5786
BTTSProfileScore;>=;5.96;402;135;40;81;59;0.7714;0.5786
BTTSProfileScore;>=;6.0;401;135;40;80;59;0.7714;0.5755
BTTSProfileScore;>=;6.14;377;132;40;74;57;0.7674;0.5649
BTTSProfileScore;>=;6.15;376;132;40;74;56;0.7674;0.5692
BTTSProfileScore;>=;6.2;375;132;40;74;55;0.7674;0.5736
BTTSProfileScore;>=;6.22;372;132;40;73;54;0.7674;0.5748
BTTSProfileScore;>=;6.23;371;132;40;72;54;0.7674;0.5714
BTTSProfileScore;>=;6.26;368;132;40;71;53;0.7674;0.5726
BTTSProfileScore;>=;6.27;366;132;40;71;52;0.7674;0.5772
BTTSProfileScore;>=;6.29;362;131;40;68;52;0.7661;0.5667
BTTSProfileScore;>=;6.31;361;131;40;68;52;0.7661;0.5667
BTTSProfileScore;>=;6.32;360;131;40;67;52;0.7661;0.563
BTTSProfileScore;>=;6.33;356;130;40;66;52;0.7647;0.5593
BTTSProfileScore;>=;6.35;353;130;40;63;52;0.7647;0.5478
BTTSProfileScore;>=;6.38;351;129;40;63;52;0.7633;0.5478
BTTSProfileScore;>=;6.4;350;129;40;63;52;0.7633;0.5478
BTTSProfileScore;>=;6.43;348;129;40;63;52;0.7633;0.5478
BTTSProfileScore;>=;6.44;347;129;40;63;51;0.7633;0.5526
BTTSProfileScore;>=;6.46;346;129;40;63;51;0.7633;0.5526
BTTSProfileScore;>=;6.47;343;128;40;62;51;0.7619;0.5487
BTTSProfileScore;>=;6.49;342;128;40;61;51;0.7619;0.5446
BTTSProfileScore;>=;6.5;341;127;40;61;51;0.7605;0.5446
BTTSProfileScore;>=;6.55;338;127;40;60;50;0.7605;0.5455
BTTSProfileScore;>=;6.59;335;127;40;59;49;0.7605;0.5463
BTTSProfileScore;>=;6.6;333;127;39;59;49;0.7651;0.5463
BTTSProfileScore;>=;6.63;328;127;39;56;48;0.7651;0.5385
BTTSProfileScore;>=;6.67;326;127;39;56;48;0.7651;0.5385
BTTSProfileScore;>=;6.69;325;126;39;56;48;0.7636;0.5385
BTTSProfileScore;>=;6.7;324;126;39;56;48;0.7636;0.5385
BTTSProfileScore;>=;6.71;323;126;39;56;48;0.7636;0.5385
BTTSProfileScore;>=;6.73;320;125;39;54;48;0.7622;0.5294
BTTSProfileScore;>=;6.75;315;123;38;53;47;0.764;0.53
BTTSProfileScore;>=;6.76;311;123;38;53;47;0.764;0.53
BTTSProfileScore;>=;6.77;309;123;38;53;45;0.764;0.5408
BTTSProfileScore;>=;6.79;308;123;38;53;45;0.764;0.5408
BTTSProfileScore;>=;6.8;307;123;38;53;45;0.764;0.5408
BTTSProfileScore;>=;6.82;305;122;38;53;45;0.7625;0.5408
BTTSProfileScore;>=;6.83;301;121;37;51;45;0.7658;0.5312
BTTSProfileScore;>=;6.86;300;121;37;51;44;0.7658;0.5368
BTTSProfileScore;>=;6.87;298;121;37;51;44;0.7658;0.5368
BTTSProfileScore;>=;6.92;296;119;37;51;44;0.7628;0.5368
BTTSProfileScore;>=;6.93;288;116;36;49;43;0.7632;0.5326
BTTSProfileScore;>=;6.95;285;116;36;48;42;0.7632;0.5333
BTTSProfileScore;>=;7.0;283;115;36;47;42;0.7616;0.5281
BTTSProfileScore;>=;7.04;274;112;36;47;39;0.7568;0.5465
BTTSProfileScore;>=;7.06;273;112;36;47;39;0.7568;0.5465
BTTSProfileScore;>=;7.07;271;112;36;47;38;0.7568;0.5529
BTTSProfileScore;>=;7.09;270;112;36;46;38;0.7568;0.5476
BTTSProfileScore;>=;7.12;260;109;35;46;34;0.7569;0.575
BTTSProfileScore;>=;7.15;259;109;35;45;34;0.7569;0.5696
BTTSProfileScore;>=;7.16;257;109;35;45;33;0.7569;0.5769
BTTSProfileScore;>=;7.18;256;109;35;45;32;0.7569;0.5844
BTTSProfileScore;>=;7.19;255;109;35;45;31;0.7569;0.5921
BTTSProfileScore;>=;7.2;254;108;35;45;31;0.7552;0.5921
BTTSProfileScore;>=;7.23;245;106;34;43;31;0.7571;0.5811
BTTSProfileScore;>=;7.25;244;106;34;43;31;0.7571;0.5811
BTTSProfileScore;>=;7.26;243;106;34;43;30;0.7571;0.589
BTTSProfileScore;>=;7.27;242;106;34;43;30;0.7571;0.589
BTTSProfileScore;>=;7.28;240;105;34;43;30;0.7554;0.589
BTTSProfileScore;>=;7.29;238;104;34;42;30;0.7536;0.5833
BTTSProfileScore;>=;7.3;236;103;34;42;29;0.7518;0.5915
BTTSProfileScore;>=;7.32;235;103;34;42;29;0.7518;0.5915
BTTSProfileScore;>=;7.33;234;103;34;41;29;0.7518;0.5857
BTTSProfileScore;>=;7.36;233;103;34;41;28;0.7518;0.5942
BTTSProfileScore;>=;7.38;230;101;34;40;28;0.7481;0.5882
BTTSProfileScore;>=;7.39;225;100;32;38;28;0.7576;0.5758
BTTSProfileScore;>=;7.42;224;100;32;38;28;0.7576;0.5758
BTTSProfileScore;>=;7.44;223;100;32;38;27;0.7576;0.5846
BTTSProfileScore;>=;7.49;222;100;32;38;26;0.7576;0.5938
BTTSProfileScore;>=;7.5;221;100;32;38;26;0.7576;0.5938
BTTSProfileScore;>=;7.55;210;97;31;33;25;0.7578;0.569
BTTSProfileScore;>=;7.57;208;97;30;32;25;0.7638;0.5614
BTTSProfileScore;>=;7.58;207;97;30;32;25;0.7638;0.5614
BTTSProfileScore;>=;7.6;206;96;30;32;25;0.7619;0.5614
BTTSProfileScore;>=;7.61;202;95;29;32;23;0.7661;0.5818
BTTSProfileScore;>=;7.62;201;95;29;32;22;0.7661;0.5926
BTTSProfileScore;>=;7.64;200;94;29;32;22;0.7642;0.5926
BTTSProfileScore;>=;7.67;194;90;29;31;22;0.7563;0.5849
BTTSProfileScore;>=;7.68;192;90;29;31;21;0.7563;0.5962
BTTSProfileScore;>=;7.69;190;89;29;31;21;0.7542;0.5962
BTTSProfileScore;>=;7.71;189;88;29;31;21;0.7521;0.5962
BTTSProfileScore;>=;7.73;186;87;28;30;21;0.7565;0.5882
BTTSProfileScore;>=;7.75;185;87;28;30;20;0.7565;0.6
BTTSProfileScore;>=;7.76;184;87;28;30;20;0.7565;0.6
BTTSProfileScore;>=;7.77;181;87;26;30;19;0.7699;0.6122
BTTSProfileScore;>=;7.8;178;86;26;29;18;0.7679;0.617
BTTSProfileScore;>=;7.82;169;85;25;25;16;0.7727;0.6098
BTTSProfileScore;>=;7.84;167;84;25;24;16;0.7706;0.6
BTTSProfileScore;>=;7.85;166;84;25;23;16;0.7706;0.5897
BTTSProfileScore;>=;7.88;161;83;24;21;16;0.7757;0.5676
BTTSProfileScore;>=;7.89;160;83;24;20;16;0.7757;0.5556
BTTSProfileScore;>=;7.91;159;83;23;20;16;0.783;0.5556
BTTSProfileScore;>=;7.93;155;81;23;18;16;0.7788;0.5294
BTTSProfileScore;>=;7.94;154;81;23;17;16;0.7788;0.5152
BTTSProfileScore;>=;7.98;153;81;22;17;16;0.7864;0.5152
BTTSProfileScore;>=;7.99;151;79;22;17;16;0.7822;0.5152
BTTSProfileScore;>=;8.0;149;77;22;17;16;0.7778;0.5152
BTTSProfileScore;>=;8.01;142;75;21;16;15;0.7812;0.5161
BTTSProfileScore;>=;8.02;141;74;21;16;15;0.7789;0.5161
BTTSProfileScore;>=;8.03;137;72;20;16;14;0.7826;0.5333
BTTSProfileScore;>=;8.07;136;71;20;16;14;0.7802;0.5333
BTTSProfileScore;>=;8.08;134;70;20;15;14;0.7778;0.5172
BTTSProfileScore;>=;8.09;133;70;19;15;14;0.7865;0.5172
BTTSProfileScore;>=;8.12;132;70;19;15;14;0.7865;0.5172
BTTSProfileScore;>=;8.14;127;67;18;15;14;0.7882;0.5172
BTTSProfileScore;>=;8.15;126;67;18;15;13;0.7882;0.5357
BTTSProfileScore;>=;8.18;125;67;18;15;12;0.7882;0.5556
BTTSProfileScore;>=;8.2;113;64;17;11;9;0.7901;0.55
