Rule1;Rule2;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaTotal;AltaHitRate;MediaTotal;MediaHitRate;PrimaryUse
AwayWinsLast5<=1.0;HomeGALast5Avg>=2.2;163;32;129;56;195;0.835897;185;0.697297;REDUCE_ALTA_KO
HomeVenueOverScore>=8.33;HomeGFAvgSinceRestart>=1.0;219;43;58;23;262;0.835878;81;0.716049;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;AwayGALast5Avg>=2.4;224;44;41;23;268;0.835821;64;0.640625;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;AwayGALast5Avg>=2.4;224;44;41;23;268;0.835821;64;0.640625;REDUCE_ALTA_KO
AwayGFLast5Avg>=1.4;HomeOverRateSinceRestart>=0.8;224;44;89;49;268;0.835821;138;0.644928;REDUCE_ALTA_KO
AwayGFLast5Avg>=1.4;HomeOverRateSinceRestart>=0.8;224;44;89;49;268;0.835821;138;0.644928;REDUCE_ALTA_KO
BTTSProfileScore<=7.26;HomeLongBreakDays<=32.0;56;11;145;84;67;0.835821;229;0.633188;REDUCE_ALTA_KO
RankingGapScore>=3.898;AwayPPGLast5<=1.6;168;33;134;80;201;0.835821;214;0.626168;REDUCE_ALTA_KO
AwayPPGLast5<=1.8;AwayOverRateSinceRestart>=1.0;168;33;88;53;201;0.835821;141;0.624113;REDUCE_ALTA_KO
AwayPPGLast5<=1.8;AwayOverRateSinceRestart>=1.0;168;33;88;53;201;0.835821;141;0.624113;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeMatchesSinceRestart<=3.0;168;33;92;55;201;0.835821;147;0.62585;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeMatchesSinceRestart<=3.0;168;33;92;55;201;0.835821;147;0.62585;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.94;HomeMatchesSinceRestart>=3.0;56;11;130;66;67;0.835821;196;0.663265;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.94;HomeMatchesSinceRestart>=3.0;56;11;130;66;67;0.835821;196;0.663265;REDUCE_ALTA_KO
HomeLongBreakDays>=23.0;HomeGFAvgSinceRestart>=2.5;112;22;61;34;134;0.835821;95;0.642105;REDUCE_ALTA_KO
RankingGapScore<=0.92;AwayGFAvgSinceRestart>=2.0;56;11;40;26;67;0.835821;66;0.606061;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=8.0;HomeGFAvgSinceRestart<=1.0;56;11;20;12;67;0.835821;32;0.625;REDUCE_ALTA_KO
HomeGFLast5Avg>=2.4;HomeLongBreakDays<=23.0;56;11;20;4;67;0.835821;24;0.833333;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeMatchesSinceRestart<=2.0;56;11;21;17;67;0.835821;38;0.552632;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeMatchesSinceRestart<=2.0;56;11;21;17;67;0.835821;38;0.552632;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=7.27;HomeOverRateSinceRestart>=0.714;173;34;52;39;207;0.835749;91;0.571429;REDUCE_ALTA_KO
AwayDefenseWeaknessScore>=9.09;AwayGFAvgSinceRestart>=1.286;173;34;52;22;207;0.835749;74;0.702703;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;AwayPPGLast5<=1.4;173;34;62;24;207;0.835749;86;0.72093;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AtLeastOneTeamRestartNotReady<=0.0;173;34;105;67;207;0.835749;172;0.610465;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=6.06;HomeLongBreakDays<=38.0;290;57;144;97;347;0.835735;241;0.59751;REDUCE_ALTA_KO
AwayDefenseWeaknessScore>=8.33;HomeGFLast5Avg>=2.2;290;57;75;44;347;0.835735;119;0.630252;REDUCE_ALTA_KO
AwayPPGLast5<=1.4;HomeGFAvgSinceRestart>=1.2;234;46;179;108;280;0.835714;287;0.623693;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=2.0;HomeOverRateSinceRestart>=0.8;234;46;114;61;280;0.835714;175;0.651429;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=2.0;HomeOverRateSinceRestart>=0.8;234;46;114;61;280;0.835714;175;0.651429;REDUCE_ALTA_KO
WorstPPGLast5<=1.2;HomeMatchesSinceRestart>=5.0;117;23;111;81;140;0.835714;192;0.578125;REDUCE_ALTA_KO
WorstPPGLast5<=1.2;HomeMatchesSinceRestart>=5.0;117;23;111;81;140;0.835714;192;0.578125;REDUCE_ALTA_KO
AwayGFLast5Avg<=2.2;HomeLongBreakDays<=25.0;117;23;99;67;140;0.835714;166;0.596386;REDUCE_ALTA_KO
AwayGALast5Avg>=2.2;HomeMatchesSinceRestart<=3.0;117;23;60;32;140;0.835714;92;0.652174;REDUCE_ALTA_KO
AwayGALast5Avg>=2.2;HomeMatchesSinceRestart<=3.0;117;23;60;32;140;0.835714;92;0.652174;REDUCE_ALTA_KO
RankingGapScore>=2.698;AwayPPGLast5<=1.0;178;35;169;107;213;0.835681;276;0.612319;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=8.0;HomeLongBreakDays<=38.0;178;35;48;27;213;0.835681;75;0.64;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.0;178;35;105;66;213;0.835681;171;0.614035;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeOverRateSinceRestart>=0.5;300;59;99;51;359;0.835655;150;0.66;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeOverRateSinceRestart>=0.5;300;59;99;51;359;0.835655;150;0.66;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeOverRateSinceRestart>=0.5;300;59;99;51;359;0.835655;150;0.66;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeOverRateSinceRestart>=0.5;300;59;99;51;359;0.835655;150;0.66;REDUCE_ALTA_KO
HomePPGLast5>=1.0;HomeLongBreakDays<=29.0;244;48;136;99;292;0.835616;235;0.578723;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=2.0;244;48;112;62;292;0.835616;174;0.643678;REDUCE_ALTA_KO
AwayPPGLast5<=2.0;HomeOverRateSinceRestart>=1.0;183;36;99;52;219;0.835616;151;0.655629;REDUCE_ALTA_KO
AwayPPGLast5<=2.0;HomeOverRateSinceRestart>=1.0;183;36;99;52;219;0.835616;151;0.655629;REDUCE_ALTA_KO
AwayPPGLast5<=1.0;AwayLongBreakDays<=32.0;122;24;82;58;146;0.835616;140;0.585714;REDUCE_ALTA_KO
AwayGFLast5Avg>=2.2;HomeOverRateSinceRestart>=0.8;122;24;38;24;146;0.835616;62;0.612903;REDUCE_ALTA_KO
HomePPGLast5<=1.2;HomeLongBreakDays<=23.0;61;12;37;29;73;0.835616;66;0.560606;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeGFAvgSinceRestart<=1.5;61;12;43;20;73;0.835616;63;0.68254;REDUCE_ALTA_KO
HomePPGLast5>=1.6;HomeMatchesSinceRestart<=6.0;188;37;175;99;225;0.835556;274;0.638686;REDUCE_ALTA_KO
AwayGALast5Avg>=2.2;AwayOverRateSinceRestart>=1.0;127;25;45;30;152;0.835526;75;0.6;REDUCE_ALTA_KO
AwayGALast5Avg>=2.2;AwayOverRateSinceRestart>=1.0;127;25;45;30;152;0.835526;75;0.6;REDUCE_ALTA_KO
RankingGapScore>=2.698;HomeLongBreakDays<=35.0;193;38;124;61;231;0.835498;185;0.67027;REDUCE_ALTA_KO
HomePPGLast5>=2.0;AwayGALast5Avg>=1.8;193;38;119;74;231;0.835498;193;0.61658;REDUCE_ALTA_KO
AwayGALast5Avg>=2.2;AwayGFAvgSinceRestart>=1.0;193;38;80;47;231;0.835498;127;0.629921;REDUCE_ALTA_KO
AwayAttackScore<=8.27;HomeGFLast5Avg<=1.8;66;13;281;184;79;0.835443;465;0.604301;REDUCE_ALTA_KO
HomeAttackScore<=8.27;AwayPPGLast5<=1.4;66;13;243;179;79;0.835443;422;0.575829;REDUCE_ALTA_KO
AwayVenueOverScore>=6.67;HomeGFAvgSinceRestart>=1.667;264;52;89;40;316;0.835443;129;0.689922;REDUCE_ALTA_KO
AwayPPGLast5<=1.4;HomeMatchesSinceRestart<=4.0;198;39;189;121;237;0.835443;310;0.609677;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=4.36;HomeOverRateSinceRestart>=1.0;198;39;100;47;237;0.835443;147;0.680272;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=4.36;HomeOverRateSinceRestart>=1.0;198;39;100;47;237;0.835443;147;0.680272;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=6.67;HomeMatchesSinceRestart>=3.0;198;39;100;63;237;0.835443;163;0.613497;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=6.67;HomeMatchesSinceRestart>=3.0;198;39;100;63;237;0.835443;163;0.613497;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=4.36;HomeGFAvgSinceRestart>=2.5;132;26;48;21;158;0.835443;69;0.695652;REDUCE_ALTA_KO
AwayDefenseWeaknessScore>=10.0;AwayGFAvgSinceRestart<=2.0;132;26;58;26;158;0.835443;84;0.690476;REDUCE_ALTA_KO
AwayMatchesSinceRestart>=4.0;HomeGFAvgSinceRestart>=1.5;132;26;107;40;158;0.835443;147;0.727891;REDUCE_ALTA_KO
HomeWinsLast5>=3.0;HomeLongBreakDays<=23.0;66;13;40;20;79;0.835443;60;0.666667;REDUCE_ALTA_KO
HomeWinsLast5>=3.0;HomeLongBreakDays<=23.0;66;13;40;20;79;0.835443;60;0.666667;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeOverRateSinceRestart<=0.714;66;13;40;31;79;0.835443;71;0.56338;REDUCE_ALTA_KO
AveragePPGLast5>=1.0;HomeLongBreakDays<=32.0;335;66;184;117;401;0.835411;301;0.611296;REDUCE_ALTA_KO
TotalPPGLast5>=2.0;HomeLongBreakDays<=32.0;335;66;184;117;401;0.835411;301;0.611296;REDUCE_ALTA_KO
HomeGFLast5Avg>=1.4;HomeGFAvgSinceRestart>=2.0332;203;40;114;51;243;0.835391;165;0.690909;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeLongBreakDays<=35.0;274;54;64;34;328;0.835366;98;0.653061;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeLongBreakDays<=35.0;274;54;64;34;328;0.835366;98;0.653061;REDUCE_ALTA_KO
HomeMatchesSinceRestart<=6.0;AwayMatchesSinceRestart>=4.0;137;27;152;77;164;0.835366;229;0.663755;REDUCE_ALTA_KO
HomePPGLast5>=1.8;AwayPPGLast5<=0.8;137;27;118;69;164;0.835366;187;0.631016;REDUCE_ALTA_KO
HomePPGLast5>=1.8;WorstPPGLast5<=0.8;137;27;118;69;164;0.835366;187;0.631016;REDUCE_ALTA_KO
RankingGapScore>=2.18;HomeMatchesSinceRestart>=4.0;137;27;112;69;164;0.835366;181;0.618785;REDUCE_ALTA_KO
RankingGapScore>=3.23;AwayGALast5Avg>=2.4;137;27;57;32;164;0.835366;89;0.640449;REDUCE_ALTA_KO
WorstPPGLast5<=0.6;HomeOverRateSinceRestart>=0.667;137;27;92;50;164;0.835366;142;0.647887;REDUCE_ALTA_KO
WorstPPGLast5<=0.6;HomeOverRateSinceRestart>=0.667;137;27;92;50;164;0.835366;142;0.647887;REDUCE_ALTA_KO
AwayWinsLast5>=1.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinsLast5>=1.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeGFAvgSinceRestart>=2.5;137;27;60;34;164;0.835366;94;0.638298;REDUCE_ALTA_KO
AwayDefenseWeaknessScore>=8.33;HomeMatchesSinceRestart<=4.0;208;41;110;56;249;0.835341;166;0.662651;REDUCE_ALTA_KO
HomeGALast5Avg>=1.0;HomeOverRateSinceRestart>=1.0;208;41;111;60;249;0.835341;171;0.649123;REDUCE_ALTA_KO
HomeGALast5Avg>=1.0;HomeOverRateSinceRestart>=1.0;208;41;111;60;249;0.835341;171;0.649123;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=1.2;HomeOverRateSinceRestart>=0.714;279;55;150;88;334;0.835329;238;0.630252;REDUCE_ALTA_KO
HomeAttackScore<=13.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
AwayAttackScore<=13.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=8.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=10.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLast10OverScore>=6.0;HomeOverRateSinceRestart>=0.8;284;56;153;81;340;0.835294;234;0.653846;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected<=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeLongBreakDetected>=1.0;HomeOverRateSinceRestart>=0.8;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartReady<=1.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;BothTeamsRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;AtLeastOneTeamRestartNotReady>=0.0;284;56;157;89;340;0.835294;246;0.638211;REDUCE_ALTA_KO
AveragePPGLast5>=1.1;HomeOverRateSinceRestart>=0.8;213;42;117;68;255;0.835294;185;0.632432;REDUCE_ALTA_KO
TotalPPGLast5>=2.2;HomeOverRateSinceRestart>=0.8;213;42;117;68;255;0.835294;185;0.632432;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;AwayLongBreakDays<=28.0;71;14;6;5;85;0.835294;11;0.545455;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayMatchesSinceRestart>=5.0;71;14;30;34;85;0.835294;64;0.46875;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=4.0;HomeGFAvgSinceRestart>=2.5;71;14;23;8;85;0.835294;31;0.741935;REDUCE_ALTA_KO
HomeAttackScore>=8.27;HomeLongBreakDays<=32.0;360;71;145;99;431;0.835267;244;0.594262;REDUCE_ALTA_KO
HomeWinsLast5>=1.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinsLast5>=1.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeWinlessLast5<=0.0;HomeLongBreakDays<=32.0;360;71;207;131;431;0.835267;338;0.612426;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.5;360;71;187;112;431;0.835267;299;0.625418;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.5;360;71;187;112;431;0.835267;299;0.625418;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;289;57;167;108;346;0.83526;275;0.607273;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;289;57;167;108;346;0.83526;275;0.607273;REDUCE_ALTA_KO
RankingGapScore>=2.18;AwayPPGLast5<=1.0;218;43;215;135;261;0.835249;350;0.614286;REDUCE_ALTA_KO
HomeVenueOverScore>=7.5;HomeGFAvgSinceRestart>=1.667;218;43;73;26;261;0.835249;99;0.737374;REDUCE_ALTA_KO
AwayLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.714;147;29;52;30;176;0.835227;82;0.634146;REDUCE_ALTA_KO
AwayPPGLast5<=1.4;AwayMatchesSinceRestart<=5.0;223;44;218;141;267;0.835206;359;0.607242;REDUCE_ALTA_KO
HomePPGLast5<=1.8;HomeLongBreakDays<=28.0;223;44;123;84;267;0.835206;207;0.594203;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartReady>=1.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayRestartNotReady<=0.0;228;45;107;81;273;0.835165;188;0.569149;REDUCE_ALTA_KO
HomeWinsLast5>=2.0;HomeMatchesSinceRestart>=4.0;152;30;144;82;182;0.835165;226;0.637168;REDUCE_ALTA_KO
HomeWinsLast5>=2.0;HomeMatchesSinceRestart>=4.0;152;30;144;82;182;0.835165;226;0.637168;REDUCE_ALTA_KO
HomeWinsLast5>=2.0;HomeMatchesSinceRestart>=4.0;152;30;144;82;182;0.835165;226;0.637168;REDUCE_ALTA_KO
HomeAttackScore>=7.27;HomeGFAvgSinceRestart>=2.5;152;30;66;36;182;0.835165;102;0.647059;REDUCE_ALTA_KO
HomeAttackScore<=13.0;HomeGFAvgSinceRestart>=2.5;152;30;69;38;182;0.835165;107;0.64486;REDUCE_ALTA_KO
AwayAttackScore<=13.0;HomeGFAvgSinceRestart>=2.5;152;30;69;38;182;0.835165;107;0.64486;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=8.0;HomeGFAvgSinceRestart>=2.5;152;30;69;38;182;0.835165;107;0.64486;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=10.0;HomeGFAvgSinceRestart>=2.5;152;30;69;38;182;0.835165;107;0.64486;REDUCE_ALTA_KO
AwayDefenseWeaknessScore>=10.0;HomeWinsLast5>=3.0;152;30;45;26;182;0.835165;71;0.633803;REDUCE_ALTA_KO
AwayDefenseWeaknessScore>=10.0;HomeWinsLast5>=3.0;152;30;45;26;182;0.835165;71;0.633803;REDUCE_ALTA_KO
HomeLast10OverScore>=6.0;HomeGFAvgSinceRestart>=2.5;152;30;69;35;182;0.835165;104;0.663462;REDUCE_ALTA_KO
