Rule1;Rule2;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaTotal;AltaHitRate;MediaTotal;MediaHitRate;PrimaryUse
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDetected>=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady<=1.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady>=0.0;15;1;89;51;16;0.9375;140;0.635714;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart<=6.0;15;1;80;46;16;0.9375;126;0.634921;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeMatchesSinceRestart>=5.0;15;1;34;21;16;0.9375;55;0.618182;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeVenueOverScore<=6.36;14;1;355;201;15;0.933333;556;0.638489;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeVenueOverScore<=6.36;14;1;355;201;15;0.933333;556;0.638489;REDUCE_ALTA_KO
HomeAttackScore<=10.0;AwayVenueOverScore<=5.0;14;1;300;194;15;0.933333;494;0.607287;REDUCE_ALTA_KO
AwayAttackScore<=7.09;AwayGALast5Avg<=1.6;14;1;97;87;15;0.933333;184;0.527174;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;AwayGFLast5Avg<=1.2;14;1;115;66;15;0.933333;181;0.635359;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartReady>=1.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeRestartNotReady<=0.0;14;1;74;47;15;0.933333;121;0.61157;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart>=2.0;14;1;73;44;15;0.933333;117;0.623932;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart>=2.0;14;1;73;44;15;0.933333;117;0.623932;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart>=0.5;14;1;69;40;15;0.933333;109;0.633028;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart>=0.5;14;1;69;40;15;0.933333;109;0.633028;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays<=38.0;14;1;67;40;15;0.933333;107;0.626168;REDUCE_ALTA_KO
AwayAttackScore<=7.09;AveragePPGLast5>=1.7;14;1;31;27;15;0.933333;58;0.534483;REDUCE_ALTA_KO
AwayAttackScore<=7.09;TotalPPGLast5>=3.4;14;1;31;27;15;0.933333;58;0.534483;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AwayGFAvgSinceRestart>=1.286;41;3;68;38;44;0.931818;106;0.641509;REDUCE_ALTA_KO
AwayPPGLast5<=0.8;AwayLongBreakDays<=22.0;41;3;21;19;44;0.931818;40;0.525;REDUCE_ALTA_KO
WorstPPGLast5<=0.6;HomeGFAvgSinceRestart>=2.0332;67;5;23;11;72;0.930556;34;0.676471;REDUCE_ALTA_KO
WorstPPGLast5<=0.6;HomeGFAvgSinceRestart>=2.0332;67;5;23;11;72;0.930556;34;0.676471;REDUCE_ALTA_KO
AwayVenueOverScore<=5.71;BTTSProfileScore<=6.91;13;1;266;198;14;0.928571;464;0.573276;REDUCE_ALTA_KO
AwayAttackScore<=7.09;BTTSProfileScore<=6.384;13;1;170;76;14;0.928571;246;0.691057;REDUCE_ALTA_KO
AwayLast10OverScore<=6.0;HomePPGLast5<=0.8;13;1;104;62;14;0.928571;166;0.626506;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AwayPPGLast5<=0.8;13;1;80;56;14;0.928571;136;0.588235;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart>=1.0;13;1;75;47;14;0.928571;122;0.614754;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart>=1.2;13;1;61;40;14;0.928571;101;0.60396;REDUCE_ALTA_KO
HomePPGLast5>=2.0;AveragePPGLast5<=1.4;52;4;57;33;56;0.928571;90;0.633333;REDUCE_ALTA_KO
HomePPGLast5>=2.0;TotalPPGLast5<=2.8;52;4;57;33;56;0.928571;90;0.633333;REDUCE_ALTA_KO
AwayLongBreakDays<=25.0;HomeOverRateSinceRestart>=1.0;52;4;13;12;56;0.928571;25;0.52;REDUCE_ALTA_KO
AwayLongBreakDays<=25.0;HomeOverRateSinceRestart>=1.0;52;4;13;12;56;0.928571;25;0.52;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;AwayOverRateSinceRestart>=0.714;13;1;33;16;14;0.928571;49;0.673469;REDUCE_ALTA_KO
AveragePPGLast5<=1.1;HomeWinsLast5>=3.0;13;1;21;11;14;0.928571;32;0.65625;REDUCE_ALTA_KO
AveragePPGLast5<=1.1;HomeWinsLast5>=3.0;13;1;21;11;14;0.928571;32;0.65625;REDUCE_ALTA_KO
TotalPPGLast5<=2.2;HomeWinsLast5>=3.0;13;1;21;11;14;0.928571;32;0.65625;REDUCE_ALTA_KO
TotalPPGLast5<=2.2;HomeWinsLast5>=3.0;13;1;21;11;14;0.928571;32;0.65625;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeGFAvgSinceRestart>=1.667;89;7;21;2;96;0.927083;23;0.913043;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeLongBreakDays<=23.0;63;5;18;10;68;0.926471;28;0.642857;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayGFLast5Avg<=2.0;25;2;252;170;27;0.925926;422;0.597156;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeLongBreakDays<=28.0;25;2;43;30;27;0.925926;73;0.589041;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeLongBreakDays<=29.0;25;2;43;30;27;0.925926;73;0.589041;REDUCE_ALTA_KO
HomePPGLast5<=0.8;HomeGFAvgSinceRestart>=2.0332;25;2;8;2;27;0.925926;10;0.8;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeMatchesSinceRestart<=3.0;12;1;77;58;13;0.923077;135;0.57037;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeMatchesSinceRestart<=3.0;12;1;77;58;13;0.923077;135;0.57037;REDUCE_ALTA_KO
BTTSProfileScore>=8.69;AwayGFAvgSinceRestart>=1.7;106;27;12;1;133;0.796992;13;0.923077;PROMOTE_MEDIA_OK
HomeDefenseWeaknessScore<=4.94;HomeGFAvgSinceRestart<=1.667;24;2;79;50;26;0.923077;129;0.612403;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayMatchesSinceRestart<=3.0;12;1;67;53;13;0.923077;120;0.558333;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayMatchesSinceRestart<=3.0;12;1;67;53;13;0.923077;120;0.558333;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeLongBreakDays<=25.0;84;7;24;10;91;0.923077;34;0.705882;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeOverRateSinceRestart>=0.8;24;2;49;39;26;0.923077;88;0.556818;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart>=1.5;12;1;55;31;13;0.923077;86;0.639535;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeOverRateSinceRestart>=0.667;12;1;52;31;13;0.923077;83;0.626506;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeGFAvgSinceRestart>=1.667;12;1;29;28;13;0.923077;57;0.508772;REDUCE_ALTA_KO
WorstPPGLast5<=0.6;HomeGFAvgSinceRestart>=2.5;48;4;15;10;52;0.923077;25;0.6;REDUCE_ALTA_KO
WorstPPGLast5<=0.6;HomeGFAvgSinceRestart>=2.5;48;4;15;10;52;0.923077;25;0.6;REDUCE_ALTA_KO
AwayAttackScore<=7.09;HomeGFAvgSinceRestart>=2.0332;24;2;31;14;26;0.923077;45;0.688889;REDUCE_ALTA_KO
AwayAttackScore<=8.27;HomeGFAvgSinceRestart>=2.5;36;3;28;12;39;0.923077;40;0.7;REDUCE_ALTA_KO
HomeGFLast5Avg>=2.2;HomeGFAvgSinceRestart<=1.0;15;8;12;1;23;0.652174;13;0.923077;PROMOTE_MEDIA_OK
HomeGFLast5Avg>=2.2;HomeGFAvgSinceRestart<=1.2;15;8;12;1;23;0.652174;13;0.923077;PROMOTE_MEDIA_OK
HomeAttackScore>=10.0;HomeLast10OverScore<=6.0;35;3;151;92;38;0.921053;243;0.621399;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;BTTSProfileScore<=6.91;23;2;317;199;25;0.92;516;0.614341;REDUCE_ALTA_KO
AwayMatchesSinceRestart>=4.0;AwayGFAvgSinceRestart<=1.0;23;2;62;35;25;0.92;97;0.639175;REDUCE_ALTA_KO
AwayAttackScore<=8.27;HomeGFAvgSinceRestart>=2.0332;46;4;53;19;50;0.92;72;0.736111;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeLongBreakDays<=29.0;34;3;84;56;37;0.918919;140;0.6;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeLongBreakDays<=28.0;34;3;84;55;37;0.918919;139;0.604317;REDUCE_ALTA_KO
HomeAttackScore<=7.27;AveragePPGLast5<=1.1;45;4;142;124;49;0.918367;266;0.533835;REDUCE_ALTA_KO
HomeAttackScore<=7.27;TotalPPGLast5<=2.2;45;4;142;124;49;0.918367;266;0.533835;REDUCE_ALTA_KO
HomeAttackScore<=9.23;BTTSProfileScore<=6.384;11;1;232;165;12;0.916667;397;0.584383;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.94;AwayVenueOverScore<=5.0;11;1;161;97;12;0.916667;258;0.624031;REDUCE_ALTA_KO
AwayAttackScore<=9.106;AwayMatchesSinceRestart>=4.0;55;5;133;71;60;0.916667;204;0.651961;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AveragePPGLast5<=1.1;11;1;108;90;12;0.916667;198;0.545455;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;TotalPPGLast5<=2.2;11;1;108;90;12;0.916667;198;0.545455;REDUCE_ALTA_KO
AwayVenueOverScore<=5.0;HomeGFLast5Avg<=1.2;11;1;106;75;12;0.916667;181;0.585635;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeLongBreakDays<=29.0;143;13;39;21;156;0.916667;60;0.65;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeGFAvgSinceRestart<=2.0;22;2;77;50;24;0.916667;127;0.606299;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeGFAvgSinceRestart<=2.0332;22;2;77;50;24;0.916667;127;0.606299;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart>=3.0;11;1;62;34;12;0.916667;96;0.645833;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeMatchesSinceRestart>=3.0;11;1;62;34;12;0.916667;96;0.645833;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays<=35.0;11;1;55;30;12;0.916667;85;0.647059;REDUCE_ALTA_KO
AwayVenueOverScore>=9.23;AwayLongBreakDays<=28.0;59;19;11;1;78;0.75641;12;0.916667;PROMOTE_MEDIA_OK
BTTSProfileScore<=6.384;HomeGFAvgSinceRestart>=1.667;11;1;49;28;12;0.916667;77;0.636364;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays<=32.0;11;1;49;27;12;0.916667;76;0.644737;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays<=28.0;11;1;42;24;12;0.916667;66;0.636364;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays<=29.0;11;1;42;24;12;0.916667;66;0.636364;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;AwayLongBreakDays<=25.0;11;1;36;21;12;0.916667;57;0.631579;REDUCE_ALTA_KO
HomePPGLast5>=2.0;AveragePPGLast5<=1.3;33;3;34;23;36;0.916667;57;0.596491;REDUCE_ALTA_KO
HomePPGLast5>=2.0;TotalPPGLast5<=2.6;33;3;34;23;36;0.916667;57;0.596491;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeGFAvgSinceRestart>=2.5;11;1;31;24;12;0.916667;55;0.563636;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;HomeLongBreakDays<=25.0;11;1;32;13;12;0.916667;45;0.711111;REDUCE_ALTA_KO
AwayAttackScore<=7.09;HomeLongBreakDays<=25.0;22;2;29;15;24;0.916667;44;0.659091;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeLongBreakDays<=25.0;22;2;25;17;24;0.916667;42;0.595238;REDUCE_ALTA_KO
AveragePPGLast5<=1.0;AwayLongBreakDays<=22.0;22;2;23;17;24;0.916667;40;0.575;REDUCE_ALTA_KO
TotalPPGLast5<=2.0;AwayLongBreakDays<=22.0;22;2;23;17;24;0.916667;40;0.575;REDUCE_ALTA_KO
HomePPGLast5>=2.0;HomeGFAvgSinceRestart<=1.2;11;1;13;10;12;0.916667;23;0.565217;REDUCE_ALTA_KO
HomeAttackScore>=13.0;AwayLongBreakDays>=38.0;11;1;16;6;12;0.916667;22;0.727273;REDUCE_ALTA_KO
HomePPGLast5>=2.0;HomeGFAvgSinceRestart<=1.0;11;1;10;10;12;0.916667;20;0.5;REDUCE_ALTA_KO
WorstPPGLast5<=0.8;AveragePPGLast5>=1.8;11;1;15;4;12;0.916667;19;0.789474;REDUCE_ALTA_KO
WorstPPGLast5<=0.8;TotalPPGLast5>=3.6;11;1;15;4;12;0.916667;19;0.789474;REDUCE_ALTA_KO
AwayPPGLast5<=0.8;AveragePPGLast5>=1.7;11;1;9;7;12;0.916667;16;0.5625;REDUCE_ALTA_KO
AwayPPGLast5<=0.8;TotalPPGLast5>=3.4;11;1;9;7;12;0.916667;16;0.5625;REDUCE_ALTA_KO
AveragePPGLast5<=1.5;HomeGFAvgSinceRestart>=2.0332;109;10;45;20;119;0.915966;65;0.692308;REDUCE_ALTA_KO
TotalPPGLast5<=3.0;HomeGFAvgSinceRestart>=2.0332;109;10;45;20;119;0.915966;65;0.692308;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeLongBreakDays<=28.0;87;8;9;4;95;0.915789;13;0.692308;REDUCE_ALTA_KO
HomeAttackScore>=13.0;WorstPPGLast5<=0.6;130;12;29;8;142;0.915493;37;0.783784;REDUCE_ALTA_KO
HomeAttackScore>=13.0;WorstPPGLast5<=0.6;130;12;29;8;142;0.915493;37;0.783784;REDUCE_ALTA_KO
HomeAttackScore>=13.0;AwayAttackScore<=7.09;65;6;90;42;71;0.915493;132;0.681818;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AwayMatchesSinceRestart>=4.0;43;4;95;54;47;0.914894;149;0.637584;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AwayGFAvgSinceRestart>=1.5;32;3;52;29;35;0.914286;81;0.641975;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeMatchesSinceRestart>=6.0;32;3;3;3;35;0.914286;6;0.5;REDUCE_ALTA_KO
WorstPPGLast5<=0.8;HomeGFAvgSinceRestart>=2.0332;85;8;38;12;93;0.913978;50;0.76;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;HomeGFAvgSinceRestart>=1.0;21;2;100;84;23;0.913043;184;0.543478;REDUCE_ALTA_KO
HomePPGLast5>=1.8;HomeGFAvgSinceRestart<=1.2;21;2;18;15;23;0.913043;33;0.545455;REDUCE_ALTA_KO
HomeWinsLast5>=3.0;HomeGFAvgSinceRestart<=1.2;21;2;16;14;23;0.913043;30;0.533333;REDUCE_ALTA_KO
HomeWinsLast5>=3.0;HomeGFAvgSinceRestart<=1.2;21;2;16;14;23;0.913043;30;0.533333;REDUCE_ALTA_KO
HomePPGLast5>=1.8;HomeGFAvgSinceRestart<=1.0;21;2;14;14;23;0.913043;28;0.5;REDUCE_ALTA_KO
HomeWinsLast5>=3.0;HomeGFAvgSinceRestart<=1.0;21;2;12;14;23;0.913043;26;0.461538;REDUCE_ALTA_KO
HomeWinsLast5>=3.0;HomeGFAvgSinceRestart<=1.0;21;2;12;14;23;0.913043;26;0.461538;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;HomeGFAvgSinceRestart>=1.5;94;9;24;3;103;0.912621;27;0.888889;REDUCE_ALTA_KO
RankingGapScore>=3.898;HomeGFAvgSinceRestart>=2.0332;52;5;26;9;57;0.912281;35;0.742857;REDUCE_ALTA_KO
AwayGALast5Avg>=2.4;HomeLongBreakDays<=28.0;135;13;38;19;148;0.912162;57;0.666667;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeGFAvgSinceRestart>=1.667;31;3;89;55;34;0.911765;144;0.618056;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeLongBreakDays<=25.0;31;3;60;32;34;0.911765;92;0.652174;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=3.0;HomeOverRateSinceRestart<=0.5;41;4;107;62;45;0.911111;169;0.633136;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=3.0;HomeOverRateSinceRestart<=0.5;41;4;107;62;45;0.911111;169;0.633136;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=3.0;HomeOverRateSinceRestart<=0.5;41;4;107;62;45;0.911111;169;0.633136;REDUCE_ALTA_KO
HomeMatchesSinceRestart>=3.0;HomeOverRateSinceRestart<=0.5;41;4;107;62;45;0.911111;169;0.633136;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeGFAvgSinceRestart>=1.2;41;4;88;61;45;0.911111;149;0.590604;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeGFAvgSinceRestart>=1.5;41;4;76;58;45;0.911111;134;0.567164;REDUCE_ALTA_KO
RankingGapScore>=3.898;HomeOverRateSinceRestart>=1.0;51;5;30;10;56;0.910714;40;0.75;REDUCE_ALTA_KO
RankingGapScore>=3.898;HomeOverRateSinceRestart>=1.0;51;5;30;10;56;0.910714;40;0.75;REDUCE_ALTA_KO
HomeAttackScore<=9.23;AwayVenueOverScore<=5.0;10;1;235;151;11;0.909091;386;0.608808;REDUCE_ALTA_KO
AwayAttackScore<=8.27;AwayGALast5Avg<=1.8;40;4;220;164;44;0.909091;384;0.572917;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeMatchesSinceRestart>=3.0;30;3;125;78;33;0.909091;203;0.615764;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeMatchesSinceRestart>=3.0;30;3;125;78;33;0.909091;203;0.615764;REDUCE_ALTA_KO
HomeLast10OverScore<=6.0;AwayOverRateSinceRestart<=0.8;10;1;90;72;11;0.909091;162;0.555556;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartReady>=1.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.36;HomeRestartNotReady<=0.0;40;4;94;61;44;0.909091;155;0.606452;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeOverRateSinceRestart<=0.5;10;1;93;55;11;0.909091;148;0.628378;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeOverRateSinceRestart<=0.5;10;1;93;55;11;0.909091;148;0.628378;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeOverRateSinceRestart<=0.5;10;1;93;55;11;0.909091;148;0.628378;REDUCE_ALTA_KO
AwayLast10OverScore<=7.2;HomeOverRateSinceRestart<=0.5;10;1;93;55;11;0.909091;148;0.628378;REDUCE_ALTA_KO
AwayAttackScore<=9.106;AwayMatchesSinceRestart>=5.0;40;4;86;55;44;0.909091;141;0.609929;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;AwayPPGLast5<=0.8;20;2;96;40;22;0.909091;136;0.705882;REDUCE_ALTA_KO
HomeAttackScore>=11.82;HomeLast10OverScore<=6.0;20;2;77;48;22;0.909091;125;0.616;REDUCE_ALTA_KO
BTTSProfileScore>=8.69;AwayGFAvgSinceRestart>=2.0;96;26;10;1;122;0.786885;11;0.909091;PROMOTE_MEDIA_OK
BTTSProfileScore>=8.69;HomeGFAvgSinceRestart>=2.0;95;20;10;1;115;0.826087;11;0.909091;PROMOTE_MEDIA_OK
HomePPGLast5>=2.0;WorstPPGLast5<=0.6;70;7;58;44;77;0.909091;102;0.568627;REDUCE_ALTA_KO
HomePPGLast5>=2.0;WorstPPGLast5<=0.6;70;7;58;44;77;0.909091;102;0.568627;REDUCE_ALTA_KO
BTTSProfileScore<=6.384;AwayMatchesSinceRestart<=4.0;10;1;67;34;11;0.909091;101;0.663366;REDUCE_ALTA_KO
HomeVenueOverScore>=8.89;AwayGFAvgSinceRestart>=1.286;82;15;10;1;97;0.845361;11;0.909091;PROMOTE_MEDIA_OK
AwayDefenseWeaknessScore<=6.82;AwayGFAvgSinceRestart<=1.286;10;1;55;39;11;0.909091;94;0.585106;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=6.82;AwayPPGLast5<=0.8;10;1;53;40;11;0.909091;93;0.569892;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=6.82;AwayGFAvgSinceRestart<=1.0;10;1;43;33;11;0.909091;76;0.565789;REDUCE_ALTA_KO
BTTSProfileScore<=6.91;HomeMatchesSinceRestart>=6.0;10;1;34;22;11;0.909091;56;0.607143;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=8.0;HomeLast10OverScore<=6.0;10;1;34;21;11;0.909091;55;0.618182;REDUCE_ALTA_KO
