Driver;Group;BinIndex;BinMin;BinMax;Count;GroupTotal;Percentage
HomeMatchesSinceRestart;MEDIA_OK;5;8.2;10.0;14;475;2.947368
HomeMatchesSinceRestart;MEDIA_OK;6;10.0;11.8;7;475;1.473684
HomeMatchesSinceRestart;MEDIA_OK;7;11.8;13.6;3;475;0.631579
HomeMatchesSinceRestart;MEDIA_OK;8;13.6;15.4;0;475;0.0
HomeMatchesSinceRestart;MEDIA_OK;9;15.4;17.2;1;475;0.210526
HomeMatchesSinceRestart;MEDIA_OK;10;17.2;19.0;1;475;0.210526
HomeOverRateSinceRestart;ALTA_KO;1;0.0;0.1;9;120;7.5
HomeOverRateSinceRestart;ALTA_KO;2;0.1;0.2;0;120;0.0
HomeOverRateSinceRestart;ALTA_KO;3;0.2;0.3;1;120;0.833333
HomeOverRateSinceRestart;ALTA_KO;4;0.3;0.4;2;120;1.666667
HomeOverRateSinceRestart;ALTA_KO;5;0.4;0.5;0;120;0.0
HomeOverRateSinceRestart;ALTA_KO;6;0.5;0.6;20;120;16.666667
HomeOverRateSinceRestart;ALTA_KO;7;0.6;0.7;19;120;15.833333
HomeOverRateSinceRestart;ALTA_KO;8;0.7;0.8;14;120;11.666667
HomeOverRateSinceRestart;ALTA_KO;9;0.8;0.9;13;120;10.833333
HomeOverRateSinceRestart;ALTA_KO;10;0.9;1.0;42;120;35.0
HomeOverRateSinceRestart;ALTA_OK;1;0.0;0.1;26;474;5.485232
HomeOverRateSinceRestart;ALTA_OK;2;0.1;0.2;0;474;0.0
HomeOverRateSinceRestart;ALTA_OK;3;0.2;0.3;4;474;0.843882
HomeOverRateSinceRestart;ALTA_OK;4;0.3;0.4;14;474;2.953586
HomeOverRateSinceRestart;ALTA_OK;5;0.4;0.5;5;474;1.054852
HomeOverRateSinceRestart;ALTA_OK;6;0.5;0.6;53;474;11.181435
HomeOverRateSinceRestart;ALTA_OK;7;0.6;0.7;56;474;11.814346
HomeOverRateSinceRestart;ALTA_OK;8;0.7;0.8;36;474;7.594937
HomeOverRateSinceRestart;ALTA_OK;9;0.8;0.9;70;474;14.767932
HomeOverRateSinceRestart;ALTA_OK;10;0.9;1.0;210;474;44.303797
HomeOverRateSinceRestart;MEDIA_KO;1;0.0;0.1;25;295;8.474576
HomeOverRateSinceRestart;MEDIA_KO;2;0.1;0.2;1;295;0.338983
HomeOverRateSinceRestart;MEDIA_KO;3;0.2;0.3;9;295;3.050847
HomeOverRateSinceRestart;MEDIA_KO;4;0.3;0.4;19;295;6.440678
HomeOverRateSinceRestart;MEDIA_KO;5;0.4;0.5;14;295;4.745763
HomeOverRateSinceRestart;MEDIA_KO;6;0.5;0.6;69;295;23.389831
HomeOverRateSinceRestart;MEDIA_KO;7;0.6;0.7;40;295;13.559322
HomeOverRateSinceRestart;MEDIA_KO;8;0.7;0.8;30;295;10.169492
HomeOverRateSinceRestart;MEDIA_KO;9;0.8;0.9;23;295;7.79661
HomeOverRateSinceRestart;MEDIA_KO;10;0.9;1.0;65;295;22.033898
HomeOverRateSinceRestart;MEDIA_OK;1;0.0;0.1;31;475;6.526316
HomeOverRateSinceRestart;MEDIA_OK;2;0.1;0.2;1;475;0.210526
HomeOverRateSinceRestart;MEDIA_OK;3;0.2;0.3;14;475;2.947368
HomeOverRateSinceRestart;MEDIA_OK;4;0.3;0.4;31;475;6.526316
HomeOverRateSinceRestart;MEDIA_OK;5;0.4;0.5;19;475;4.0
HomeOverRateSinceRestart;MEDIA_OK;6;0.5;0.6;111;475;23.368421
HomeOverRateSinceRestart;MEDIA_OK;7;0.6;0.7;69;475;14.526316
HomeOverRateSinceRestart;MEDIA_OK;8;0.7;0.8;44;475;9.263158
HomeOverRateSinceRestart;MEDIA_OK;9;0.8;0.9;33;475;6.947368
HomeOverRateSinceRestart;MEDIA_OK;10;0.9;1.0;122;475;25.684211
HomePPGLast5;ALTA_KO;1;0.0;0.3;16;358;4.469274
HomePPGLast5;ALTA_KO;2;0.3;0.6;14;358;3.910615
HomePPGLast5;ALTA_KO;3;0.6;0.9;59;358;16.480447
HomePPGLast5;ALTA_KO;4;0.9;1.2;25;358;6.98324
HomePPGLast5;ALTA_KO;5;1.2;1.5;100;358;27.932961
HomePPGLast5;ALTA_KO;6;1.5;1.8;17;358;4.748603
HomePPGLast5;ALTA_KO;7;1.8;2.1;74;358;20.670391
HomePPGLast5;ALTA_KO;8;2.1;2.4;8;358;2.234637
HomePPGLast5;ALTA_KO;9;2.4;2.7;33;358;9.217877
HomePPGLast5;ALTA_KO;10;2.7;3.0;12;358;3.351955
HomePPGLast5;ALTA_OK;1;0.0;0.3;67;1025;6.536585
HomePPGLast5;ALTA_OK;2;0.3;0.6;27;1025;2.634146
HomePPGLast5;ALTA_OK;3;0.6;0.9;187;1025;18.243902
HomePPGLast5;ALTA_OK;4;0.9;1.2;51;1025;4.97561
HomePPGLast5;ALTA_OK;5;1.2;1.5;248;1025;24.195122
HomePPGLast5;ALTA_OK;6;1.5;1.8;55;1025;5.365854
HomePPGLast5;ALTA_OK;7;1.8;2.1;215;1025;20.97561
HomePPGLast5;ALTA_OK;8;2.1;2.4;34;1025;3.317073
HomePPGLast5;ALTA_OK;9;2.4;2.7;108;1025;10.536585
HomePPGLast5;ALTA_OK;10;2.7;3.0;33;1025;3.219512
HomePPGLast5;MEDIA_KO;1;0.0;0.3;57;724;7.872928
HomePPGLast5;MEDIA_KO;2;0.3;0.6;28;724;3.867403
HomePPGLast5;MEDIA_KO;3;0.6;0.9;112;724;15.469613
HomePPGLast5;MEDIA_KO;4;0.9;1.2;55;724;7.596685
HomePPGLast5;MEDIA_KO;5;1.2;1.5;185;724;25.552486
HomePPGLast5;MEDIA_KO;6;1.5;1.8;38;724;5.248619
HomePPGLast5;MEDIA_KO;7;1.8;2.1;120;724;16.574586
HomePPGLast5;MEDIA_KO;8;2.1;2.4;35;724;4.834254
HomePPGLast5;MEDIA_KO;9;2.4;2.7;68;724;9.392265
HomePPGLast5;MEDIA_KO;10;2.7;3.0;26;724;3.59116
HomePPGLast5;MEDIA_OK;1;0.0;0.3;79;1161;6.804479
HomePPGLast5;MEDIA_OK;2;0.3;0.6;34;1161;2.92851
HomePPGLast5;MEDIA_OK;3;0.6;0.9;215;1161;18.518519
HomePPGLast5;MEDIA_OK;4;0.9;1.2;68;1161;5.85702
HomePPGLast5;MEDIA_OK;5;1.2;1.5;270;1161;23.255814
HomePPGLast5;MEDIA_OK;6;1.5;1.8;88;1161;7.579673
HomePPGLast5;MEDIA_OK;7;1.8;2.1;236;1161;20.327304
HomePPGLast5;MEDIA_OK;8;2.1;2.4;38;1161;3.27304
HomePPGLast5;MEDIA_OK;9;2.4;2.7;105;1161;9.043928
HomePPGLast5;MEDIA_OK;10;2.7;3.0;28;1161;2.411714
HomeRestartNotReady;ALTA_KO;1;0.0;0.1;100;120;83.333333
HomeRestartNotReady;ALTA_KO;2;0.1;0.2;0;120;0.0
HomeRestartNotReady;ALTA_KO;3;0.2;0.3;0;120;0.0
HomeRestartNotReady;ALTA_KO;4;0.3;0.4;0;120;0.0
HomeRestartNotReady;ALTA_KO;5;0.4;0.5;0;120;0.0
HomeRestartNotReady;ALTA_KO;6;0.5;0.6;0;120;0.0
HomeRestartNotReady;ALTA_KO;7;0.6;0.7;0;120;0.0
HomeRestartNotReady;ALTA_KO;8;0.7;0.8;0;120;0.0
HomeRestartNotReady;ALTA_KO;9;0.8;0.9;0;120;0.0
HomeRestartNotReady;ALTA_KO;10;0.9;1.0;20;120;16.666667
HomeRestartNotReady;ALTA_OK;1;0.0;0.1;416;474;87.763713
HomeRestartNotReady;ALTA_OK;2;0.1;0.2;0;474;0.0
HomeRestartNotReady;ALTA_OK;3;0.2;0.3;0;474;0.0
HomeRestartNotReady;ALTA_OK;4;0.3;0.4;0;474;0.0
HomeRestartNotReady;ALTA_OK;5;0.4;0.5;0;474;0.0
HomeRestartNotReady;ALTA_OK;6;0.5;0.6;0;474;0.0
HomeRestartNotReady;ALTA_OK;7;0.6;0.7;0;474;0.0
HomeRestartNotReady;ALTA_OK;8;0.7;0.8;0;474;0.0
HomeRestartNotReady;ALTA_OK;9;0.8;0.9;0;474;0.0
HomeRestartNotReady;ALTA_OK;10;0.9;1.0;58;474;12.236287
HomeRestartNotReady;MEDIA_KO;1;0.0;0.1;246;295;83.389831
HomeRestartNotReady;MEDIA_KO;2;0.1;0.2;0;295;0.0
HomeRestartNotReady;MEDIA_KO;3;0.2;0.3;0;295;0.0
HomeRestartNotReady;MEDIA_KO;4;0.3;0.4;0;295;0.0
HomeRestartNotReady;MEDIA_KO;5;0.4;0.5;0;295;0.0
HomeRestartNotReady;MEDIA_KO;6;0.5;0.6;0;295;0.0
HomeRestartNotReady;MEDIA_KO;7;0.6;0.7;0;295;0.0
HomeRestartNotReady;MEDIA_KO;8;0.7;0.8;0;295;0.0
HomeRestartNotReady;MEDIA_KO;9;0.8;0.9;0;295;0.0
HomeRestartNotReady;MEDIA_KO;10;0.9;1.0;49;295;16.610169
HomeRestartNotReady;MEDIA_OK;1;0.0;0.1;403;475;84.842105
HomeRestartNotReady;MEDIA_OK;2;0.1;0.2;0;475;0.0
HomeRestartNotReady;MEDIA_OK;3;0.2;0.3;0;475;0.0
HomeRestartNotReady;MEDIA_OK;4;0.3;0.4;0;475;0.0
HomeRestartNotReady;MEDIA_OK;5;0.4;0.5;0;475;0.0
HomeRestartNotReady;MEDIA_OK;6;0.5;0.6;0;475;0.0
HomeRestartNotReady;MEDIA_OK;7;0.6;0.7;0;475;0.0
HomeRestartNotReady;MEDIA_OK;8;0.7;0.8;0;475;0.0
HomeRestartNotReady;MEDIA_OK;9;0.8;0.9;0;475;0.0
HomeRestartNotReady;MEDIA_OK;10;0.9;1.0;72;475;15.157895
HomeRestartReady;ALTA_KO;1;0.0;0.1;20;120;16.666667
HomeRestartReady;ALTA_KO;2;0.1;0.2;0;120;0.0
HomeRestartReady;ALTA_KO;3;0.2;0.3;0;120;0.0
HomeRestartReady;ALTA_KO;4;0.3;0.4;0;120;0.0
HomeRestartReady;ALTA_KO;5;0.4;0.5;0;120;0.0
HomeRestartReady;ALTA_KO;6;0.5;0.6;0;120;0.0
HomeRestartReady;ALTA_KO;7;0.6;0.7;0;120;0.0
HomeRestartReady;ALTA_KO;8;0.7;0.8;0;120;0.0
HomeRestartReady;ALTA_KO;9;0.8;0.9;0;120;0.0
HomeRestartReady;ALTA_KO;10;0.9;1.0;100;120;83.333333
HomeRestartReady;ALTA_OK;1;0.0;0.1;58;474;12.236287
HomeRestartReady;ALTA_OK;2;0.1;0.2;0;474;0.0
HomeRestartReady;ALTA_OK;3;0.2;0.3;0;474;0.0
HomeRestartReady;ALTA_OK;4;0.3;0.4;0;474;0.0
HomeRestartReady;ALTA_OK;5;0.4;0.5;0;474;0.0
HomeRestartReady;ALTA_OK;6;0.5;0.6;0;474;0.0
HomeRestartReady;ALTA_OK;7;0.6;0.7;0;474;0.0
HomeRestartReady;ALTA_OK;8;0.7;0.8;0;474;0.0
HomeRestartReady;ALTA_OK;9;0.8;0.9;0;474;0.0
HomeRestartReady;ALTA_OK;10;0.9;1.0;416;474;87.763713
HomeRestartReady;MEDIA_KO;1;0.0;0.1;49;295;16.610169
HomeRestartReady;MEDIA_KO;2;0.1;0.2;0;295;0.0
HomeRestartReady;MEDIA_KO;3;0.2;0.3;0;295;0.0
HomeRestartReady;MEDIA_KO;4;0.3;0.4;0;295;0.0
HomeRestartReady;MEDIA_KO;5;0.4;0.5;0;295;0.0
HomeRestartReady;MEDIA_KO;6;0.5;0.6;0;295;0.0
HomeRestartReady;MEDIA_KO;7;0.6;0.7;0;295;0.0
HomeRestartReady;MEDIA_KO;8;0.7;0.8;0;295;0.0
HomeRestartReady;MEDIA_KO;9;0.8;0.9;0;295;0.0
HomeRestartReady;MEDIA_KO;10;0.9;1.0;246;295;83.389831
HomeRestartReady;MEDIA_OK;1;0.0;0.1;72;475;15.157895
HomeRestartReady;MEDIA_OK;2;0.1;0.2;0;475;0.0
HomeRestartReady;MEDIA_OK;3;0.2;0.3;0;475;0.0
HomeRestartReady;MEDIA_OK;4;0.3;0.4;0;475;0.0
HomeRestartReady;MEDIA_OK;5;0.4;0.5;0;475;0.0
HomeRestartReady;MEDIA_OK;6;0.5;0.6;0;475;0.0
HomeRestartReady;MEDIA_OK;7;0.6;0.7;0;475;0.0
HomeRestartReady;MEDIA_OK;8;0.7;0.8;0;475;0.0
HomeRestartReady;MEDIA_OK;9;0.8;0.9;0;475;0.0
HomeRestartReady;MEDIA_OK;10;0.9;1.0;403;475;84.842105
HomeVenueOverScore;ALTA_KO;1;0.0;1.0;1;366;0.273224
HomeVenueOverScore;ALTA_KO;2;1.0;2.0;0;366;0.0
HomeVenueOverScore;ALTA_KO;3;2.0;3.0;0;366;0.0
HomeVenueOverScore;ALTA_KO;4;3.0;4.0;1;366;0.273224
HomeVenueOverScore;ALTA_KO;5;4.0;5.0;6;366;1.639344
HomeVenueOverScore;ALTA_KO;6;5.0;6.0;41;366;11.202186
HomeVenueOverScore;ALTA_KO;7;6.0;7.0;51;366;13.934426
HomeVenueOverScore;ALTA_KO;8;7.0;8.0;88;366;24.043716
HomeVenueOverScore;ALTA_KO;9;8.0;9.0;113;366;30.874317
HomeVenueOverScore;ALTA_KO;10;9.0;10.0;65;366;17.759563
HomeVenueOverScore;ALTA_OK;1;0.0;1.0;2;1043;0.191755
HomeVenueOverScore;ALTA_OK;2;1.0;2.0;0;1043;0.0
HomeVenueOverScore;ALTA_OK;3;2.0;3.0;0;1043;0.0
HomeVenueOverScore;ALTA_OK;4;3.0;4.0;6;1043;0.575264
HomeVenueOverScore;ALTA_OK;5;4.0;5.0;17;1043;1.629914
HomeVenueOverScore;ALTA_OK;6;5.0;6.0;84;1043;8.053691
HomeVenueOverScore;ALTA_OK;7;6.0;7.0;161;1043;15.436242
HomeVenueOverScore;ALTA_OK;8;7.0;8.0;228;1043;21.860019
HomeVenueOverScore;ALTA_OK;9;8.0;9.0;306;1043;29.338447
HomeVenueOverScore;ALTA_OK;10;9.0;10.0;239;1043;22.914669
HomeVenueOverScore;MEDIA_KO;1;0.0;1.0;86;1002;8.582834
HomeVenueOverScore;MEDIA_KO;2;1.0;2.0;3;1002;0.299401
HomeVenueOverScore;MEDIA_KO;3;2.0;3.0;14;1002;1.397206
HomeVenueOverScore;MEDIA_KO;4;3.0;4.0;63;1002;6.287425
HomeVenueOverScore;MEDIA_KO;5;4.0;5.0;66;1002;6.586826
HomeVenueOverScore;MEDIA_KO;6;5.0;6.0;222;1002;22.155689
HomeVenueOverScore;MEDIA_KO;7;6.0;7.0;173;1002;17.265469
HomeVenueOverScore;MEDIA_KO;8;7.0;8.0;139;1002;13.872255
HomeVenueOverScore;MEDIA_KO;9;8.0;9.0;60;1002;5.988024
HomeVenueOverScore;MEDIA_KO;10;9.0;10.0;176;1002;17.56487
HomeVenueOverScore;MEDIA_OK;1;0.0;1.0;155;1638;9.462759
HomeVenueOverScore;MEDIA_OK;2;1.0;2.0;2;1638;0.1221
HomeVenueOverScore;MEDIA_OK;3;2.0;3.0;20;1638;1.221001
HomeVenueOverScore;MEDIA_OK;4;3.0;4.0;71;1638;4.334554
HomeVenueOverScore;MEDIA_OK;5;4.0;5.0;88;1638;5.372405
HomeVenueOverScore;MEDIA_OK;6;5.0;6.0;375;1638;22.893773
HomeVenueOverScore;MEDIA_OK;7;6.0;7.0;280;1638;17.094017
HomeVenueOverScore;MEDIA_OK;8;7.0;8.0;241;1638;14.713065
HomeVenueOverScore;MEDIA_OK;9;8.0;9.0;92;1638;5.616606
HomeVenueOverScore;MEDIA_OK;10;9.0;10.0;314;1638;19.169719
HomeWinlessLast5;ALTA_KO;1;0.0;0.1;323;358;90.223464
HomeWinlessLast5;ALTA_KO;2;0.1;0.2;0;358;0.0
HomeWinlessLast5;ALTA_KO;3;0.2;0.3;0;358;0.0
HomeWinlessLast5;ALTA_KO;4;0.3;0.4;0;358;0.0
HomeWinlessLast5;ALTA_KO;5;0.4;0.5;0;358;0.0
HomeWinlessLast5;ALTA_KO;6;0.5;0.6;0;358;0.0
HomeWinlessLast5;ALTA_KO;7;0.6;0.7;0;358;0.0
HomeWinlessLast5;ALTA_KO;8;0.7;0.8;0;358;0.0
HomeWinlessLast5;ALTA_KO;9;0.8;0.9;0;358;0.0
HomeWinlessLast5;ALTA_KO;10;0.9;1.0;35;358;9.776536
HomeWinlessLast5;ALTA_OK;1;0.0;0.1;918;1025;89.560976
HomeWinlessLast5;ALTA_OK;2;0.1;0.2;0;1025;0.0
HomeWinlessLast5;ALTA_OK;3;0.2;0.3;0;1025;0.0
HomeWinlessLast5;ALTA_OK;4;0.3;0.4;0;1025;0.0
HomeWinlessLast5;ALTA_OK;5;0.4;0.5;0;1025;0.0
HomeWinlessLast5;ALTA_OK;6;0.5;0.6;0;1025;0.0
HomeWinlessLast5;ALTA_OK;7;0.6;0.7;0;1025;0.0
HomeWinlessLast5;ALTA_OK;8;0.7;0.8;0;1025;0.0
HomeWinlessLast5;ALTA_OK;9;0.8;0.9;0;1025;0.0
HomeWinlessLast5;ALTA_OK;10;0.9;1.0;107;1025;10.439024
HomeWinlessLast5;MEDIA_KO;1;0.0;0.1;625;724;86.325967
HomeWinlessLast5;MEDIA_KO;2;0.1;0.2;0;724;0.0
HomeWinlessLast5;MEDIA_KO;3;0.2;0.3;0;724;0.0
HomeWinlessLast5;MEDIA_KO;4;0.3;0.4;0;724;0.0
HomeWinlessLast5;MEDIA_KO;5;0.4;0.5;0;724;0.0
HomeWinlessLast5;MEDIA_KO;6;0.5;0.6;0;724;0.0
HomeWinlessLast5;MEDIA_KO;7;0.6;0.7;0;724;0.0
HomeWinlessLast5;MEDIA_KO;8;0.7;0.8;0;724;0.0
HomeWinlessLast5;MEDIA_KO;9;0.8;0.9;0;724;0.0
HomeWinlessLast5;MEDIA_KO;10;0.9;1.0;99;724;13.674033
HomeWinlessLast5;MEDIA_OK;1;0.0;0.1;1019;1161;87.769165
HomeWinlessLast5;MEDIA_OK;2;0.1;0.2;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;3;0.2;0.3;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;4;0.3;0.4;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;5;0.4;0.5;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;6;0.5;0.6;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;7;0.6;0.7;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;8;0.7;0.8;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;9;0.8;0.9;0;1161;0.0
HomeWinlessLast5;MEDIA_OK;10;0.9;1.0;142;1161;12.230835
HomeWinsLast5;ALTA_KO;1;0.0;0.5;35;358;9.776536
HomeWinsLast5;ALTA_KO;2;0.5;1.0;0;358;0.0
HomeWinsLast5;ALTA_KO;3;1.0;1.5;92;358;25.698324
HomeWinsLast5;ALTA_KO;4;1.5;2.0;0;358;0.0
HomeWinsLast5;ALTA_KO;5;2.0;2.5;113;358;31.564246
HomeWinsLast5;ALTA_KO;6;2.5;3.0;0;358;0.0
HomeWinsLast5;ALTA_KO;7;3.0;3.5;73;358;20.391061
HomeWinsLast5;ALTA_KO;8;3.5;4.0;0;358;0.0
HomeWinsLast5;ALTA_KO;9;4.0;4.5;33;358;9.217877
HomeWinsLast5;ALTA_KO;10;4.5;5.0;12;358;3.351955
HomeWinsLast5;ALTA_OK;1;0.0;0.5;107;1025;10.439024
HomeWinsLast5;ALTA_OK;2;0.5;1.0;0;1025;0.0
HomeWinsLast5;ALTA_OK;3;1.0;1.5;250;1025;24.390244
HomeWinsLast5;ALTA_OK;4;1.5;2.0;0;1025;0.0
HomeWinsLast5;ALTA_OK;5;2.0;2.5;289;1025;28.195122
HomeWinsLast5;ALTA_OK;6;2.5;3.0;0;1025;0.0
HomeWinsLast5;ALTA_OK;7;3.0;3.5;238;1025;23.219512
HomeWinsLast5;ALTA_OK;8;3.5;4.0;0;1025;0.0
HomeWinsLast5;ALTA_OK;9;4.0;4.5;108;1025;10.536585
HomeWinsLast5;ALTA_OK;10;4.5;5.0;33;1025;3.219512
HomeWinsLast5;MEDIA_KO;1;0.0;0.5;99;724;13.674033
HomeWinsLast5;MEDIA_KO;2;0.5;1.0;0;724;0.0
HomeWinsLast5;MEDIA_KO;3;1.0;1.5;178;724;24.585635
HomeWinsLast5;MEDIA_KO;4;1.5;2.0;0;724;0.0
HomeWinsLast5;MEDIA_KO;5;2.0;2.5;207;724;28.59116
HomeWinsLast5;MEDIA_KO;6;2.5;3.0;0;724;0.0
HomeWinsLast5;MEDIA_KO;7;3.0;3.5;146;724;20.165746
HomeWinsLast5;MEDIA_KO;8;3.5;4.0;0;724;0.0
HomeWinsLast5;MEDIA_KO;9;4.0;4.5;68;724;9.392265
HomeWinsLast5;MEDIA_KO;10;4.5;5.0;26;724;3.59116
HomeWinsLast5;MEDIA_OK;1;0.0;0.5;142;1161;12.230835
HomeWinsLast5;MEDIA_OK;2;0.5;1.0;0;1161;0.0
HomeWinsLast5;MEDIA_OK;3;1.0;1.5;298;1161;25.667528
HomeWinsLast5;MEDIA_OK;4;1.5;2.0;0;1161;0.0
HomeWinsLast5;MEDIA_OK;5;2.0;2.5;336;1161;28.940568
HomeWinsLast5;MEDIA_OK;6;2.5;3.0;0;1161;0.0
HomeWinsLast5;MEDIA_OK;7;3.0;3.5;252;1161;21.705426
HomeWinsLast5;MEDIA_OK;8;3.5;4.0;0;1161;0.0
HomeWinsLast5;MEDIA_OK;9;4.0;4.5;105;1161;9.043928
HomeWinsLast5;MEDIA_OK;10;4.5;5.0;28;1161;2.411714
RankingGapScore;ALTA_KO;1;0.0;0.6;38;366;10.382514
RankingGapScore;ALTA_KO;2;0.6;1.2;65;366;17.759563
RankingGapScore;ALTA_KO;3;1.2;1.8;55;366;15.027322
RankingGapScore;ALTA_KO;4;1.8;2.4;51;366;13.934426
RankingGapScore;ALTA_KO;5;2.4;3.0;36;366;9.836066
RankingGapScore;ALTA_KO;6;3.0;3.6;35;366;9.562842
RankingGapScore;ALTA_KO;7;3.6;4.2;34;366;9.289617
RankingGapScore;ALTA_KO;8;4.2;4.8;18;366;4.918033
RankingGapScore;ALTA_KO;9;4.8;5.4;20;366;5.464481
RankingGapScore;ALTA_KO;10;5.4;6.0;14;366;3.825137
RankingGapScore;ALTA_OK;1;0.0;0.6;94;1043;9.012464
RankingGapScore;ALTA_OK;2;0.6;1.2;144;1043;13.806328
RankingGapScore;ALTA_OK;3;1.2;1.8;147;1043;14.09396
RankingGapScore;ALTA_OK;4;1.8;2.4;136;1043;13.03931
RankingGapScore;ALTA_OK;5;2.4;3.0;124;1043;11.888782
RankingGapScore;ALTA_OK;6;3.0;3.6;88;1043;8.4372
RankingGapScore;ALTA_OK;7;3.6;4.2;99;1043;9.49185
RankingGapScore;ALTA_OK;8;4.2;4.8;92;1043;8.820709
RankingGapScore;ALTA_OK;9;4.8;5.4;52;1043;4.985618
RankingGapScore;ALTA_OK;10;5.4;6.0;67;1043;6.423778
RankingGapScore;MEDIA_KO;1;0.0;0.6;117;1002;11.676647
RankingGapScore;MEDIA_KO;2;0.6;1.2;153;1002;15.269461
RankingGapScore;MEDIA_KO;3;1.2;1.8;171;1002;17.065868
RankingGapScore;MEDIA_KO;4;1.8;2.4;123;1002;12.275449
RankingGapScore;MEDIA_KO;5;2.4;3.0;134;1002;13.373253
RankingGapScore;MEDIA_KO;6;3.0;3.6;79;1002;7.884232
RankingGapScore;MEDIA_KO;7;3.6;4.2;98;1002;9.780439
RankingGapScore;MEDIA_KO;8;4.2;4.8;41;1002;4.091816
RankingGapScore;MEDIA_KO;9;4.8;5.4;45;1002;4.491018
RankingGapScore;MEDIA_KO;10;5.4;6.0;41;1002;4.091816
RankingGapScore;MEDIA_OK;1;0.0;0.6;170;1638;10.37851
RankingGapScore;MEDIA_OK;2;0.6;1.2;255;1638;15.567766
RankingGapScore;MEDIA_OK;3;1.2;1.8;261;1638;15.934066
RankingGapScore;MEDIA_OK;4;1.8;2.4;226;1638;13.797314
RankingGapScore;MEDIA_OK;5;2.4;3.0;193;1638;11.782662
RankingGapScore;MEDIA_OK;6;3.0;3.6;139;1638;8.485958
RankingGapScore;MEDIA_OK;7;3.6;4.2;142;1638;8.669109
RankingGapScore;MEDIA_OK;8;4.2;4.8;81;1638;4.945055
RankingGapScore;MEDIA_OK;9;4.8;5.4;86;1638;5.250305
RankingGapScore;MEDIA_OK;10;5.4;6.0;85;1638;5.189255
TotalPPGLast5;ALTA_KO;1;0.0;0.6;0;358;0.0
TotalPPGLast5;ALTA_KO;2;0.6;1.2;10;358;2.793296
TotalPPGLast5;ALTA_KO;3;1.2;1.8;22;358;6.145251
TotalPPGLast5;ALTA_KO;4;1.8;2.4;56;358;15.642458
TotalPPGLast5;ALTA_KO;5;2.4;3.0;76;358;21.22905
TotalPPGLast5;ALTA_KO;6;3.0;3.6;95;358;26.536313
TotalPPGLast5;ALTA_KO;7;3.6;4.2;56;358;15.642458
TotalPPGLast5;ALTA_KO;8;4.2;4.8;30;358;8.379888
TotalPPGLast5;ALTA_KO;9;4.8;5.4;10;358;2.793296
TotalPPGLast5;ALTA_KO;10;5.4;6.0;3;358;0.837989
TotalPPGLast5;ALTA_OK;1;0.0;0.6;5;1025;0.487805
TotalPPGLast5;ALTA_OK;2;0.6;1.2;39;1025;3.804878
TotalPPGLast5;ALTA_OK;3;1.2;1.8;81;1025;7.902439
TotalPPGLast5;ALTA_OK;4;1.8;2.4;177;1025;17.268293
TotalPPGLast5;ALTA_OK;5;2.4;3.0;256;1025;24.97561
TotalPPGLast5;ALTA_OK;6;3.0;3.6;228;1025;22.243902
TotalPPGLast5;ALTA_OK;7;3.6;4.2;141;1025;13.756098
TotalPPGLast5;ALTA_OK;8;4.2;4.8;64;1025;6.243902
TotalPPGLast5;ALTA_OK;9;4.8;5.4;21;1025;2.04878
TotalPPGLast5;ALTA_OK;10;5.4;6.0;13;1025;1.268293
TotalPPGLast5;MEDIA_KO;1;0.0;0.6;3;724;0.414365
TotalPPGLast5;MEDIA_KO;2;0.6;1.2;25;724;3.453039
TotalPPGLast5;MEDIA_KO;3;1.2;1.8;81;724;11.187845
TotalPPGLast5;MEDIA_KO;4;1.8;2.4;140;724;19.337017
TotalPPGLast5;MEDIA_KO;5;2.4;3.0;141;724;19.475138
TotalPPGLast5;MEDIA_KO;6;3.0;3.6;159;724;21.961326
TotalPPGLast5;MEDIA_KO;7;3.6;4.2;100;724;13.812155
TotalPPGLast5;MEDIA_KO;8;4.2;4.8;46;724;6.353591
TotalPPGLast5;MEDIA_KO;9;4.8;5.4;17;724;2.348066
TotalPPGLast5;MEDIA_KO;10;5.4;6.0;12;724;1.657459
TotalPPGLast5;MEDIA_OK;1;0.0;0.6;10;1161;0.861326
TotalPPGLast5;MEDIA_OK;2;0.6;1.2;43;1161;3.703704
TotalPPGLast5;MEDIA_OK;3;1.2;1.8;123;1161;10.594315
TotalPPGLast5;MEDIA_OK;4;1.8;2.4;214;1161;18.432386
TotalPPGLast5;MEDIA_OK;5;2.4;3.0;244;1161;21.016365
TotalPPGLast5;MEDIA_OK;6;3.0;3.6;214;1161;18.432386
TotalPPGLast5;MEDIA_OK;7;3.6;4.2;193;1161;16.6236
TotalPPGLast5;MEDIA_OK;8;4.2;4.8;79;1161;6.804479
TotalPPGLast5;MEDIA_OK;9;4.8;5.4;33;1161;2.842377
TotalPPGLast5;MEDIA_OK;10;5.4;6.0;8;1161;0.689061
WorstPPGLast5;ALTA_KO;1;0.0;0.3;31;358;8.659218
