PredictionDate;MatchDate;LeagueId;Round;Home;Away;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup;Score;Band;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-15;2026-07-16;Bhutan_PremierLeague_2026;10;Thimphu FC;Paro;Bhutan_PremierLeague_2026;Bhutan_PremierLeague_2026;;64.5;MEDIA-ALTA;Engine v1.3 | Squadra alta: Paro (1ª), squadra bassa: Thimphu FC (5ª) | GF alta: 3.88/gara | GS bassa: 1.12/gara | Profilo ultime 10: 0.68 | Real over index: 0.56;10.57;20.0;;;10.23;6.8;5.62;;;;1.3.0
2026-07-15;2026-07-16;Kazakhstan_FirstLeague_2026;23;Taraz;Aktobe 2;Kazakhstan_FirstLeague_2026;Kazakhstan_FirstLeague_2026;;63.55;MEDIA-ALTA;Engine v1.3 | Squadra alta: Taraz (9ª), squadra bassa: Aktobe 2 (10ª) | GF alta: 1.46/gara | GS bassa: 3.00/gara | Profilo ultime 10: 0.88 | Real over index: 0.80;0.59;12.18;;;20.0;8.78;8.0;;;;1.3.0
2026-07-15;2026-07-16;Estonia_Esiliiga_2026;22;Viimsi JK;Elva;Estonia_Esiliiga_2026;Estonia_Esiliiga_2026;;62.94;MEDIA-ALTA;Engine v1.3 | Squadra alta: Viimsi JK (3ª), squadra bassa: Elva (5ª) | GF alta: 1.87/gara | GS bassa: 1.78/gara | Profilo ultime 10: 0.74 | Real over index: 0.50;6.8;15.56;;;16.16;7.4;5.0;;;;1.3.0
2026-07-15;2026-07-16;Somalia_NationalLeague_2026;23;Raadsan;Jubba;Somalia_NationalLeague_2026;Somalia_NationalLeague_2026;;61.53;MEDIA-ALTA;Engine v1.3 | Squadra alta: Raadsan (10ª), squadra bassa: Jubba (11ª) | GF alta: 1.39/gara | GS bassa: 4.06/gara | Profilo ultime 10: 0.81 | Real over index: 0.85;2.82;11.57;;;20.0;8.07;8.5;;;;1.3.0
2026-07-15;2026-07-16;USA_USLChampionship_2026;23;Miami FC;Indy Eleven;USA_USLChampionship_2026;USA_USLChampionship_2026;;59.92;MEDIA;Engine v1.3 | Squadra alta: Indy Eleven (7ª), squadra bassa: Miami FC (17ª) | GF alta: 1.50/gara | GS bassa: 1.60/gara | Profilo ultime 10: 0.69 | Real over index: 0.50;8.59;12.5;;;14.55;6.9;5.0;;;;1.3.0
2026-07-15;2026-07-16;USA_MLSNextPro_EasternConference_NortheastDivision_2026;21;New England Revolution II;Columbus Crew 2;USA_MLSNextPro_EasternConference_NortheastDivision_2026;USA_MLSNextPro_EasternConference_NortheastDivision_2026;;57.84;MEDIA;Engine v1.3 | Squadra alta: Columbus Crew 2 (1ª), squadra bassa: New England Revolution II (2ª) | GF alta: 1.92/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.79 | Real over index: 0.70;4.16;15.97;;;9.09;7.88;7.0;;;;1.3.0
2026-07-15;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Fort Lauderdale;Swarm FC;USA_USLLeagueTwo_SouthFlorida_2026;USA_USLLeagueTwo_SouthCentral_2026;USA_USLLeagueTwo_2026;56.14;MEDIA;Engine v1.3 | Squadra alta: Fort Lauderdale (18ª), squadra bassa: Swarm FC (35ª) | GF alta: 1.83/gara | GS bassa: 1.17/gara | Profilo ultime 10: 0.77 | Real over index: 0.70;6.76;15.28;;;10.61;7.7;7.0;;;;1.3.0
2026-07-15;2026-07-16;Norway_Eliteserien_2026;20;Vålerenga;Aalesund;Norway_Eliteserien_2026;Norway_Eliteserien_2026;;55.31;MEDIA;Engine v1.3 | Squadra alta: Vålerenga (11ª), squadra bassa: Aalesund (12ª) | GF alta: 1.08/gara | GS bassa: 1.83/gara | Profilo ultime 10: 0.75 | Real over index: 0.60;2.1;9.03;;;16.67;7.52;6.0;;;;1.3.0
2026-07-15;2026-07-16;USA_USLLeagueOne_2026;23;One Knoxville;Fort Wayne;USA_USLLeagueOne_2026;USA_USLLeagueOne_2026;;53.23;MEDIA;Engine v1.3 | Squadra alta: One Knoxville (3ª), squadra bassa: Fort Wayne (5ª) | GF alta: 1.86/gara | GS bassa: 0.86/gara | Profilo ultime 10: 0.73 | Real over index: 0.60;5.05;15.48;;;7.79;7.3;6.0;;;;1.3.0
2026-07-15;2026-07-16;USA_USLLeagueOne_2026;23;Chattanooga Red Wolves;AV Alta;USA_USLLeagueOne_2026;USA_USLLeagueOne_2026;;52.36;MEDIA;Engine v1.3 | Squadra alta: AV Alta (4ª), squadra bassa: Chattanooga Red Wolves (10ª) | GF alta: 1.44/gara | GS bassa: 1.25/gara | Profilo ultime 10: 0.74 | Real over index: 0.55;3.09;11.98;;;11.36;7.38;5.5;;;;1.3.0
2026-07-15;2026-07-16;USA_USLChampionship_2026;23;Lexington;New Mexico;USA_USLChampionship_2026;USA_USLChampionship_2026;;49.84;MEDIA;Engine v1.3 | Squadra alta: New Mexico (9ª), squadra bassa: Lexington (16ª) | GF alta: 1.15/gara | GS bassa: 1.23/gara | Profilo ultime 10: 0.67 | Real over index: 0.50;4.54;9.62;;;11.19;6.7;5.0;;;;1.3.0
2026-07-15;2026-07-16;Bolivia_DivisionProfesional_2026;13;Real Potosi;SA Bulo Bulo;Bolivia_DivisionProfesional_2026;Bolivia_DivisionProfesional_2026;;49.17;MEDIA;Engine v1.3 | Squadra alta: Real Potosi (14ª), squadra bassa: SA Bulo Bulo (15ª) | GF alta: 1.00/gara | GS bassa: 1.75/gara | Profilo ultime 10: 0.64 | Real over index: 0.50;0.51;8.33;;;15.91;6.35;5.0;;;;1.3.0
