PredictionDate;MatchDate;LeagueId;Round;Home;Away;Score;Band;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-12;2026-07-12;Australia_QueenslandPremierLeague_2026;20;Sunshine Coast Wanderers;Brisbane Strikers;66.19;MEDIA-ALTA;Engine v1.3 | Squadra alta: Brisbane Strikers (2ª), squadra bassa: Sunshine Coast Wanderers (3ª) | GF alta: 2.47/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.80 | Real over index: 0.70;7.99;20.0;;;11.76;8.0;7.0;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest_2026;28;AMSG FC;Southern California;65.91;MEDIA-ALTA;Engine v1.3 | Squadra alta: Southern California (7ª), squadra bassa: AMSG FC (8ª) | GF alta: 1.36/gara | GS bassa: 3.36/gara | Profilo ultime 10: 0.76 | Real over index: 0.75;7.17;11.36;;;20.0;7.58;7.5;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake_2026;27;Lionsbridge;Charlottesville Blues;65.52;MEDIA-ALTA;Engine v1.3 | Squadra alta: Lionsbridge (1ª), squadra bassa: Charlottesville Blues (3ª) | GF alta: 3.54/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.78 | Real over index: 0.70;9.61;20.0;;;9.09;7.85;7.0;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan_2026;26;Hudson Valley;Cedar;64.95;MEDIA-ALTA;Engine v1.3 | Squadra alta: Cedar (4ª), squadra bassa: Hudson Valley (5ª) | GF alta: 1.60/gara | GS bassa: 2.27/gara | Profilo ultime 10: 0.84 | Real over index: 0.65;3.28;13.33;;;20.0;8.38;6.5;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatForest_2026;25;Lorain County Leviathan;Steel City;64.4;MEDIA-ALTA;Engine v1.3 | Squadra alta: Steel City (1ª), squadra bassa: Lorain County Leviathan (4ª) | GF alta: 1.73/gara | GS bassa: 1.73/gara | Profilo ultime 10: 0.80 | Real over index: 0.70;10.78;14.39;;;15.7;8.05;7.0;;;;1.3.0
2026-07-12;2026-07-12;Iceland_BestaDeildKarla_2026;19;Akureyri;Akranes;64.37;MEDIA-ALTA;Engine v1.3 | Squadra alta: Akranes (9ª), squadra bassa: Akureyri (10ª) | GF alta: 1.31/gara | GS bassa: 2.15/gara | Profilo ultime 10: 0.85 | Real over index: 0.70;4.37;10.9;;;19.58;8.53;7.0;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley_2026;25;Northern Indiana;Dayton;64.35;MEDIA-ALTA;Engine v1.3 | Squadra alta: Northern Indiana (3ª), squadra bassa: Dayton (4ª) | GF alta: 1.80/gara | GS bassa: 1.70/gara | Profilo ultime 10: 0.76 | Real over index: 0.60;6.31;15.0;;;15.45;7.59;6.0;;;;1.3.0
2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_PacificDivision_2026;20;Real Monarchs;Vancouver 2;64.27;MEDIA-ALTA;Engine v1.3 | Squadra alta: Real Monarchs (5ª), squadra bassa: Vancouver 2 (7ª) | GF alta: 1.54/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.73 | Real over index: 0.60;5.94;12.82;;;18.18;7.33;6.0;;;;1.3.0
2026-07-12;2026-07-12;Australia_NPLNSW_2026;24;Marconi;WS Wanderers U21;64.13;MEDIA-ALTA;Engine v1.3 | Squadra alta: Marconi (1ª), squadra bassa: WS Wanderers U21 (8ª) | GF alta: 1.91/gara | GS bassa: 1.41/gara | Profilo ultime 10: 0.69 | Real over index: 0.45;13.56;15.91;;;12.81;6.92;4.5;;;;1.3.0
2026-07-12;2026-07-12;Australia_NPL_NSW_U20_2026;24;Marconi S. U20;WS Wanderers U20;63.88;MEDIA-ALTA;Engine v1.3 | Squadra alta: Marconi S. U20 (6ª), squadra bassa: WS Wanderers U20 (9ª) | GF alta: 1.73/gara | GS bassa: 2.23/gara | Profilo ultime 10: 0.72 | Real over index: 0.55;4.14;14.39;;;20.0;7.21;5.5;;;;1.3.0
2026-07-12;2026-07-12;Iceland_Division_2_2026;23;Throttur Vogar;KFG Gardabaer;63.65;MEDIA-ALTA;Engine v1.3 | Squadra alta: KFG Gardabaer (10ª), squadra bassa: Throttur Vogar (12ª) | GF alta: 1.45/gara | GS bassa: 2.09/gara | Profilo ultime 10: 0.84 | Real over index: 0.70;3.13;12.12;;;19.01;8.39;7.0;;;;1.3.0
2026-07-12;2026-07-12;Sweden_Allsvenskan_2026;17;Västerås SK;Degerfors;63.36;MEDIA-ALTA;Engine v1.3 | Squadra alta: Västerås SK (9ª), squadra bassa: Degerfors (13ª) | GF alta: 1.82/gara | GS bassa: 1.55/gara | Profilo ultime 10: 0.79 | Real over index: 0.65;6.39;15.15;;;14.05;7.91;6.5;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest_2026;28;Stars FC;Capo;63.32;MEDIA-ALTA;Engine v1.3 | Squadra alta: Capo (4ª), squadra bassa: Stars FC (5ª) | GF alta: 2.50/gara | GS bassa: 1.36/gara | Profilo ultime 10: 0.80 | Real over index: 0.55;3.44;20.0;;;12.4;7.98;5.5;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Mountain_2026;26;Colorado Storm;Albion Colorado;62.89;MEDIA-ALTA;Engine v1.3 | Squadra alta: Colorado Storm (1ª), squadra bassa: Albion Colorado (3ª) | GF alta: 2.55/gara | GS bassa: 1.27/gara | Profilo ultime 10: 0.74 | Real over index: 0.60;9.5;20.0;;;11.57;7.35;6.0;;;;1.3.0
2026-07-12;2026-07-12;USA_MLSNextPro_WesternConference_PacificDivision_2026;20;Los Angeles FC 2;Portland Timbers 2;62.23;MEDIA-ALTA;Engine v1.3 | Squadra alta: Los Angeles FC 2 (1ª), squadra bassa: Portland Timbers 2 (3ª) | GF alta: 1.83/gara | GS bassa: 1.45/gara | Profilo ultime 10: 0.80 | Real over index: 0.65;5.24;15.28;;;13.22;7.99;6.5;;;;1.3.0
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision_2026;18;Carolina Core;Chattanooga;61.66;MEDIA-ALTA;Engine v1.3 | Squadra alta: Chattanooga (4ª), squadra bassa: Carolina Core (7ª) | GF alta: 1.93/gara | GS bassa: 1.31/gara | Profilo ultime 10: 0.68 | Real over index: 0.50;9.02;16.11;;;11.89;6.81;5.0;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidSouth_2026;19;Memphis FC;Jackson Boom;61.24;MEDIA-ALTA;Engine v1.3 | Squadra alta: Memphis FC (6ª), squadra bassa: Jackson Boom (8ª) | GF alta: 1.27/gara | GS bassa: 3.09/gara | Profilo ultime 10: 0.62 | Real over index: 0.60;10.37;10.61;;;20.0;6.21;6.0;;;;1.3.0
2026-07-12;2026-07-12;Kazakhstan_PremierLeague_2026;27;Tobol;Okzhetpes;60.83;MEDIA-ALTA;Engine v1.3 | Squadra alta: Okzhetpes (3ª), squadra bassa: Tobol (13ª) | GF alta: 1.31/gara | GS bassa: 1.50/gara | Profilo ultime 10: 0.61 | Real over index: 0.50;12.28;10.94;;;13.64;6.14;5.0;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest_2026;28;Redlands FC;Ventura;60.3;MEDIA-ALTA;Engine v1.3 | Squadra alta: Ventura (1ª), squadra bassa: Redlands FC (2ª) | GF alta: 2.64/gara | GS bassa: 1.27/gara | Profilo ultime 10: 0.77 | Real over index: 0.65;4.57;20.0;;;11.57;7.72;6.5;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger_2026;21;McKinney Chupacabras;Texoma;58.63;MEDIA;Engine v1.3 | Squadra alta: McKinney Chupacabras (2ª), squadra bassa: Texoma (3ª) | GF alta: 2.11/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.81 | Real over index: 0.72;3.66;17.59;;;9.09;8.08;7.22;;;;1.3.0
2026-07-12;2026-07-12;Australia_NPLNorthernNSW_2026;19;Valentine;Kahibah;58.51;MEDIA;Engine v1.3 | Squadra alta: Valentine (10ª), squadra bassa: Kahibah (11ª) | GF alta: 0.88/gara | GS bassa: 2.38/gara | Profilo ultime 10: 0.83 | Real over index: 0.75;1.33;7.35;;;20.0;8.32;7.5;;;;1.3.0
2026-07-12;2026-07-12;Belarus_PershayaLiga_2026;16;Volna Pinsk;Soligorsk;57.41;MEDIA;Engine v1.3 | Squadra alta: Volna Pinsk (8ª), squadra bassa: Soligorsk (9ª) | GF alta: 1.64/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;1.13;13.69;;;11.69;8.9;8.0;;;;1.3.0
2026-07-12;2026-07-12;Bolivia_DivisionProfesional_2026;12;The Strongest;Bolivar;57.19;MEDIA;Engine v1.3 | Squadra alta: The Strongest (2ª), squadra bassa: Bolivar (4ª) | GF alta: 1.71/gara | GS bassa: 1.12/gara | Profilo ultime 10: 0.76 | Real over index: 0.60;7.5;14.29;;;10.23;7.58;5.98;;;;1.3.0
2026-07-12;2026-07-12;Australia_NPLVictoria_2026;21;St Albans;George Cross;57.07;MEDIA;Engine v1.3 | Squadra alta: George Cross (9ª), squadra bassa: St Albans (11ª) | GF alta: 1.32/gara | GS bassa: 1.79/gara | Profilo ultime 10: 0.77 | Real over index: 0.55;3.19;10.96;;;16.27;7.7;5.5;;;;1.3.0
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision_2026;18;Crown Legacy;New York City II;55.95;MEDIA;Engine v1.3 | Squadra alta: Crown Legacy (2ª), squadra bassa: New York City II (999ª) | GF alta: 2.67/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.40 | Real over index: 0.30;22.0;20.0;;;0.0;3.95;3.0;;;;1.3.0
2026-07-12;2026-07-12;Norway_Eliteserien_2026;19;Sandefjord;HamKam;54.79;MEDIA;Engine v1.3 | Squadra alta: HamKam (6ª), squadra bassa: Sandefjord (8ª) | GF alta: 1.70/gara | GS bassa: 1.18/gara | Profilo ultime 10: 0.70 | Real over index: 0.55;5.1;14.17;;;10.74;6.98;5.5;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatPlains_2026;20;Menace;St. Louis Ambush;54.18;MEDIA;Engine v1.3 | Squadra alta: Menace (3ª), squadra bassa: St. Louis Ambush (4ª) | GF alta: 1.50/gara | GS bassa: 1.40/gara | Profilo ultime 10: 0.75 | Real over index: 0.50;2.49;12.5;;;12.73;7.46;5.0;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger_2026;21;Lubbock Matadors;West Texas;53.2;MEDIA;Engine v1.3 | Squadra alta: Lubbock Matadors (4ª), squadra bassa: West Texas (5ª) | GF alta: 1.10/gara | GS bassa: 1.78/gara | Profilo ultime 10: 0.72 | Real over index: 0.58;2.49;9.17;;;16.16;7.16;5.83;;;;1.3.0
2026-07-12;2026-07-12;Bolivia_DivisionProfesional_2026;12;Real Potosi;Nacional Potosi;53.01;MEDIA;Engine v1.3 | Squadra alta: Nacional Potosi (8ª), squadra bassa: Real Potosi (15ª) | GF alta: 1.38/gara | GS bassa: 1.14/gara | Profilo ultime 10: 0.61 | Real over index: 0.46;8.53;11.46;;;10.39;6.1;4.64;;;;1.3.0
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic_2026;37;Hickory;Asheville City;52.65;MEDIA;Engine v1.3 | Squadra alta: Hickory (2ª), squadra bassa: Asheville City (4ª) | GF alta: 2.15/gara | GS bassa: 0.58/gara | Profilo ultime 10: 0.78 | Real over index: 0.70;2.21;17.95;;;5.3;7.8;7.0;;;;1.3.0
2026-07-12;2026-07-12;Australia_NPLNSW_2026;24;Sydney Utd;Rockdale Ilinden;50.99;MEDIA;Engine v1.3 | Squadra alta: Sydney Utd (3ª), squadra bassa: Rockdale Ilinden (4ª) | GF alta: 1.50/gara | GS bassa: 1.41/gara | Profilo ultime 10: 0.61 | Real over index: 0.40;4.41;12.5;;;12.81;6.11;4.0;;;;1.3.0
2026-07-12;2026-07-12;Lithuania_Toplyga_2026;24;Transinvest;Banga;48.49;MEDIA;Engine v1.3 | Squadra alta: Transinvest (4ª), squadra bassa: Banga (5ª) | GF alta: 1.78/gara | GS bassa: 0.61/gara | Profilo ultime 10: 0.74 | Real over index: 0.60;1.39;14.81;;;5.56;7.45;6.0;;;;1.3.0
2026-07-12;2026-07-12;Sweden_Allsvenskan_2026;17;GAIS;Elfsborg;48.45;MEDIA;Engine v1.3 | Squadra alta: Elfsborg (4ª), squadra bassa: GAIS (7ª) | GF alta: 1.42/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.69 | Real over index: 0.50;2.84;11.81;;;9.09;6.88;5.0;;;;1.3.0
2026-07-12;2026-07-12;Belarus_VysshayaLiga_2026;16;Arsenal Dzerzhinsk;Vitebsk;47.88;MEDIA;Engine v1.3 | Squadra alta: Arsenal Dzerzhinsk (9ª), squadra bassa: Vitebsk (10ª) | GF alta: 1.31/gara | GS bassa: 1.14/gara | Profilo ultime 10: 0.61 | Real over index: 0.45;3.6;10.9;;;10.39;6.07;4.5;;;;1.3.0
2026-07-12;2026-07-12;Kazakhstan_PremierLeague_2026;27;Atyrau;Yelimay Semey;47.84;MEDIA;Engine v1.3 | Squadra alta: Yelimay Semey (4ª), squadra bassa: Atyrau (8ª) | GF alta: 1.50/gara | GS bassa: 0.81/gara | Profilo ultime 10: 0.59 | Real over index: 0.45;6.82;12.5;;;7.39;5.87;4.5;;;;1.3.0
2026-07-12;2026-07-12;Norway_Eliteserien_2026;19;Rosenborg;Kristiansund;46.62;MEDIA;Engine v1.3 | Squadra alta: Kristiansund (14ª), squadra bassa: Rosenborg (15ª) | GF alta: 1.00/gara | GS bassa: 1.64/gara | Profilo ultime 10: 0.54 | Real over index: 0.40;2.25;8.33;;;14.88;5.39;4.0;;;;1.3.0
2026-07-12;2026-07-12;Kazakhstan_PremierLeague_2026;27;FC Astana;Aktobe;42.99;BASSA;Engine v1.3 | Squadra alta: FC Astana (5ª), squadra bassa: Aktobe (6ª) | GF alta: 1.38/gara | GS bassa: 0.94/gara | Profilo ultime 10: 0.57 | Real over index: 0.35;1.11;11.46;;;8.52;5.68;3.5;;;;1.3.0
2026-07-12;2026-07-12;Kazakhstan_PremierLeague_2026;27;Ulytau;Kaisar;40.34;BASSA;Engine v1.3 | Squadra alta: Ulytau (7ª), squadra bassa: Kaisar (10ª) | GF alta: 0.81/gara | GS bassa: 1.12/gara | Profilo ultime 10: 0.47 | Real over index: 0.40;5.15;6.77;;;10.16;4.75;4.0;;;;1.3.0
