LeagueId;MatchDate;Home;Away;HG;AG;Reason
France_National;2026-08-14;Villefranche;Paris 13 Atl.;2;0;Nessuna prediction con stessi nomi canonici
Wales_CymruSouth;2026-08-14;Carmarthen;Afan Lido;3;1;Nessuna prediction con stessi nomi canonici
Wales_CymruSouth;2026-08-14;Trethomas Bluebirds;Caerau Ely;2;4;Nessuna prediction con stessi nomi canonici
Wales_CymruNorth;2026-08-14;Ruthin;Denbigh;2;1;Nessuna prediction con stessi nomi canonici
Germany_2Bundesliga;2026-08-14;Braunschweig;Bochum;0;1;Nessuna prediction con stessi nomi canonici
Germany_2Bundesliga;2026-08-14;Kiel;St. Pauli;2;2;Nessuna prediction con stessi nomi canonici
Germany_3Liga;2026-08-14;Wurzburger Kickers;Wehen;4;0;Nessuna prediction con stessi nomi canonici
Germany_Regionalliga_Sudwest;2026-08-14;Ulm;Offenbach;0;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_NOFV_Nord;2026-08-14;Neustrelitz;Siedenbollentin;3;2;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_NOFV_Sud;2026-08-14;Weissenfels;Sandersdorf;1;0;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_Niedersachsen;2026-08-14;Lohne;Spelle-Venhaus;1;3;Nessuna prediction con stessi nomi canonici
Germany_Oberliga_BadenWurttemberg;2026-08-14;Nottingen;Normannia Gmund;2;0;Nessuna prediction con stessi nomi canonici
Japan_J1League;2026-08-14;Verdy;Kashiwa;1;3;Nessuna prediction con stessi nomi canonici
England_Championship;2026-08-14;Wolves;Blackburn;2;2;Nessuna prediction con stessi nomi canonici
NorthMacedonia_1MFL;2026-08-14;Arsimi;Bashkimi;1;0;Nessuna prediction con stessi nomi canonici
Moldova_Liga1_GroupB;2026-08-14;Oguzsport;Falesti;0;0;Nessuna prediction con stessi nomi canonici
Netherlands_Eredivisie;2026-08-14;Telstar;Sparta Rotterdam;1;3;Nessuna prediction con stessi nomi canonici
Netherlands_EersteDivisie;2026-08-14;Almere City;Jong PSV;3;1;Nessuna prediction con stessi nomi canonici
Netherlands_EersteDivisie;2026-08-14;Breda;Venlo;0;2;Nessuna prediction con stessi nomi canonici
Netherlands_EersteDivisie;2026-08-14;Eindhoven;Maastricht;2;3;Nessuna prediction con stessi nomi canonici
Netherlands_EersteDivisie;2026-08-14;Heracles;Den Bosch;3;2;Nessuna prediction con stessi nomi canonici
Netherlands_EersteDivisie;2026-08-14;Roda;Helmond;2;1;Nessuna prediction con stessi nomi canonici
Netherlands_EersteDivisie;2026-08-14;Waalwijk;Dordrecht;2;2;Nessuna prediction con stessi nomi canonici
Paraguay_DivisionIntermedia;2026-08-14;Encarnacion FC;12 de Junio;0;2;Nessuna prediction con stessi nomi canonici
Poland_IIILiga_Group4;2026-08-14;Kolbuszowa Dolna;Wisloka Debica;1;2;Nessuna prediction con stessi nomi canonici
Poland_IIILiga_Group4;2026-08-14;Ostrowiec;Korona II;3;2;Nessuna prediction con stessi nomi canonici
Portugal_LigaPortugal;2026-08-14;Sporting;Guimaraes;3;2;Nessuna prediction con stessi nomi canonici
Portugal_LigaPortugal2;2026-08-14;Academica;Feirense;1;0;Nessuna prediction con stessi nomi canonici
CzechRepublic_4Liga_GroupA;2026-08-14;Sobeslav;Horovice;1;2;Nessuna prediction con stessi nomi canonici
CzechRepublic_4Liga_GroupA;2026-08-14;Hluboka nad Vltavou;Petrin Plzen;1;0;Nessuna prediction con stessi nomi canonici
CzechRepublic_4Liga_GroupE;2026-08-14;Strani;FK Kozlovice;2;2;Nessuna prediction con stessi nomi canonici
Slovenia_2SNL;2026-08-14;NK Jesenice;Krsko Posavje;1;1;Nessuna prediction con stessi nomi canonici
Slovenia_2SNL;2026-08-14;Rudar;NK Krka;3;0;Nessuna prediction con stessi nomi canonici
Slovenia_2SNL;2026-08-14;Tabor Sezana;Triglav;1;0;Nessuna prediction con stessi nomi canonici
Turkey_SuperLig;2026-08-14;Galatasaray;Corum;2;2;Nessuna prediction con stessi nomi canonici
Turkey_1Lig;2026-08-14;Erokspor;Sariyer;1;1;Nessuna prediction con stessi nomi canonici
Bosnia_WWINLigaBiH;2026-08-14;Celik Zenica;Siroki Brijeg;1;2;Nessuna prediction con stessi nomi canonici
Bosnia_PrvaLiga_FBiH;2026-08-14;Bratstvo Gracanica;Posusje;2;2;Nessuna prediction con stessi nomi canonici
Portugal_Liga3_SerieB;2026-08-14;Santarem;Oliveirense;1;1;Nessuna prediction con stessi nomi canonici
