Engine;Metric;Rule;Threshold;Penalty;Affected;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Removed_OK;Removed_KO;Removed_Total;Removed_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;SplitDate;DeltaOverallVsBaseline;DeltaTestVsBaseline;DeltaNoAUVsBaseline;ConfigId
v25;SEASON;BOTH_STRONG;1.4;15;13;473;177;650;72.7692;9;4;13;69.2308;277;114;391;70.844;196;63;259;75.6757;344;126;470;73.1915;2026-08-06;0.0694;-0.0819;0.0259;v25|SEASON|BOTH_STRONG|1.40|P15
v25;SEASON;BOTH_STRONG;1.5;2;30;472;177;649;72.7273;10;4;14;71.4286;276;114;390;70.7692;196;63;259;75.6757;342;126;468;73.0769;2026-08-06;0.0275;-0.0819;-0.0887;v25|SEASON|BOTH_STRONG|1.50|P2
v25;LAST5;BOTH_STRONG;1.0;1;14;479;179;658;72.7964;3;2;5;60.0;280;115;395;70.8861;199;64;263;75.6654;347;128;475;73.0526;2026-08-06;0.0966;-0.0922;-0.113;v25|LAST5|BOTH_STRONG|1.00|P1
v25;LAST5;BOTH_STRONG;1.1;1;14;479;179;658;72.7964;3;2;5;60.0;280;115;395;70.8861;199;64;263;75.6654;347;128;475;73.0526;2026-08-06;0.0966;-0.0922;-0.113;v25|LAST5|BOTH_STRONG|1.10|P1
v25;LAST5;HOME_STRONG;0.8;3;50;476;178;654;72.7829;6;3;9;66.6667;277;114;391;70.844;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0831;-0.0922;-0.1698;v25|LAST5|HOME_STRONG|0.80|P3
v25;LAST5;BOTH_STRONG;1.0;2;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.00|P2
v25;LAST5;BOTH_STRONG;1.0;3;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.00|P3
v25;LAST5;BOTH_STRONG;1.0;4;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.00|P4
v25;LAST5;BOTH_STRONG;1.0;5;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.00|P5
v25;LAST5;BOTH_STRONG;1.1;2;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.10|P2
v25;LAST5;BOTH_STRONG;1.1;3;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.10|P3
v25;LAST5;BOTH_STRONG;1.1;4;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.10|P4
v25;LAST5;BOTH_STRONG;1.1;5;14;477;179;656;72.7134;5;2;7;71.4286;278;115;393;70.7379;199;64;263;75.6654;346;128;474;72.9958;2026-08-06;0.0136;-0.0922;-0.1698;v25|LAST5|BOTH_STRONG|1.10|P5
v25;SEASON;BOTH_STRONG;1.2;4;2;481;181;662;72.6586;1;0;1;100.0;282;117;399;70.6767;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0412;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P4
v25;SEASON;BOTH_STRONG;1.2;5;2;481;181;662;72.6586;1;0;1;100.0;282;117;399;70.6767;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0412;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P5
v25;SEASON;BOTH_STRONG;1.2;6;2;481;181;662;72.6586;1;0;1;100.0;282;117;399;70.6767;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0412;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P6
v25;SEASON;AWAY_STRONG;0.8;5;9;478;180;658;72.6444;4;1;5;80.0;279;116;395;70.6329;199;64;263;75.6654;345;127;472;73.0932;2026-08-06;-0.0554;-0.0922;-0.0724;v25|SEASON|AWAY_STRONG|0.80|P5
v25;SEASON;BOTH_STRONG;1.2;7;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P7
v25;SEASON;BOTH_STRONG;1.2;8;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P8
v25;SEASON;BOTH_STRONG;1.2;9;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P9
v25;SEASON;BOTH_STRONG;1.2;10;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P10
v25;SEASON;BOTH_STRONG;1.2;11;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P11
v25;SEASON;BOTH_STRONG;1.2;12;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P12
v25;SEASON;BOTH_STRONG;1.2;13;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P13
v25;SEASON;BOTH_STRONG;1.2;14;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P14
v25;SEASON;BOTH_STRONG;1.2;15;2;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.20|P15
v25;SEASON;BOTH_STRONG;1.3;4;4;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.30|P4
v25;SEASON;BOTH_STRONG;1.3;5;4;480;181;661;72.6172;2;0;2;100.0;281;117;398;70.603;199;64;263;75.6654;349;128;477;73.1656;2026-08-06;-0.0826;-0.0922;0.0;v25|SEASON|BOTH_STRONG|1.30|P5
v25;SEASON;HOME_STRONG;0.8;6;9;477;180;657;72.6027;5;1;6;83.3333;278;116;394;70.5584;199;64;263;75.6654;345;127;472;73.0932;2026-08-06;-0.0971;-0.0922;-0.0724;v25|SEASON|HOME_STRONG|0.80|P6
v25;SEASON;AWAY_STRONG;0.8;6;9;477;180;657;72.6027;5;1;6;83.3333;278;116;394;70.5584;199;64;263;75.6654;344;127;471;73.0361;2026-08-06;-0.0971;-0.0922;-0.1295;v25|SEASON|AWAY_STRONG|0.80|P6
v25;SEASON;BOTH_STRONG;1.3;6;4;479;181;660;72.5758;3;0;3;100.0;280;117;397;70.529;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.124;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P6
v25;SEASON;AWAY_STRONG;0.8;7;9;476;180;656;72.561;6;1;7;85.7143;277;116;393;70.4835;199;64;263;75.6654;343;127;470;72.9787;2026-08-06;-0.1388;-0.0922;-0.1869;v25|SEASON|AWAY_STRONG|0.80|P7
v25;SEASON;AWAY_STRONG;0.8;8;9;476;180;656;72.561;6;1;7;85.7143;277;116;393;70.4835;199;64;263;75.6654;343;127;470;72.9787;2026-08-06;-0.1388;-0.0922;-0.1869;v25|SEASON|AWAY_STRONG|0.80|P8
v25;SEASON;AWAY_STRONG;0.8;3;9;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;345;128;473;72.9387;2026-08-06;-0.1657;-0.0922;-0.2269;v25|SEASON|AWAY_STRONG|0.80|P3
v25;SEASON;AWAY_STRONG;0.8;4;9;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;345;128;473;72.9387;2026-08-06;-0.1657;-0.0922;-0.2269;v25|SEASON|AWAY_STRONG|0.80|P4
v25;SEASON;BOTH_STRONG;1.3;7;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P7
v25;SEASON;BOTH_STRONG;1.3;8;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P8
v25;SEASON;BOTH_STRONG;1.3;9;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P9
v25;SEASON;BOTH_STRONG;1.3;10;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P10
v25;SEASON;BOTH_STRONG;1.3;11;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P11
v25;SEASON;BOTH_STRONG;1.3;12;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P12
v25;SEASON;BOTH_STRONG;1.3;13;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P13
v25;SEASON;BOTH_STRONG;1.3;14;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P14
v25;SEASON;BOTH_STRONG;1.3;15;4;478;181;659;72.5341;4;0;4;100.0;279;117;396;70.4545;199;64;263;75.6654;348;128;476;73.1092;2026-08-06;-0.1657;-0.0922;-0.0564;v25|SEASON|BOTH_STRONG|1.30|P15
v25;SEASON;HOME_STRONG;0.8;5;9;477;181;658;72.4924;5;0;5;100.0;278;117;395;70.3797;199;64;263;75.6654;345;128;473;72.9387;2026-08-06;-0.2074;-0.0922;-0.2269;v25|SEASON|HOME_STRONG|0.80|P5
v25;SEASON;AT_LEAST_ONE_STRONG;0.8;3;18;477;181;658;72.4924;5;0;5;100.0;278;117;395;70.3797;199;64;263;75.6654;344;128;472;72.8814;2026-08-06;-0.2074;-0.0922;-0.2842;v25|SEASON|AT_LEAST_ONE_STRONG|0.80|P3
v25;SEASON;AT_LEAST_ONE_STRONG;0.8;4;18;475;181;656;72.4085;7;0;7;100.0;276;117;393;70.229;199;64;263;75.6654;343;128;471;72.8238;2026-08-06;-0.2913;-0.0922;-0.3418;v25|SEASON|AT_LEAST_ONE_STRONG|0.80|P4
v25;SEASON;HOME_STRONG;1.3;13;93;416;161;577;72.0971;66;20;86;76.7442;245;106;351;69.8006;171;55;226;75.6637;304;116;420;72.381;2026-08-06;-0.6027;-0.0939;-0.7846;v25|SEASON|HOME_STRONG|1.30|P13
v25;LAST5;HOME_STRONG;1.2;7;140;418;157;575;72.6957;64;24;88;72.7273;244;101;345;70.7246;174;56;230;75.6522;312;115;427;73.0679;2026-08-06;-0.0041;-0.1054;-0.0977;v25|LAST5|HOME_STRONG|1.20|P7
v25;LAST5;HOME_STRONG;1.3;7;140;418;157;575;72.6957;64;24;88;72.7273;244;101;345;70.7246;174;56;230;75.6522;312;115;427;73.0679;2026-08-06;-0.0041;-0.1054;-0.0977;v25|LAST5|HOME_STRONG|1.30|P7
v25;LAST5;HOME_STRONG;1.4;13;195;360;131;491;73.3198;122;50;172;70.9302;214;84;298;71.8121;146;47;193;75.6477;270;98;368;73.3696;2026-08-06;0.62;-0.1099;0.204;v25|LAST5|HOME_STRONG|1.40|P13
v25;LAST5;HOME_STRONG;1.5;13;195;360;131;491;73.3198;122;50;172;70.9302;214;84;298;71.8121;146;47;193;75.6477;270;98;368;73.3696;2026-08-06;0.62;-0.1099;0.204;v25|LAST5|HOME_STRONG|1.50|P13
v25;LAST5;HOME_STRONG;1.0;13;88;425;158;583;72.8988;57;23;80;71.25;248;101;349;71.0602;177;57;234;75.641;315;115;430;73.2558;2026-08-06;0.199;-0.1166;0.0902;v25|LAST5|HOME_STRONG|1.00|P13
v25;LAST5;HOME_STRONG;1.1;13;88;425;158;583;72.8988;57;23;80;71.25;248;101;349;71.0602;177;57;234;75.641;315;115;430;73.2558;2026-08-06;0.199;-0.1166;0.0902;v25|LAST5|HOME_STRONG|1.10|P13
v25;LAST5;HOME_STRONG;1.4;12;195;365;133;498;73.2932;117;48;165;70.9091;216;85;301;71.7608;149;48;197;75.6345;274;98;372;73.6559;2026-08-06;0.5934;-0.1231;0.4903;v25|LAST5|HOME_STRONG|1.40|P12
v25;LAST5;HOME_STRONG;1.5;12;195;365;133;498;73.2932;117;48;165;70.9091;216;85;301;71.7608;149;48;197;75.6345;274;98;372;73.6559;2026-08-06;0.5934;-0.1231;0.4903;v25|LAST5|HOME_STRONG|1.50|P12
v25;LAST5;HOME_STRONG;1.0;10;88;430;161;591;72.758;52;20;72;72.2222;250;103;353;70.8215;180;58;238;75.6303;320;117;437;73.2265;2026-08-06;0.0582;-0.1273;0.0609;v25|LAST5|HOME_STRONG|1.00|P10
v25;LAST5;HOME_STRONG;1.1;10;88;430;161;591;72.758;52;20;72;72.2222;250;103;353;70.8215;180;58;238;75.6303;320;117;437;73.2265;2026-08-06;0.0582;-0.1273;0.0609;v25|LAST5|HOME_STRONG|1.10|P10
v25;SEASON;HOME_STRONG;1.3;5;93;438;168;606;72.2772;44;13;57;77.193;258;110;368;70.1087;180;58;238;75.6303;320;120;440;72.7273;2026-08-06;-0.4226;-0.1273;-0.4383;v25|SEASON|HOME_STRONG|1.30|P5
v25;LAST5;HOME_STRONG;1.0;9;88;433;162;595;72.7731;49;19;68;72.0588;250;103;353;70.8215;183;59;242;75.6198;322;118;440;73.1818;2026-08-06;0.0733;-0.1378;0.0162;v25|LAST5|HOME_STRONG|1.00|P9
v25;LAST5;HOME_STRONG;1.1;9;88;433;162;595;72.7731;49;19;68;72.0588;250;103;353;70.8215;183;59;242;75.6198;322;118;440;73.1818;2026-08-06;0.0733;-0.1378;0.0162;v25|LAST5|HOME_STRONG|1.10|P9
v25;SEASON;HOME_STRONG;1.3;4;93;443;169;612;72.3856;39;12;51;76.4706;260;110;370;70.2703;183;59;242;75.6198;324;121;445;72.809;2026-08-06;-0.3142;-0.1378;-0.3566;v25|SEASON|HOME_STRONG|1.30|P4
v25;SEASON;AT_LEAST_ONE_STRONG;1.6;14;354;246;87;333;73.8739;236;94;330;71.5152;153;57;210;72.8571;93;30;123;75.6098;183;68;251;72.9084;2026-08-06;1.1741;-0.1478;-0.2572;v25|SEASON|AT_LEAST_ONE_STRONG|1.60|P14
v25;SEASON;AT_LEAST_ONE_STRONG;1.5;9;295;303;117;420;72.1429;179;64;243;73.6626;179;77;256;69.9219;124;40;164;75.6098;221;86;307;71.987;2026-08-06;-0.5569;-0.1478;-1.1786;v25|SEASON|AT_LEAST_ONE_STRONG|1.50|P9
v25;SEASON;HOME_STRONG;1.6;8;202;371;142;513;72.3197;111;39;150;74.0;216;92;308;70.1299;155;50;205;75.6098;274;104;378;72.4868;2026-08-06;-0.3801;-0.1478;-0.6788;v25|SEASON|HOME_STRONG|1.60|P8
v25;LAST5;HOME_STRONG;0.8;14;50;448;168;616;72.7273;34;13;47;72.3404;262;108;370;70.8108;186;60;246;75.6098;328;122;450;72.8889;2026-08-06;0.0275;-0.1478;-0.2767;v25|LAST5|HOME_STRONG|0.80|P14
v25;LAST5;HOME_STRONG;0.8;6;50;461;173;634;72.7129;21;8;29;72.4138;269;111;380;70.7895;192;62;254;75.5906;337;124;461;73.102;2026-08-06;0.0131;-0.167;-0.0636;v25|LAST5|HOME_STRONG|0.80|P6
v25;LAST5;HOME_STRONG;1.4;8;195;388;145;533;72.7955;94;36;130;72.3077;227;93;320;70.9375;161;52;213;75.5869;287;106;393;73.028;2026-08-06;0.0957;-0.1707;-0.1376;v25|LAST5|HOME_STRONG|1.40|P8
v25;LAST5;HOME_STRONG;1.5;8;195;388;145;533;72.7955;94;36;130;72.3077;227;93;320;70.9375;161;52;213;75.5869;287;106;393;73.028;2026-08-06;0.0957;-0.1707;-0.1376;v25|LAST5|HOME_STRONG|1.50|P8
v25;SEASON;BOTH_STRONG;1.4;2;13;477;179;656;72.7134;5;2;7;71.4286;279;115;394;70.8122;198;64;262;75.5725;346;127;473;73.1501;2026-08-06;0.0136;-0.1851;-0.0155;v25|SEASON|BOTH_STRONG|1.40|P2
v25;SEASON;HOME_STRONG;0.8;7;9;476;180;656;72.561;6;1;7;85.7143;278;116;394;70.5584;198;64;262;75.5725;344;127;471;73.0361;2026-08-06;-0.1388;-0.1851;-0.1295;v25|SEASON|HOME_STRONG|0.80|P7
v25;SEASON;HOME_STRONG;0.8;8;9;476;180;656;72.561;6;1;7;85.7143;278;116;394;70.5584;198;64;262;75.5725;344;127;471;73.0361;2026-08-06;-0.1388;-0.1851;-0.1295;v25|SEASON|HOME_STRONG|0.80|P8
v25;SEASON;HOME_STRONG;0.8;9;9;476;180;656;72.561;6;1;7;85.7143;278;116;394;70.5584;198;64;262;75.5725;344;127;471;73.0361;2026-08-06;-0.1388;-0.1851;-0.1295;v25|SEASON|HOME_STRONG|0.80|P9
v25;SEASON;HOME_STRONG;0.8;10;9;476;180;656;72.561;6;1;7;85.7143;278;116;394;70.5584;198;64;262;75.5725;344;127;471;73.0361;2026-08-06;-0.1388;-0.1851;-0.1295;v25|SEASON|HOME_STRONG|0.80|P10
v25;SEASON;HOME_STRONG;0.8;11;9;476;180;656;72.561;6;1;7;85.7143;278;116;394;70.5584;198;64;262;75.5725;344;127;471;73.0361;2026-08-06;-0.1388;-0.1851;-0.1295;v25|SEASON|HOME_STRONG|0.80|P11
v25;SEASON;HOME_STRONG;0.8;12;9;476;180;656;72.561;6;1;7;85.7143;278;116;394;70.5584;198;64;262;75.5725;344;127;471;73.0361;2026-08-06;-0.1388;-0.1851;-0.1295;v25|SEASON|HOME_STRONG|0.80|P12
v25;SEASON;AWAY_STRONG;0.8;9;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P9
v25;SEASON;AWAY_STRONG;0.8;10;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P10
v25;SEASON;AWAY_STRONG;0.8;11;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P11
v25;SEASON;AWAY_STRONG;0.8;12;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P12
v25;SEASON;AWAY_STRONG;0.8;13;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P13
v25;SEASON;AWAY_STRONG;0.8;14;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P14
v25;SEASON;AWAY_STRONG;0.8;15;9;475;180;655;72.5191;7;1;8;87.5;277;116;393;70.4835;198;64;262;75.5725;342;127;469;72.9211;2026-08-06;-0.1807;-0.1851;-0.2445;v25|SEASON|AWAY_STRONG|0.80|P15
v25;SEASON;AT_LEAST_ONE_STRONG;0.8;6;18;472;179;651;72.5038;10;2;12;83.3333;274;115;389;70.437;198;64;262;75.5725;340;126;466;72.9614;2026-08-06;-0.196;-0.1851;-0.2042;v25|SEASON|AT_LEAST_ONE_STRONG|0.80|P6
v25;SEASON;AT_LEAST_ONE_STRONG;0.8;5;18;473;180;653;72.4349;9;1;10;90.0;275;116;391;70.3325;198;64;262;75.5725;341;127;468;72.8632;2026-08-06;-0.2649;-0.1851;-0.3024;v25|SEASON|AT_LEAST_ONE_STRONG|0.80|P5
v25;LAST5;HOME_STRONG;1.2;9;140;402;152;554;72.5632;80;29;109;73.3945;235;98;333;70.5706;167;54;221;75.5656;301;113;414;72.7053;2026-08-06;-0.1366;-0.192;-0.4603;v25|LAST5|HOME_STRONG|1.20|P9
v25;LAST5;HOME_STRONG;1.3;9;140;402;152;554;72.5632;80;29;109;73.3945;235;98;333;70.5706;167;54;221;75.5656;301;113;414;72.7053;2026-08-06;-0.1366;-0.192;-0.4603;v25|LAST5|HOME_STRONG|1.30|P9
v25;SEASON;AT_LEAST_ONE_STRONG;1.4;9;231;340;128;468;72.6496;142;53;195;72.8205;201;83;284;70.7746;139;45;184;75.5435;246;93;339;72.5664;2026-08-06;-0.0502;-0.2141;-0.5992;v25|SEASON|AT_LEAST_ONE_STRONG|1.40|P9
v25;LAST5;HOME_STRONG;1.0;11;88;429;160;589;72.8353;53;21;74;71.6216;250;102;352;71.0227;179;58;237;75.5274;319;116;435;73.3333;2026-08-06;0.1355;-0.2302;0.1677;v25|LAST5|HOME_STRONG|1.00|P11
v25;LAST5;HOME_STRONG;1.1;11;88;429;160;589;72.8353;53;21;74;71.6216;250;102;352;71.0227;179;58;237;75.5274;319;116;435;73.3333;2026-08-06;0.1355;-0.2302;0.1677;v25|LAST5|HOME_STRONG|1.10|P11
v25;LAST5;HOME_STRONG;1.0;7;88;440;165;605;72.7273;42;16;58;72.4138;255;105;360;70.8333;185;60;245;75.5102;325;119;444;73.1982;2026-08-06;0.0275;-0.2474;0.0326;v25|LAST5|HOME_STRONG|1.00|P7
v25;LAST5;HOME_STRONG;1.1;7;88;440;165;605;72.7273;42;16;58;72.4138;255;105;360;70.8333;185;60;245;75.5102;325;119;444;73.1982;2026-08-06;0.0275;-0.2474;0.0326;v25|LAST5|HOME_STRONG|1.10|P7
v25;LAST5;HOME_STRONG;1.6;1;263;456;170;626;72.8435;26;11;37;70.2703;268;109;377;71.0875;188;61;249;75.502;331;123;454;72.9075;2026-08-06;0.1437;-0.2556;-0.2581;v25|LAST5|HOME_STRONG|1.60|P1
v25;SEASON;HOME_STRONG;1.6;9;202;363;141;504;72.0238;119;40;159;74.8428;212;92;304;69.7368;151;49;200;75.5;269;104;373;72.118;2026-08-06;-0.676;-0.2576;-1.0476;v25|SEASON|HOME_STRONG|1.60|P9
v25;LAST5;HOME_STRONG;0.8;5;50;464;174;638;72.7273;18;7;25;72.0;270;111;381;70.8661;194;63;257;75.4864;339;125;464;73.0603;2026-08-06;0.0275;-0.2712;-0.1053;v25|LAST5|HOME_STRONG|0.80|P5
v25;SEASON;HOME_STRONG;0.8;13;9;475;179;654;72.63;7;2;9;77.7778;278;115;393;70.7379;197;64;261;75.4789;343;127;470;72.9787;2026-08-06;-0.0698;-0.2787;-0.1869;v25|SEASON|HOME_STRONG|0.80|P13
v25;SEASON;HOME_STRONG;0.8;14;9;475;179;654;72.63;7;2;9;77.7778;278;115;393;70.7379;197;64;261;75.4789;343;127;470;72.9787;2026-08-06;-0.0698;-0.2787;-0.1869;v25|SEASON|HOME_STRONG|0.80|P14
v25;SEASON;HOME_STRONG;0.8;15;9;475;179;654;72.63;7;2;9;77.7778;278;115;393;70.7379;197;64;261;75.4789;343;127;470;72.9787;2026-08-06;-0.0698;-0.2787;-0.1869;v25|SEASON|HOME_STRONG|0.80|P15
v25;SEASON;AT_LEAST_ONE_STRONG;0.8;7;18;470;179;649;72.4191;12;2;14;85.7143;273;115;388;70.3608;197;64;261;75.4789;338;126;464;72.8448;2026-08-06;-0.2807;-0.2787;-0.3208;v25|SEASON|AT_LEAST_ONE_STRONG|0.80|P7
v25;SEASON;AT_LEAST_ONE_STRONG;0.8;8;18;470;179;649;72.4191;12;2;14;85.7143;273;115;388;70.3608;197;64;261;75.4789;338;126;464;72.8448;2026-08-06;-0.2807;-0.2787;-0.3208;v25|SEASON|AT_LEAST_ONE_STRONG|0.80|P8
v25;SEASON;HOME_STRONG;1.4;13;124;395;152;547;72.2121;87;29;116;75.0;235;100;335;70.1493;160;52;212;75.4717;289;111;400;72.25;2026-08-06;-0.4877;-0.2859;-0.9156;v25|SEASON|HOME_STRONG|1.40|P13
v25;SEASON;HOME_STRONG;1.4;6;124;420;161;581;72.2892;62;20;82;75.6098;248;105;353;70.255;172;56;228;75.4386;307;116;423;72.5768;2026-08-06;-0.4106;-0.319;-0.5888;v25|SEASON|HOME_STRONG|1.40|P6
v25;SEASON;HOME_STRONG;1.3;11;93;420;163;583;72.0412;62;18;80;77.5;248;107;355;69.8592;172;56;228;75.4386;307;116;423;72.5768;2026-08-06;-0.6586;-0.319;-0.5888;v25|SEASON|HOME_STRONG|1.30|P11
v25;SEASON;HOME_STRONG;1.3;12;93;419;163;582;71.9931;63;18;81;77.7778;247;107;354;69.774;172;56;228;75.4386;307;116;423;72.5768;2026-08-06;-0.7067;-0.319;-0.5888;v25|SEASON|HOME_STRONG|1.30|P12
v25;SEASON;HOME_STRONG;1.3;10;93;420;164;584;71.9178;62;17;79;78.481;248;108;356;69.6629;172;56;228;75.4386;307;117;424;72.4057;2026-08-06;-0.782;-0.319;-0.7599;v25|SEASON|HOME_STRONG|1.30|P10
v25;LAST5;HOME_STRONG;1.0;12;88;427;159;586;72.8669;55;22;77;71.4286;249;101;350;71.1429;178;58;236;75.4237;317;115;432;73.3796;2026-08-06;0.1671;-0.3339;0.214;v25|LAST5|HOME_STRONG|1.00|P12
