Engine;Metric;Rule;Threshold;Penalty;Affected;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Removed_OK;Removed_KO;Removed_Total;Removed_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;SplitDate;DeltaOverallVsBaseline;DeltaTestVsBaseline;DeltaNoAUVsBaseline;ConfigId
v20;SEASON;HOME_STRONG;1.3;15;33;70;11;81;86.4198;25;8;33;75.7576;44;8;52;84.6154;26;3;29;89.6552;48;8;56;85.7143;2026-08-07;3.0865;2.4212;-1.4652;v20|SEASON|HOME_STRONG|1.30|P15
v20;SEASON;HOME_STRONG;1.3;11;33;71;12;83;85.5422;24;7;31;77.4194;45;9;54;83.3333;26;3;29;89.6552;48;8;56;85.7143;2026-08-07;2.2089;2.4212;-1.4652;v20|SEASON|HOME_STRONG|1.30|P11
v20;LAST5;AT_LEAST_ONE_STRONG;1.6;4;69;63;11;74;85.1351;32;8;40;80.0;37;8;45;82.2222;26;3;29;89.6552;43;5;48;89.5833;2026-08-07;1.8018;2.4212;2.4038;v20|LAST5|AT_LEAST_ONE_STRONG|1.60|P4
v20;SEASON;AT_LEAST_ONE_STRONG;1.6;12;59;49;6;55;89.0909;46;13;59;77.9661;32;4;36;88.8889;17;2;19;89.4737;37;5;42;88.0952;2026-08-07;5.7576;2.2397;0.9157;v20|SEASON|AT_LEAST_ONE_STRONG|1.60|P12
v20;SEASON;AT_LEAST_ONE_STRONG;1.6;13;59;49;6;55;89.0909;46;13;59;77.9661;32;4;36;88.8889;17;2;19;89.4737;37;5;42;88.0952;2026-08-07;5.7576;2.2397;0.9157;v20|SEASON|AT_LEAST_ONE_STRONG|1.60|P13
v20;SEASON;AT_LEAST_ONE_STRONG;1.6;14;59;49;6;55;89.0909;46;13;59;77.9661;32;4;36;88.8889;17;2;19;89.4737;37;5;42;88.0952;2026-08-07;5.7576;2.2397;0.9157;v20|SEASON|AT_LEAST_ONE_STRONG|1.60|P14
v20;SEASON;AT_LEAST_ONE_STRONG;1.6;15;59;49;6;55;89.0909;46;13;59;77.9661;32;4;36;88.8889;17;2;19;89.4737;37;5;42;88.0952;2026-08-07;5.7576;2.2397;0.9157;v20|SEASON|AT_LEAST_ONE_STRONG|1.60|P15
v20;SEASON;AT_LEAST_ONE_STRONG;1.6;11;59;50;7;57;87.7193;45;12;57;78.9474;33;5;38;86.8421;17;2;19;89.4737;37;5;42;88.0952;2026-08-07;4.386;2.2397;0.9157;v20|SEASON|AT_LEAST_ONE_STRONG|1.60|P11
v20;SEASON;HOME_STRONG;1.6;12;58;49;7;56;87.5;46;12;58;79.3103;32;5;37;86.4865;17;2;19;89.4737;37;6;43;86.0465;2026-08-07;4.1667;2.2397;-1.133;v20|SEASON|HOME_STRONG|1.60|P12
v20;SEASON;HOME_STRONG;1.6;13;58;49;7;56;87.5;46;12;58;79.3103;32;5;37;86.4865;17;2;19;89.4737;37;6;43;86.0465;2026-08-07;4.1667;2.2397;-1.133;v20|SEASON|HOME_STRONG|1.60|P13
v20;SEASON;HOME_STRONG;1.6;14;58;49;7;56;87.5;46;12;58;79.3103;32;5;37;86.4865;17;2;19;89.4737;37;6;43;86.0465;2026-08-07;4.1667;2.2397;-1.133;v20|SEASON|HOME_STRONG|1.60|P14
v20;SEASON;HOME_STRONG;1.6;15;58;49;7;56;87.5;46;12;58;79.3103;32;5;37;86.4865;17;2;19;89.4737;37;6;43;86.0465;2026-08-07;4.1667;2.2397;-1.133;v20|SEASON|HOME_STRONG|1.60|P15
v20;SEASON;HOME_STRONG;1.6;11;58;50;8;58;86.2069;45;11;56;80.3571;33;6;39;84.6154;17;2;19;89.4737;37;6;43;86.0465;2026-08-07;2.8736;2.2397;-1.133;v20|SEASON|HOME_STRONG|1.60|P11
v20;LAST5;AT_LEAST_ONE_STRONG;1.6;7;69;48;10;58;82.7586;47;9;56;83.9286;31;8;39;79.4872;17;2;19;89.4737;33;5;38;86.8421;2026-08-07;-0.5747;2.2397;-0.3374;v20|LAST5|AT_LEAST_ONE_STRONG|1.60|P7
v20;LAST5;HOME_STRONG;1.6;2;63;82;13;95;86.3158;13;6;19;68.4211;48;9;57;84.2105;34;4;38;89.4737;57;7;64;89.0625;2026-08-07;2.9825;2.2397;1.883;v20|LAST5|HOME_STRONG|1.60|P2
v20;LAST5;AT_LEAST_ONE_STRONG;1.6;2;69;82;13;95;86.3158;13;6;19;68.4211;48;9;57;84.2105;34;4;38;89.4737;57;7;64;89.0625;2026-08-07;2.9825;2.2397;1.883;v20|LAST5|AT_LEAST_ONE_STRONG|1.60|P2
v20;SEASON;AT_LEAST_ONE_STRONG;1.5;3;49;79;13;92;85.8696;16;6;22;72.7273;45;9;54;83.3333;34;4;38;89.4737;55;6;61;90.1639;2026-08-07;2.5363;2.2397;2.9844;v20|SEASON|AT_LEAST_ONE_STRONG|1.50|P3
v20;SEASON;HOME_STRONG;1.5;3;48;79;14;93;84.9462;16;5;21;76.1905;45;10;55;81.8182;34;4;38;89.4737;55;7;62;88.7097;2026-08-07;1.6129;2.2397;1.5302;v20|SEASON|HOME_STRONG|1.50|P3
v20;LAST5;AT_LEAST_ONE_STRONG;0.8;11;17;83;15;98;84.6939;12;4;16;75.0;49;11;60;81.6667;34;4;38;89.4737;58;8;66;87.8788;2026-08-07;1.3606;2.2397;0.6993;v20|LAST5|AT_LEAST_ONE_STRONG|0.80|P11
v20;LAST5;AT_LEAST_ONE_STRONG;0.8;12;17;82;15;97;84.5361;13;4;17;76.4706;48;11;59;81.3559;34;4;38;89.4737;58;8;66;87.8788;2026-08-07;1.2028;2.2397;0.6993;v20|LAST5|AT_LEAST_ONE_STRONG|0.80|P12
v20;LAST5;AT_LEAST_ONE_STRONG;0.8;13;17;82;15;97;84.5361;13;4;17;76.4706;48;11;59;81.3559;34;4;38;89.4737;58;8;66;87.8788;2026-08-07;1.2028;2.2397;0.6993;v20|LAST5|AT_LEAST_ONE_STRONG|0.80|P13
v20;LAST5;AT_LEAST_ONE_STRONG;0.8;14;17;82;15;97;84.5361;13;4;17;76.4706;48;11;59;81.3559;34;4;38;89.4737;58;8;66;87.8788;2026-08-07;1.2028;2.2397;0.6993;v20|LAST5|AT_LEAST_ONE_STRONG|0.80|P14
v20;LAST5;AT_LEAST_ONE_STRONG;0.8;15;17;82;15;97;84.5361;13;4;17;76.4706;48;11;59;81.3559;34;4;38;89.4737;58;8;66;87.8788;2026-08-07;1.2028;2.2397;0.6993;v20|LAST5|AT_LEAST_ONE_STRONG|0.80|P15
v20;LAST5;HOME_STRONG;0.8;11;16;83;16;99;83.8384;12;3;15;80.0;49;12;61;80.3279;34;4;38;89.4737;58;9;67;86.5672;2026-08-07;0.5051;2.2397;-0.6123;v20|LAST5|HOME_STRONG|0.80|P11
v20;LAST5;HOME_STRONG;0.8;12;16;82;16;98;83.6735;13;3;16;81.25;48;12;60;80.0;34;4;38;89.4737;58;9;67;86.5672;2026-08-07;0.3402;2.2397;-0.6123;v20|LAST5|HOME_STRONG|0.80|P12
v20;LAST5;HOME_STRONG;0.8;13;16;82;16;98;83.6735;13;3;16;81.25;48;12;60;80.0;34;4;38;89.4737;58;9;67;86.5672;2026-08-07;0.3402;2.2397;-0.6123;v20|LAST5|HOME_STRONG|0.80|P13
v20;LAST5;HOME_STRONG;0.8;14;16;82;16;98;83.6735;13;3;16;81.25;48;12;60;80.0;34;4;38;89.4737;58;9;67;86.5672;2026-08-07;0.3402;2.2397;-0.6123;v20|LAST5|HOME_STRONG|0.80|P14
v20;LAST5;HOME_STRONG;0.8;15;16;82;16;98;83.6735;13;3;16;81.25;48;12;60;80.0;34;4;38;89.4737;58;9;67;86.5672;2026-08-07;0.3402;2.2397;-0.6123;v20|LAST5|HOME_STRONG|0.80|P15
v20;SEASON;AT_LEAST_ONE_STRONG;1.6;3;59;74;12;86;86.0465;21;7;28;75.0;41;8;49;83.6735;33;4;37;89.1892;52;6;58;89.6552;2026-08-07;2.7132;1.9552;2.4757;v20|SEASON|AT_LEAST_ONE_STRONG|1.60|P3
v20;SEASON;HOME_STRONG;1.6;3;58;74;13;87;85.0575;21;6;27;77.7778;41;9;50;82.0;33;4;37;89.1892;52;7;59;88.1356;2026-08-07;1.7242;1.9552;0.9561;v20|SEASON|HOME_STRONG|1.60|P3
v20;LAST5;AT_LEAST_ONE_STRONG;1.6;8;69;45;9;54;83.3333;50;10;60;83.3333;29;7;36;80.5556;16;2;18;88.8889;30;4;34;88.2353;2026-08-07;0.0;1.6549;1.0558;v20|LAST5|AT_LEAST_ONE_STRONG|1.60|P8
v20;LAST5;HOME_STRONG;1.6;12;63;42;9;51;82.3529;53;10;63;84.127;26;7;33;78.7879;16;2;18;88.8889;30;7;37;81.0811;2026-08-07;-0.9804;1.6549;-6.0984;v20|LAST5|HOME_STRONG|1.60|P12
v20;LAST5;HOME_STRONG;1.6;13;63;42;9;51;82.3529;53;10;63;84.127;26;7;33;78.7879;16;2;18;88.8889;30;7;37;81.0811;2026-08-07;-0.9804;1.6549;-6.0984;v20|LAST5|HOME_STRONG|1.60|P13
v20;LAST5;HOME_STRONG;1.6;14;63;42;9;51;82.3529;53;10;63;84.127;26;7;33;78.7879;16;2;18;88.8889;30;7;37;81.0811;2026-08-07;-0.9804;1.6549;-6.0984;v20|LAST5|HOME_STRONG|1.60|P14
v20;LAST5;HOME_STRONG;1.6;15;63;42;9;51;82.3529;53;10;63;84.127;26;7;33;78.7879;16;2;18;88.8889;30;7;37;81.0811;2026-08-07;-0.9804;1.6549;-6.0984;v20|LAST5|HOME_STRONG|1.60|P15
v20;LAST5;HOME_STRONG;1.6;11;63;43;10;53;81.1321;52;9;61;85.2459;27;8;35;77.1429;16;2;18;88.8889;30;7;37;81.0811;2026-08-07;-2.2012;1.6549;-6.0984;v20|LAST5|HOME_STRONG|1.60|P11
v20;SEASON;AT_LEAST_ONE_STRONG;1.5;7;49;65;11;76;85.5263;30;8;38;78.9474;41;8;49;83.6735;24;3;27;88.8889;48;6;54;88.8889;2026-08-07;2.193;1.6549;1.7094;v20|SEASON|AT_LEAST_ONE_STRONG|1.50|P7
v20;LAST5;HOME_STRONG;1.4;12;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.40|P12
v20;LAST5;HOME_STRONG;1.4;13;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.40|P13
v20;LAST5;HOME_STRONG;1.4;14;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.40|P14
v20;LAST5;HOME_STRONG;1.4;15;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.40|P15
v20;LAST5;HOME_STRONG;1.5;12;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.50|P12
v20;LAST5;HOME_STRONG;1.5;13;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.50|P13
v20;LAST5;HOME_STRONG;1.5;14;47;57;10;67;85.0746;38;9;47;80.8511;33;7;40;82.5;24;3;27;88.8889;44;8;52;84.6154;2026-08-07;1.7413;1.6549;-2.5641;v20|LAST5|HOME_STRONG|1.50|P14
