LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
Kazakhstan_FirstLeague;Akademiya Ontustik;Arys;73.19;MEDIA;22;;;;;;2026-07-08;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;4.31;8.86;6.4;5.68;14.0;7.2;9.6;5.33;4.8;7.0;2.1.0;Akademiya Ontustik - Arys
USA_USLLeagueTwo_GreatForest;Cleveland Force;Steel City;72.67;MEDIA;25;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno;5.33;11.28;10.64;10.0;1.91;12.0;4.8;8.0;2.0;6.71;2.1.0;Cleveland Force - Steel City
USA_USLLeagueOne;New York Cosmos;FC Naples;72.1;MEDIA;23;;;;;;2026-07-08;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;2.5;7.27;6.65;10.0;10.34;10.8;7.2;6.67;3.43;7.24;2.1.0;New York Cosmos - FC Naples
USA_USLLeagueTwo_Metropolitan;Morris Elite;Westchester Flames;71.49;MEDIA;25;;;;;;2026-07-08;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;0.89;5.32;7.68;10.0;14.0;8.4;9.6;4.8;6.0;4.8;2.1.0;Morris Elite - Westchester Flames
USA_USLLeagueTwo_LoneStar;Laredo Heat;GFI Woodlands;71.06;MEDIA;25;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;1.0;13.0;13.0;2.48;9.83;8.4;7.2;4.8;4.8;6.55;2.1.0;Laredo Heat - GFI Woodlands
USA_USLLeagueTwo_MidSouth;Little Rock Rangers;Memphis FC;70.42;MEDIA;18;;;;;;2026-07-08;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;6.67;11.16;8.27;2.02;13.36;6.67;7.2;4.0;4.8;6.27;2.1.0;Little Rock Rangers - Memphis FC
Bolivia_DivisionProfesional;Real Potosi;Academia del Balompie;69.2;MEDIA;11;;;;;;2026-07-08;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;1.6;4.92;10.13;3.79;14.0;4.0;10.29;5.33;8.0;7.14;2.1.0;Real Potosi - Academia del Balompie
USA_USLLeagueTwo_SouthCentral;Apotheos;Dothan United;69.03;MEDIA;20;;;;;;2026-07-08;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.0;6.5;13.0;8.64;5.09;7.2;7.2;4.8;4.8;7.8;2.1.0;Apotheos - Dothan United
USA_USLLeagueTwo_Southwest;Ventura;Stars FC;68.36;MEDIA;27;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;3.43;13.0;9.45;2.73;9.55;8.4;6.0;4.8;3.2;7.8;2.1.0;Ventura - Stars FC
Bhutan_PremierLeague;Transport United;BFF Academy U19;68.18;MEDIA;9;;;;;;2026-07-08;buon attacco trasferta, difesa trasferta vulnerabile, buon profilo over interno, buon profilo over esterno;0.89;6.75;10.97;5.84;11.82;6.86;6.86;6.0;5.33;6.86;2.1.0;Transport United - BFF Academy U19
USA_USLLeagueTwo_SouthAtlantic;SC United Bantams;Charlotte Independ. 2;68.04;MEDIA;36;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno;2.4;10.83;11.33;8.33;3.71;9.6;6.0;6.67;2.67;6.5;2.1.0;SC United Bantams - Charlotte Independ. 2
USA_USLLeagueTwo_SouthFlorida;Fort Lauderdale;Weston;66.94;MEDIA;18;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;3.2;11.82;11.16;1.82;10.61;6.0;8.0;3.2;6.0;5.13;2.1.0;Fort Lauderdale - Weston
USA_USLLeagueTwo_SouthAtlantic;North Carolina FC U23;Charlotte Eagles;64.6;MEDIA;36;;;;;;2026-07-08;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, alta tendenza BTTS;0.8;9.67;7.73;8.26;10.28;8.4;6.0;3.2;2.67;7.59;2.1.0;North Carolina FC U23 - Charlotte Eagles
USA_USLLeagueTwo_Metropolitan;Cedar;Ironbound SC;64.35;MEDIA;25;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, trend over recente trasferta, buon profilo over esterno;2.67;9.19;13.0;5.05;7.78;4.0;8.0;1.6;6.4;6.67;2.1.0;Cedar - Ironbound SC
Finland_Kakkonen_GroupB;MuSa;GrIFK;63.38;MEDIA;12;;;;;;2026-07-08;difesa casa vulnerabile, trend over recente casa, buon profilo over interno;2.67;6.45;7.68;10.0;8.91;7.2;4.8;4.8;4.0;6.87;2.1.0;MuSa - GrIFK
USA_USLLeagueTwo_Ranger;West Texas;Lubbock Matadors;62.34;MEDIA;21;;;;;;2026-07-08;buon attacco casa, difesa casa vulnerabile, trend over recente casa, buon profilo over interno;1.6;9.19;6.5;8.08;6.36;8.0;6.0;6.4;3.2;7.0;2.1.0;West Texas - Lubbock Matadors
USA_USLLeagueOne;Greenville;Sarasota Paradise;60.78;MEDIA;23;;;;;;2026-07-08;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno;1.0;6.89;5.91;7.95;10.48;6.0;7.2;6.67;3.0;5.68;2.1.0;Greenville - Sarasota Paradise
USA_USLChampionship;Sacramento Republic;Rhode Island;57.98;BASSA;22;;;;;;2026-07-08;buon attacco trasferta, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;0.35;6.4;10.83;4.55;8.48;3.6;7.2;2.67;6.4;7.5;2.1.0;Sacramento Republic - Rhode Island
USA_USLChampionship;Hartford Athletic;Orange County SC;50.9;BASSA;22;;;;;;2026-07-08;buon attacco trasferta;4.52;4.55;9.06;3.85;6.79;3.6;6.0;4.0;3.56;4.98;2.1.0;Hartford Athletic - Orange County SC
