LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Australia_NSWLeagueOne_2026;22;Bulls Academy;Western City Rangers;Bulls Academy - Western City Rangers;70.53;MEDIA;4.8;10.41;13.03;7.2;4.8;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, profilo over trasferta positivo, alta tendenza BTTS
FaroeIslands_1Deild_2026;16;Sandur;HB Torshavn 2;Sandur - HB Torshavn 2;70.35;MEDIA;4.44;13.0;9.09;9.6;4.8;buon attacco casa, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLNSW_2026;23;WS Wanderers U21;Sydney Olympic;WS Wanderers U21 - Sydney Olympic;70.15;MEDIA;3.73;11.26;13.64;8.4;6.0;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, profilo over trasferta positivo
USA_USLChampionship_2026;21;Indy Eleven;Charleston;Indy Eleven - Charleston;69.96;MEDIA;2.78;8.6;8.64;7.2;8.4;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Australia_NPLTasmania_2026;14;Glenorchy Knights;Clarence Zebras;Glenorchy Knights - Clarence Zebras;69.51;MEDIA;0.89;7.27;9.79;8.4;7.2;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Iceland_Division_1_2026;18;Leiknir;Volsungur;Leiknir - Volsungur;69.46;MEDIA;4.36;7.52;13.88;7.2;8.4;difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Finland_Ykkonen_2026;15;KuPS Akatemia;Tampere Utd;KuPS Akatemia - Tampere Utd;69.33;MEDIA;6.55;8.86;3.18;9.6;6.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo
Australia_NSWLeagueOne_2026;22;Hills United;Northern Tigers;Hills United - Northern Tigers;68.53;MEDIA;2.13;10.41;5.45;9.6;4.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Kazakhstan_PremierLeague_2026;26;Kyzylzhar;Yelimay Semey;Kyzylzhar - Yelimay Semey;68.28;MEDIA;4.27;6.28;8.06;7.2;8.4;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Iceland_Division_2_2026;22;Magni;Throttur Vogar;Magni - Throttur Vogar;68.27;MEDIA;0.73;7.09;12.09;8.4;7.2;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS
Australia_QueenslandPremierLeague_2026;18;Capalaba;St. George Willawong;Capalaba - St. George Willawong;68.14;MEDIA;0.73;6.28;14.0;10.8;7.2;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Australia_NPLNSW_2026;23;Sutherland;APIA Leichhardt;Sutherland - APIA Leichhardt;68.08;MEDIA;2.13;9.0;6.97;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Latvia_Virsliga_2026;21;RFS;Auda;RFS - Auda;67.56;MEDIA;0.89;13.0;7.78;9.6;6.0;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo
Finland_Kakkonen_GroupB_2026;12;P-Iirot Rauma;HJS;P-Iirot Rauma - HJS;67.47;MEDIA;0.89;10.64;7.64;7.2;6.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo
USA_USLLeagueTwo_Southeast_2026;20260630;Inter Gainesville;Nona;Inter Gainesville - Nona;67.39;MEDIA;6.4;5.91;4.24;7.5;6.67;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over trasferta positivo
Australia_WAStateLeague_2026;15;Inglewood;Subiaco;Inglewood - Subiaco;67.24;MEDIA;3.64;4.64;14.0;4.8;9.6;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo
Australia_WAStateLeague_2026;15;Curtin Univ;Cockburn City;Curtin Univ - Cockburn City;66.38;MEDIA;2.91;3.38;12.73;4.8;9.6;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo
USA_USLLeagueTwo_Ranger_2026;20260630;Fort Worth Vaqueros;West Texas;Fort Worth Vaqueros - West Texas;66.07;MEDIA;1.6;1.97;11.31;8.0;8.0;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo
Australia_NPLVictoria_2026;19;George Cross;Oakleigh;George Cross - Oakleigh;64.82;MEDIA;4.31;7.88;6.01;7.2;6.0;buon attacco trasferta, trend over recente casa
Australia_NPLVictoria_2026;19;Altona Magic;Melbourne City U21;Altona Magic - Melbourne City U21;64.19;MEDIA;3.08;6.89;7.49;6.0;6.0;buon attacco trasferta, difesa casa vulnerabile, profilo over trasferta positivo, alta tendenza BTTS
Estonia_Meistriliiga_2026;19;Paide;Parnu JK Vaprus;Paide - Parnu JK Vaprus;63.95;MEDIA;1.78;9.04;11.6;6.0;7.2;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueOne_2026;22;FC Naples;Portland Hearts of Pine;FC Naples - Portland Hearts of Pine;63.64;MEDIA;0.5;6.3;10.0;6.0;9.6;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo
Norway_OBOSLigaen_2026;15;Bryne;Sandnes;Bryne - Sandnes;63.26;MEDIA;2.13;8.18;9.3;7.2;4.8;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo
USA_USLLeagueOne_2026;22;Richmond Kickers;Sarasota Paradise;Richmond Kickers - Sarasota Paradise;62.33;MEDIA;1.5;5.45;11.14;8.4;8.4;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta
FaroeIslands_PremierLeague_2026;16;Skala Itrottarfelag;Toftir;Skala Itrottarfelag - Toftir;62.01;MEDIA;0.89;5.52;14.0;7.2;4.8;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo
Belarus_PershayaLiga_2026;14;SKA-1938;FC Slonim;SKA-1938 - FC Slonim;61.14;MEDIA;0.47;13.0;5.38;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta
Australia_VictoriaPremierLeague2_2026;19;Werribee City;Altona City;Werribee City - Altona City;61.13;MEDIA;1.23;8.21;9.55;6.0;3.6;difesa casa vulnerabile, difesa trasferta vulnerabile, profilo over casa positivo, profilo over trasferta positivo
Iceland_Division_1_2026;18;Grindavik;Vestri;Grindavik - Vestri;60.94;MEDIA;4.36;5.32;10.61;4.8;7.2;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta
USA_USLLeagueTwo_Southwest_2026;20260630;Tucson;Stars FC;Tucson - Stars FC;60.33;MEDIA;2.29;7.88;7.95;5.33;6.0;buon attacco trasferta, alta tendenza BTTS
Kyrgyzstan_PremierLiga_2026;15;Ozgon;Alay Osh;Ozgon - Alay Osh;60.26;MEDIA;0.53;11.36;6.85;7.2;6.0;buon attacco casa, trend over recente casa, profilo over casa positivo, alta tendenza BTTS
Australia_NPLVictoria_2026;19;Avondale FC;Preston Lions;Avondale FC - Preston Lions;60.11;MEDIA;0.62;13.0;4.87;10.8;2.4;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo
Lithuania_Toplyga_2026;23;FK Panevezys;Hegelmann;FK Panevezys - Hegelmann;59.77;BASSA;1.78;6.57;9.55;8.4;6.0;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa
Australia_NPLNSW_2026;23;UNSW;Sydney FC U23;UNSW - Sydney FC U23;59.22;BASSA;4.27;7.6;8.79;4.8;4.8;difesa casa vulnerabile
FaroeIslands_PremierLeague_2026;16;B36 Torshavn;Vikingur;B36 Torshavn - Vikingur;58.55;BASSA;0.89;10.64;6.79;7.2;7.2;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta
FaroeIslands_PremierLeague_2026;16;Argir;Streymur;Argir - Streymur;58.07;BASSA;0.89;8.27;9.33;6.0;3.6;difesa casa vulnerabile, difesa trasferta vulnerabile, profilo over trasferta positivo
Australia_NSWLeagueOne_2026;22;Macarthur Rams;Inter Lions;Macarthur Rams - Inter Lions;57.63;BASSA;3.73;7.32;11.21;2.4;8.4;difesa trasferta vulnerabile, trend over recente trasferta
Belarus_VysshayaLiga_2026;15;Neman;Arsenal Dzerzhinsk;Neman - Arsenal Dzerzhinsk;56.83;BASSA;1.6;6.82;9.02;7.2;6.0;trend over recente casa
Finland_Veikkausliiga_2026;16;VPS;Mariehamn;VPS - Mariehamn;56.5;BASSA;5.09;8.18;12.24;4.8;4.8;difesa trasferta vulnerabile
Latvia_Virsliga_2026;21;BFC Daugavpils;FK Liepaja;BFC Daugavpils - FK Liepaja;53.95;BASSA;0.89;6.7;10.25;2.4;8.4;difesa trasferta vulnerabile, trend over recente trasferta
Finland_Veikkausliiga_2026;16;SJK;TPS Turku;SJK - TPS Turku;53.91;BASSA;2.18;6.82;6.36;6.0;4.8;difesa casa vulnerabile
Australia_NPLNSW_2026;23;Manly Utd;SD Raiders;Manly Utd - SD Raiders;53.77;BASSA;0.53;6.19;10.61;4.8;4.8;difesa trasferta vulnerabile
Kyrgyzstan_PremierLiga_2026;15;Bishkek City;Toktogul;Bishkek City - Toktogul;50.82;BASSA;2.67;5.91;10.77;3.6;6.0;difesa trasferta vulnerabile
Finland_Veikkausliiga_2026;16;Lahti;Gnistan;Lahti - Gnistan;50.36;BASSA;2.18;6.82;8.32;4.8;3.6;buon attacco trasferta
Kazakhstan_PremierLeague_2026;26;Altai;Tobol;Altai - Tobol;50.25;BASSA;1.6;3.94;9.76;3.6;7.2;difesa trasferta vulnerabile, trend over recente trasferta
Finland_Ykkosliiga_2026;13;Ekenas;PK-35;Ekenas - PK-35;50.0;BASSA;0.89;9.85;3.82;7.2;2.4;buon attacco casa, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo
Belarus_VysshayaLiga_2026;15;Vitebsk;Dnepr Mogilev;Vitebsk - Dnepr Mogilev;49.72;BASSA;1.07;5.45;9.3;4.8;4.8;difesa trasferta vulnerabile
USA_USLLeagueTwo_Southeast_2026;20260630;Sporting Jax 2;Brave SC;Sporting Jax 2 - Brave SC;49.48;BASSA;4.8;2.36;4.95;1.2;8.0;buon attacco trasferta, trend over recente trasferta, profilo over trasferta positivo
